job_id	entity_id	conformation	seed	job_hash
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B09__M01_9e6y_s917_e878c71a6b14	V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B09__M01	9e6y	917	e878c71a6b14cdd9b0507b6607cf68cddd7962a4d66304829f5d7b26b5f71978
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B01__M01_8x6b_s3253_0eb60652b30b	V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B01__M01	8x6b	3253	0eb60652b30b95c23896349d6c45c9775e89305ed51d0ff70d9102e5bf184654
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B01__M01_9e6y_s3253_0e41e0189bda	V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B01__M01	9e6y	3253	0e41e0189bda4464550e474f59018f27655a0876f79389316f5b7b0b6934f99f
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B01__M01_8x6b_s1931_25206bacc389	V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B01__M01	8x6b	1931	25206bacc3893e69094142bafee78274560efebcbc1b3fd5d9700e02288d2607
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B01__M01_9e6y_s1931_7257d1177c37	V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B01__M01	9e6y	1931	7257d1177c370034bb2e4eae801c8df2b23835ae03b52e726145d13ff14d94c1
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B01__M01_8x6b_s917_2df3e7f580aa	V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B01__M01	8x6b	917	2df3e7f580aa934e165e404fcd9000162368bc88bea5fd30a37bf3d97dbebae1
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B01__M01_9e6y_s917_8beedcc95249	V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B01__M01	9e6y	917	8beedcc9524970345d809b666d4a314c462f6dd5165cfc53968ef6adae5eb187
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H1H3__B11__M01_8x6b_s917_309b4f2a5039	V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H1H3__B11__M01	8x6b	917	309b4f2a5039e2f239e9cbd3a31145228c30a2d4cd82cf01cdc801bd4fcef7ab
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H1H3__B11__M01_9e6y_s917_fb7e9cbcf498	V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H1H3__B11__M01	9e6y	917	fb7e9cbcf4985fc0ead2e2b38e84012c2089b988fa782ce4c71ecfac079dfcdf
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__C_CROSS__H1H3__B05__M01_8x6b_s1931_5c0878a771f4	V29_RF__RFV1__PLDNANO_VHH_00895__C_CROSS__H1H3__B05__M01	8x6b	1931	5c0878a771f4b76d81238ef6b57510efcd670ac8b0da3dc77bff0ca02b18a66b
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__C_CROSS__H1H3__B05__M01_9e6y_s1931_0f7debcc2f91	V29_RF__RFV1__PLDNANO_VHH_00895__C_CROSS__H1H3__B05__M01	9e6y	1931	0f7debcc2f91d9a0e934c9cb4940794bcd4bdf20c9d3f2848db7ab6ba85e0399
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B11__M02_8x6b_s917_2ec23dabbbb9	V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B11__M02	8x6b	917	2ec23dabbbb9e61fe76184dafd22a620006597e63294971d1d8286a9648276a1
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B11__M02_9e6y_s917_36a1e472e2e0	V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B11__M02	9e6y	917	36a1e472e2e028dcb3d9831573a7835ed0238697665c6e6ac07f5334456b23bf
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__A_CENTER__H3__B11__M02_8x6b_s1931_7a3912024ced	V29_RF__RFV1__PLDNANO_VHH_00895__A_CENTER__H3__B11__M02	8x6b	1931	7a3912024ced7332c915f6f768d653e9cc11d84459d97498369b2465dc425461
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__A_CENTER__H3__B11__M02_9e6y_s1931_48d66026d91f	V29_RF__RFV1__PLDNANO_VHH_00895__A_CENTER__H3__B11__M02	9e6y	1931	48d66026d91fcaee62abafceedc11102080d4af1e6c47e1d00eece38cbaacda2
CANDIDATE_V29_GEN__C0518__B6E4E7E4A0BB8D06_8x6b_s917_796e0e7d3d3f	V29_GEN__C0518__B6E4E7E4A0BB8D06	8x6b	917	796e0e7d3d3f49e5e4f5bb3c8d0a00d546f7f6f758ed2dff2bef8ba406b7e733
CANDIDATE_V29_GEN__C0518__B6E4E7E4A0BB8D06_9e6y_s917_20892e3d9c15	V29_GEN__C0518__B6E4E7E4A0BB8D06	9e6y	917	20892e3d9c150eb24045e69574aa821ce8f3b9d9b7fa2dd02f3330b9c0223c67
CANDIDATE_V29_GEN__C0518__0DC8DA15E6C613F6_8x6b_s917_3f95370ebd34	V29_GEN__C0518__0DC8DA15E6C613F6	8x6b	917	3f95370ebd346bf697eb9b491e01b30655c65a2b5a86c311b6f2c7a8f17234c8
CANDIDATE_V29_GEN__C0518__0DC8DA15E6C613F6_9e6y_s917_611f1b374834	V29_GEN__C0518__0DC8DA15E6C613F6	9e6y	917	611f1b374834dd30d2a2e9d2ab36b4f331845db1b893be9f9bf0b83a5faa5367
CANDIDATE_V29_GEN__C0518__7DE6626EC2BD2703_8x6b_s3253_7028b3897dff	V29_GEN__C0518__7DE6626EC2BD2703	8x6b	3253	7028b3897dff102ddbc5c455e670685cfd56e40665f14d2efefc43b61d6d3378
CANDIDATE_V29_GEN__C0518__7DE6626EC2BD2703_9e6y_s3253_e1363fcb20aa	V29_GEN__C0518__7DE6626EC2BD2703	9e6y	3253	e1363fcb20aad16a9c99dace2365ea4bcb9a22b7a6f880f342b8489dae4e6ae3
CANDIDATE_V29_GEN__C0518__7DE6626EC2BD2703_8x6b_s1931_0aaaed4fa241	V29_GEN__C0518__7DE6626EC2BD2703	8x6b	1931	0aaaed4fa241943b07223b554b28ef946ac5db7c77c2fb8b3cfb2a21e3622bba
CANDIDATE_V29_GEN__C0518__7DE6626EC2BD2703_9e6y_s1931_6130c1b2a2da	V29_GEN__C0518__7DE6626EC2BD2703	9e6y	1931	6130c1b2a2da0b44f32734e737af483dabb24bc9da11e7c153a69d9fff678201
CANDIDATE_V29_GEN__C0518__7DE6626EC2BD2703_8x6b_s917_1446fd80e5e0	V29_GEN__C0518__7DE6626EC2BD2703	8x6b	917	1446fd80e5e0b52f5bfdb6ba5ffef78ffaac1229b3a9d316a2184a5f2023d674
CANDIDATE_V29_GEN__C0518__7DE6626EC2BD2703_9e6y_s917_78090d155446	V29_GEN__C0518__7DE6626EC2BD2703	9e6y	917	78090d15544617b7c982d5d0b1ade386377198a95c495a57b369e573eff14e04
CANDIDATE_V29_GEN__C0514__AA8F4A45E734588C_8x6b_s917_97dc72216551	V29_GEN__C0514__AA8F4A45E734588C	8x6b	917	97dc72216551eaa91bf1dea748d5d8ac5766dfa21a6f7442ce771706cd633156
CANDIDATE_V29_GEN__C0514__AA8F4A45E734588C_9e6y_s917_3d6fbc4e6c6c	V29_GEN__C0514__AA8F4A45E734588C	9e6y	917	3d6fbc4e6c6cce0652f85a63f86a6d9d891319996e4bb031ad0df23f7b926db4
CANDIDATE_V29_GEN__C0514__73A4E650C9D67882_8x6b_s917_89045f4286a4	V29_GEN__C0514__73A4E650C9D67882	8x6b	917	89045f4286a4de3b96655454902ab4f2b58cd913d8ec841c436457de23581429
CANDIDATE_V29_GEN__C0514__73A4E650C9D67882_9e6y_s917_a0eeba807310	V29_GEN__C0514__73A4E650C9D67882	9e6y	917	a0eeba807310ca03ec76e92db9986b2e84005d3eecf2744ecebb21d96bcf7455
CANDIDATE_V29_GEN__C0514__38CF9924643A3BBE_8x6b_s917_330e3a6c0268	V29_GEN__C0514__38CF9924643A3BBE	8x6b	917	330e3a6c0268c694e8e65b4367217c37d4135ac99ead54d4ce70b90226650591
CANDIDATE_V29_GEN__C0514__38CF9924643A3BBE_9e6y_s917_b395d8b62900	V29_GEN__C0514__38CF9924643A3BBE	9e6y	917	b395d8b62900c68a3cdd23823cf5f16877125a6d669a3ba867c2baf895925447
CANDIDATE_V29_GEN__C0514__FC8FA510218B83B0_8x6b_s917_6f31f3759f42	V29_GEN__C0514__FC8FA510218B83B0	8x6b	917	6f31f3759f420da5d7838a48d65dc3e539b2cfa9c6fde0636cc33d566cc9d308
CANDIDATE_V29_GEN__C0514__FC8FA510218B83B0_9e6y_s917_ac420041f3d5	V29_GEN__C0514__FC8FA510218B83B0	9e6y	917	ac420041f3d55f2e24b0feba55939596b8cb3e9422842712b207b937df87f39f
CANDIDATE_V29_GEN__C0514__8E693D0DFE293456_8x6b_s3253_1ad7195c6c23	V29_GEN__C0514__8E693D0DFE293456	8x6b	3253	1ad7195c6c23d273eccd6c5eb3854ad4dbfeab147287420fe3b85804fb36d061
CANDIDATE_V29_GEN__C0514__8E693D0DFE293456_9e6y_s3253_54647a9b4c79	V29_GEN__C0514__8E693D0DFE293456	9e6y	3253	54647a9b4c7961ae87b9f6378ceb84dc125d4248fd5d869317953b6d98fee441
CANDIDATE_V29_GEN__C0514__8E693D0DFE293456_8x6b_s917_f65b129ea471	V29_GEN__C0514__8E693D0DFE293456	8x6b	917	f65b129ea4713335607efc5e511e4bc9afb326e09350e541370acb0f7b64f853
CANDIDATE_V29_GEN__C0514__8E693D0DFE293456_9e6y_s917_62894d88108e	V29_GEN__C0514__8E693D0DFE293456	9e6y	917	62894d88108e81cc18578391d64485fb071c6dfd3be34cc75074a1fda4675403
CANDIDATE_V29_GEN__C0514__BAC76A135785D3AD_8x6b_s917_f7aecd47b97d	V29_GEN__C0514__BAC76A135785D3AD	8x6b	917	f7aecd47b97d9070eb60de2247883b349fd9330ff38ce32e733248bccb193187
CANDIDATE_V29_GEN__C0514__BAC76A135785D3AD_9e6y_s917_10ae15fc5d24	V29_GEN__C0514__BAC76A135785D3AD	9e6y	917	10ae15fc5d24e8b1f408d30bade4c773340b0276b4145f6b1b2d767072cf2cfe
CANDIDATE_V29_GEN__C0514__8DB40E9A772956EB_8x6b_s917_63f031f77696	V29_GEN__C0514__8DB40E9A772956EB	8x6b	917	63f031f7769622581c580bca0c81490ed3496d5f84089d0c60602f8a6ac7035a
CANDIDATE_V29_GEN__C0514__8DB40E9A772956EB_9e6y_s917_54653d3cc92c	V29_GEN__C0514__8DB40E9A772956EB	9e6y	917	54653d3cc92c4a6204e872789752e9dce37afe4bd88bf2f086996fca09f9c73f
CANDIDATE_V29_GEN__C0514__EDEA313A8DF7D079_8x6b_s1931_51f18cf58c7e	V29_GEN__C0514__EDEA313A8DF7D079	8x6b	1931	51f18cf58c7e5b79bcfb6ae0bb2d7fbdcece327d519217b13a2e741154e0e14f
CANDIDATE_V29_GEN__C0514__EDEA313A8DF7D079_9e6y_s1931_b86170d19d89	V29_GEN__C0514__EDEA313A8DF7D079	9e6y	1931	b86170d19d89b0d098a84c1422955c86caa353b8a10bc637c746c4e56b81b578
CANDIDATE_V29_GEN__C0514__EDEA313A8DF7D079_8x6b_s917_400baa0d6149	V29_GEN__C0514__EDEA313A8DF7D079	8x6b	917	400baa0d6149a16bcef3f23a2838803246ad5608d049655b17fbd955d549b376
CANDIDATE_V29_GEN__C0514__EDEA313A8DF7D079_9e6y_s917_e9b23880ceff	V29_GEN__C0514__EDEA313A8DF7D079	9e6y	917	e9b23880ceff17d57f35bcd88fee2ffefcfdb6f71598b41471db8cfff4ff6996
CANDIDATE_V29_GEN__C0514__FC8FC9EE555CA021_8x6b_s917_20c4f7feb7b4	V29_GEN__C0514__FC8FC9EE555CA021	8x6b	917	20c4f7feb7b42172fff02182f300df09c9684ab123de33950d1d2f03bfd1daaa
CANDIDATE_V29_GEN__C0514__FC8FC9EE555CA021_9e6y_s917_4ca1be1e9193	V29_GEN__C0514__FC8FC9EE555CA021	9e6y	917	4ca1be1e91931b5afb6d5c0c76e181ee37537b8b229386392c6229b3c3abb748
CANDIDATE_V29_GEN__C0514__254D7D63AE810E97_8x6b_s1931_886b775a1d9d	V29_GEN__C0514__254D7D63AE810E97	8x6b	1931	886b775a1d9dce63279b8b4e0f72f1e6bafa0db74dbcd2f777e86d788272abcf
CANDIDATE_V29_GEN__C0514__254D7D63AE810E97_9e6y_s1931_a4a2576d83d3	V29_GEN__C0514__254D7D63AE810E97	9e6y	1931	a4a2576d83d302c321513754ae62769d407a6ebefccb8a45e11025785d76f5c9
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00882__C_CROSS__H1H3__B02__M02_8x6b_s1931_7f5646990ab4	V29_RF__RFV1__PLDNANO_VHH_00882__C_CROSS__H1H3__B02__M02	8x6b	1931	7f5646990ab488cbe7a1d86d6cb66a53ce2df662d043bb6b33a389fc38b4716c
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00882__C_CROSS__H1H3__B02__M02_9e6y_s1931_82e0b46677ef	V29_RF__RFV1__PLDNANO_VHH_00882__C_CROSS__H1H3__B02__M02	9e6y	1931	82e0b46677ef7355ff47a78943ad3ce23f507a67a75bbeb9adc06fc8dc080326
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00882__A_CENTER__H1H3__B11__M01_8x6b_s917_662032e40e8f	V29_RF__RFV1__PLDNANO_VHH_00882__A_CENTER__H1H3__B11__M01	8x6b	917	662032e40e8f7027082e0f333d17ad9731567b7557930661e6a54522a0fc8c1d
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00882__A_CENTER__H1H3__B11__M01_9e6y_s917_292606c01a74	V29_RF__RFV1__PLDNANO_VHH_00882__A_CENTER__H1H3__B11__M01	9e6y	917	292606c01a74e9308a2a74ba91288b69911c11bbc414b435d1f8efe4eac1a7d4
CANDIDATE_V29_GEN__C0509__7DF241FA87762BF6_8x6b_s3253_78971e0f9cf8	V29_GEN__C0509__7DF241FA87762BF6	8x6b	3253	78971e0f9cf8d6608a8a0562cf9cf631a5198263ec2dc674a1aa8a46aa8fa316
CANDIDATE_V29_GEN__C0509__7DF241FA87762BF6_9e6y_s3253_74bdd6eeb29d	V29_GEN__C0509__7DF241FA87762BF6	9e6y	3253	74bdd6eeb29d02b9cf56fd09b86b2f0c4b821d6fdf74089aecf92e44f383773c
CANDIDATE_V29_GEN__C0509__7DF241FA87762BF6_8x6b_s1931_2f5e50e9a00e	V29_GEN__C0509__7DF241FA87762BF6	8x6b	1931	2f5e50e9a00e1c8d696506bc319f89744e584ef30a12e3e264d91f7b55e4e01c
CANDIDATE_V29_GEN__C0509__7DF241FA87762BF6_9e6y_s1931_84bd175d1f48	V29_GEN__C0509__7DF241FA87762BF6	9e6y	1931	84bd175d1f48031219b80e5505ac2af93a63cef63937c32d65c6ef7be5a92968
CANDIDATE_V29_GEN__C0509__7DF241FA87762BF6_8x6b_s917_470f74592043	V29_GEN__C0509__7DF241FA87762BF6	8x6b	917	470f74592043a946828f033829f58ee983b213ba0baf47806551f97da3e84b73
CANDIDATE_V29_GEN__C0509__7DF241FA87762BF6_9e6y_s917_f84ed6342f94	V29_GEN__C0509__7DF241FA87762BF6	9e6y	917	f84ed6342f943f0f15588c3ecac4f9f4ecce0a667122156c93273e6a0ced1d94
CANDIDATE_V29_GEN__C0509__61FA66B70B8AB7A0_8x6b_s917_1a7f7c07d4b0	V29_GEN__C0509__61FA66B70B8AB7A0	8x6b	917	1a7f7c07d4b0a59ce6f7d58796f882079460291c77698230c8f6999040b6e828
CANDIDATE_V29_GEN__C0509__61FA66B70B8AB7A0_9e6y_s917_5336d15fe7dc	V29_GEN__C0509__61FA66B70B8AB7A0	9e6y	917	5336d15fe7dc169e679f87fffb5aa335f123c20f9f948c79c628b5996cf4675a
CANDIDATE_V29_GEN__C0509__6B4F6235FC92D860_8x6b_s917_6940e6ffa35f	V29_GEN__C0509__6B4F6235FC92D860	8x6b	917	6940e6ffa35f06914969f6d9b1358784657d608392b8db43219e9fadbb49f5d2
CANDIDATE_V29_GEN__C0509__6B4F6235FC92D860_9e6y_s917_0c7c58eef9cd	V29_GEN__C0509__6B4F6235FC92D860	9e6y	917	0c7c58eef9cd34ae1bd476c47d170b3d9a22cef677f99e943c51e4dd1cdcf611
CANDIDATE_V29_GEN__C0509__7BEF7B6222783B46_8x6b_s917_341b55c184f6	V29_GEN__C0509__7BEF7B6222783B46	8x6b	917	341b55c184f69bbff72b6af313769565a9cc72f28ac41b35d2c7c97b6f53e97e
CANDIDATE_V29_GEN__C0509__7BEF7B6222783B46_9e6y_s917_24d598818892	V29_GEN__C0509__7BEF7B6222783B46	9e6y	917	24d5988188927fb4c77fd10a6a05d128bf5cbbf4eab75f09f64d076fc3fb949d
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B08__M02_8x6b_s917_1be37c2453a6	V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B08__M02	8x6b	917	1be37c2453a68abec117137b117301610cd66f69eef0b6b3d4f3b44aece2ccef
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B08__M02_9e6y_s917_7635cdec6fbb	V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B08__M02	9e6y	917	7635cdec6fbbfb658b36e0d619089c3a41a00ead5fa4c49dd8f34899f616fed7
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__B_LOWER__H1H3__B10__M02_8x6b_s917_67caeca37bc6	V29_RF__RFV1__PLDNANO_VHH_00876__B_LOWER__H1H3__B10__M02	8x6b	917	67caeca37bc6faa7bb60b8c6951472c825e0c11ed495bc0572b6431a030ccb14
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__B_LOWER__H1H3__B10__M02_9e6y_s917_d9c7dc1fcd54	V29_RF__RFV1__PLDNANO_VHH_00876__B_LOWER__H1H3__B10__M02	9e6y	917	d9c7dc1fcd54834f441a471f743773eb9bc8d05fbea3b416062666b313c3ad69
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B04__M02_8x6b_s917_f0a27ade7c87	V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B04__M02	8x6b	917	f0a27ade7c87c22955180bf7864df9d232a2200b5ada4526109c638c8b1a4a96
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B04__M02_9e6y_s917_156797343e37	V29_RF__RFV1__PLDNANO_VHH_00876__A_CENTER__H1H3__B04__M02	9e6y	917	156797343e3750980d61f54e3b977577f73f12665cd94c2401c8a9d6a23ae324
