job_id	entity_id	conformation	seed	job_hash
CANDIDATE_V29_GEN__C0048__809D13816D43386D_8x6b_s917_c1cc7c8c31a4	V29_GEN__C0048__809D13816D43386D	8x6b	917	c1cc7c8c31a42ebf09b2229d35d440b0a407661b13c9e7458f67ed2f905d30ad
CANDIDATE_V29_GEN__C0048__809D13816D43386D_9e6y_s917_5b5eb698b0b1	V29_GEN__C0048__809D13816D43386D	9e6y	917	5b5eb698b0b1c3718a73e1cda49e1a97b609cb37fff85d69b020b58a84f2a519
CANDIDATE_V29_GEN__C0048__D424FB2DE59495F7_8x6b_s917_94dd378e1bf3	V29_GEN__C0048__D424FB2DE59495F7	8x6b	917	94dd378e1bf348898fcafc079262c761e83d364540a45983524ef289cdf0f583
CANDIDATE_V29_GEN__C0048__D424FB2DE59495F7_9e6y_s917_85dee8b206c7	V29_GEN__C0048__D424FB2DE59495F7	9e6y	917	85dee8b206c773cfce5131d4d798cd2a08aeb063ea11dbb0c49d53966da10b5e
CANDIDATE_V29_GEN__C0048__6D0E98382E77ABAA_8x6b_s917_6d343ec33801	V29_GEN__C0048__6D0E98382E77ABAA	8x6b	917	6d343ec33801f9532654551493e04a4f8ff15092043f22f809e3a02db2aa7180
CANDIDATE_V29_GEN__C0048__6D0E98382E77ABAA_9e6y_s917_1ed4a86dda54	V29_GEN__C0048__6D0E98382E77ABAA	9e6y	917	1ed4a86dda54e4e006bdd38a89c1167a99a812599b1626616e2a846484373235
CANDIDATE_V29_GEN__C0048__5E70CC26FC31ECA4_8x6b_s917_4d8ecc89b9fe	V29_GEN__C0048__5E70CC26FC31ECA4	8x6b	917	4d8ecc89b9fe61a1ef464c6b6b0bfeabd6e4dad16ac93b8110b12f35d02842ce
CANDIDATE_V29_GEN__C0048__5E70CC26FC31ECA4_9e6y_s917_0fcb354e8080	V29_GEN__C0048__5E70CC26FC31ECA4	9e6y	917	0fcb354e808010641bac5606650a701927de2127105a1e4ae349709c880e3f9b
CANDIDATE_V29_GEN__C0048__248FF8B2CEC4422A_8x6b_s917_1fa79ac30885	V29_GEN__C0048__248FF8B2CEC4422A	8x6b	917	1fa79ac30885807869644b6a2bee276f9813a5b47ac5e4bdb92407a25bd312c9
CANDIDATE_V29_GEN__C0048__248FF8B2CEC4422A_9e6y_s917_51900898e5ed	V29_GEN__C0048__248FF8B2CEC4422A	9e6y	917	51900898e5ed1414449bb1b11f0c772197595f877dfce392ad2c9f61495147ec
CANDIDATE_V29_GEN__C0048__78714B904CD6F85E_8x6b_s1931_708805158bdb	V29_GEN__C0048__78714B904CD6F85E	8x6b	1931	708805158bdb9b86a36a791a37c74d990d282e6a92e21589497cbe5e33a62a2a
CANDIDATE_V29_GEN__C0048__78714B904CD6F85E_9e6y_s1931_7d5d6e9153e3	V29_GEN__C0048__78714B904CD6F85E	9e6y	1931	7d5d6e9153e3056626ae19c617706d816e4bc15a2b06f710cbdaf3bfdcbc8f2a
CANDIDATE_V29_GEN__C0048__78714B904CD6F85E_8x6b_s917_adea36e47348	V29_GEN__C0048__78714B904CD6F85E	8x6b	917	adea36e47348de10417f3a1cf637b86d10acaef6eb7ba2ab4b89662690ce4975
CANDIDATE_V29_GEN__C0048__78714B904CD6F85E_9e6y_s917_75bb6f3f71e7	V29_GEN__C0048__78714B904CD6F85E	9e6y	917	75bb6f3f71e779a26d305f3d7aaea0fc1fb38d6b25f99273f47fe2d4bd818fd3
CANDIDATE_V29_GEN__C0048__CDD8E115E15D7BCB_8x6b_s917_80c3b7bbae1f	V29_GEN__C0048__CDD8E115E15D7BCB	8x6b	917	80c3b7bbae1f7b2ff341684a625c67ca8bb5b45e4326327dc9cabe881c08a01a
CANDIDATE_V29_GEN__C0048__CDD8E115E15D7BCB_9e6y_s917_48ca2436ca91	V29_GEN__C0048__CDD8E115E15D7BCB	9e6y	917	48ca2436ca91b02c90a74cd9b9363eabe1e7d247b01a72627bf882010d4e7059
CANDIDATE_V29_GEN__C0048__5DF99A46FF4A27F1_8x6b_s917_947af9720d56	V29_GEN__C0048__5DF99A46FF4A27F1	8x6b	917	947af9720d56c329f878d9e612a6fbd7e92f555868ee51ab4bc4d97aef7ae954
CANDIDATE_V29_GEN__C0048__5DF99A46FF4A27F1_9e6y_s917_e508e10625f2	V29_GEN__C0048__5DF99A46FF4A27F1	9e6y	917	e508e10625f209eaaa49a27192dd86905589863258e0412eb55ca84e0dc42493
CANDIDATE_V29_GEN__C0048__840130FC3F943C09_8x6b_s1931_87e9e303f17a	V29_GEN__C0048__840130FC3F943C09	8x6b	1931	87e9e303f17aeff094e3f837da15a87f36464df0a39f670464e4d2d82b105532
CANDIDATE_V29_GEN__C0048__840130FC3F943C09_9e6y_s1931_c82f0da03626	V29_GEN__C0048__840130FC3F943C09	9e6y	1931	c82f0da03626d3be6ecfb80487727a58af7259fa13cddf411b9329f99165ed1f
CANDIDATE_V29_GEN__C0048__8DEC5EBCEB7F6368_8x6b_s1931_4436d51ff6fa	V29_GEN__C0048__8DEC5EBCEB7F6368	8x6b	1931	4436d51ff6fab8bea20e6a6e3a28c88165b714e249886984c8d32773f13ba92f
CANDIDATE_V29_GEN__C0048__8DEC5EBCEB7F6368_9e6y_s1931_63d9f8d7438b	V29_GEN__C0048__8DEC5EBCEB7F6368	9e6y	1931	63d9f8d7438b91b70e647a78cd3860450ef5acc261e7441e97c669fb4d67496e
CANDIDATE_V29_GEN__C0048__88A19A5D6F393265_8x6b_s1931_ca10b4675f79	V29_GEN__C0048__88A19A5D6F393265	8x6b	1931	ca10b4675f79ad3e43c865e4af39154efd31b654f520570b89f7ff9e076ccbec
CANDIDATE_V29_GEN__C0048__88A19A5D6F393265_9e6y_s1931_5a67d4c3bb0a	V29_GEN__C0048__88A19A5D6F393265	9e6y	1931	5a67d4c3bb0acad9def7f5c6214d376df768add1ad9e77493c500391da43f6ee
CANDIDATE_V29_GEN__C0048__88A19A5D6F393265_8x6b_s917_55ced2893dea	V29_GEN__C0048__88A19A5D6F393265	8x6b	917	55ced2893dea346cf55054fc94685907eb0c7a765d8ae1664455d3ce44cf01ea
CANDIDATE_V29_GEN__C0048__88A19A5D6F393265_9e6y_s917_4da7ee17ed2b	V29_GEN__C0048__88A19A5D6F393265	9e6y	917	4da7ee17ed2b7f0bc7c4c0a982c8ab0ec3ed1df4c1c1e917b4af91b590f1b496
CANDIDATE_V29_GEN__C0048__0F5F8F8BED7D6F11_8x6b_s917_78c8d2f4022a	V29_GEN__C0048__0F5F8F8BED7D6F11	8x6b	917	78c8d2f4022a916c9a9db66b1af0f98636dc917e3e4683e85633cb3e9d80498b
CANDIDATE_V29_GEN__C0048__0F5F8F8BED7D6F11_9e6y_s917_173954ce7bf9	V29_GEN__C0048__0F5F8F8BED7D6F11	9e6y	917	173954ce7bf9655f2fb1be6f07b592ee2ca715ece99fe8fb34ecc8978abca977
CANDIDATE_V29_GEN__C0048__3ED281B68331488E_8x6b_s917_b5aec9fc9db7	V29_GEN__C0048__3ED281B68331488E	8x6b	917	b5aec9fc9db74654ffab1afda92d7bc0944a3d64ac5d1c61ec23e3942fc4ba32
CANDIDATE_V29_GEN__C0048__3ED281B68331488E_9e6y_s917_6a7a6367ca1e	V29_GEN__C0048__3ED281B68331488E	9e6y	917	6a7a6367ca1e743f88cd127cd7da4a1a3bdb2b0c0016c5ba57999371d91fc9e9
CANDIDATE_V29_GEN__C0048__174E634CDEEBD0CD_8x6b_s1931_2e15ab39c454	V29_GEN__C0048__174E634CDEEBD0CD	8x6b	1931	2e15ab39c454a857069a8f84aa98b2a930408a5b94ea1186bb4cfba7023bd632
CANDIDATE_V29_GEN__C0048__174E634CDEEBD0CD_9e6y_s1931_aa4f27c2961e	V29_GEN__C0048__174E634CDEEBD0CD	9e6y	1931	aa4f27c2961efcf813c00fb835b4422661d8b8f09862d13c2166d28cce1e26d6
CANDIDATE_V29_GEN__C0048__E872CB7DDBFFFA0D_8x6b_s1931_c6b38f8d79c1	V29_GEN__C0048__E872CB7DDBFFFA0D	8x6b	1931	c6b38f8d79c1672214799bdfb48062ae79341b4419eb4b5d5c5a073e30e24fcb
CANDIDATE_V29_GEN__C0048__E872CB7DDBFFFA0D_9e6y_s1931_4e8ddddd9d8d	V29_GEN__C0048__E872CB7DDBFFFA0D	9e6y	1931	4e8ddddd9d8d04f216387bfee5ad8b570822cb27daf1c2c266156a9458431126
CANDIDATE_V29_GEN__C0048__A33992F37D862415_8x6b_s917_30474a8fe969	V29_GEN__C0048__A33992F37D862415	8x6b	917	30474a8fe969a4c368d1c9eb3b983de223202cc1c8415a1b94511dc9090d9e21
CANDIDATE_V29_GEN__C0048__A33992F37D862415_9e6y_s917_22956c49a24d	V29_GEN__C0048__A33992F37D862415	9e6y	917	22956c49a24d93a3a98d9817ca04601917b08b4a68d6a708f43dbfba1f34a218
CANDIDATE_V29_GEN__C0048__AA509A774C7DFA93_8x6b_s917_82825d5dd024	V29_GEN__C0048__AA509A774C7DFA93	8x6b	917	82825d5dd024ccc3241b1a81329cf7d80a01d38371e07f61e117ec25b5866567
CANDIDATE_V29_GEN__C0048__AA509A774C7DFA93_9e6y_s917_ed518d2b9589	V29_GEN__C0048__AA509A774C7DFA93	9e6y	917	ed518d2b95895a3ae4c1cec1f655e6448498521c12240295c669b104cf3d8c62
CANDIDATE_V29_GEN__C0048__2324652824810B6D_8x6b_s917_5d81d1629bb8	V29_GEN__C0048__2324652824810B6D	8x6b	917	5d81d1629bb84be0dbd35420b7845f095462520e87d32e744edc3f96aef7efc6
CANDIDATE_V29_GEN__C0048__2324652824810B6D_9e6y_s917_389c91c7f5ca	V29_GEN__C0048__2324652824810B6D	9e6y	917	389c91c7f5ca96bd13740cb4e8cc0b60604cb6b94dc474aca65abde0d5ce9793
CANDIDATE_V29_GEN__C0048__CB0D2327E9B88393_8x6b_s917_21315f5c4d9e	V29_GEN__C0048__CB0D2327E9B88393	8x6b	917	21315f5c4d9e8bd3126c37f2bbdc5aa3cbc9e3c4ba64430ce34ad0fa9ffddf64
CANDIDATE_V29_GEN__C0048__CB0D2327E9B88393_9e6y_s917_7ea516b6a59c	V29_GEN__C0048__CB0D2327E9B88393	9e6y	917	7ea516b6a59c7b8a7b3a4ea3d4f99308affd8eaa1cc31c152c603f4b87fba043
CANDIDATE_V29_GEN__C0048__8A473446FF6EFD5C_8x6b_s917_4d8fe84450cd	V29_GEN__C0048__8A473446FF6EFD5C	8x6b	917	4d8fe84450cd145e8027df0c9afe46be78deb09e2f4234292f024c1a1a28a1d2
CANDIDATE_V29_GEN__C0048__8A473446FF6EFD5C_9e6y_s917_78fdd95b068a	V29_GEN__C0048__8A473446FF6EFD5C	9e6y	917	78fdd95b068a3341d76e7a829aad65dfc2eca2c3edc13eb9a08d0aff243c320f
CANDIDATE_V29_GEN__C0048__39DAA7277B2788C9_8x6b_s917_308865992601	V29_GEN__C0048__39DAA7277B2788C9	8x6b	917	30886599260132129900173a245a052e0c08965ad82a0353450d00f8fe09c8b0
CANDIDATE_V29_GEN__C0048__39DAA7277B2788C9_9e6y_s917_4fc57bd7d1b9	V29_GEN__C0048__39DAA7277B2788C9	9e6y	917	4fc57bd7d1b9345871f563269621e7bcbb38196f7d33c6e863faff00c4502fdc
CANDIDATE_V29_GEN__C0030__28CEF47E85047D41_8x6b_s1931_0a89d0860093	V29_GEN__C0030__28CEF47E85047D41	8x6b	1931	0a89d0860093466ae50e36dd633b8d64f250308aa79f20e6ef03bbe2e6f16163
CANDIDATE_V29_GEN__C0030__28CEF47E85047D41_9e6y_s1931_4bb1292a770e	V29_GEN__C0030__28CEF47E85047D41	9e6y	1931	4bb1292a770ec4b8aae4cd196417a1d73b89a732acc435220cb5091ad6c64fc9
CANDIDATE_V29_GEN__C0030__6315AF9B2823406A_8x6b_s917_3b3c8d6bbb79	V29_GEN__C0030__6315AF9B2823406A	8x6b	917	3b3c8d6bbb797dc5689cd33e6043ea309722e0b236e0b15c5c87075040f7c788
CANDIDATE_V29_GEN__C0030__6315AF9B2823406A_9e6y_s917_64b0a0711521	V29_GEN__C0030__6315AF9B2823406A	9e6y	917	64b0a071152127ca77debb159e412ee65925bc573f1c58f8fb1d7ae1fd1254c9
CANDIDATE_V29_GEN__C0030__0F6AFE2D59E8FF1A_8x6b_s917_c9c08d20ed02	V29_GEN__C0030__0F6AFE2D59E8FF1A	8x6b	917	c9c08d20ed02cc8d833b7477aaa3838ebeab40f6843e542ddb63dabed6ecfc44
CANDIDATE_V29_GEN__C0030__0F6AFE2D59E8FF1A_9e6y_s917_1135b6eb1941	V29_GEN__C0030__0F6AFE2D59E8FF1A	9e6y	917	1135b6eb19418633157e96ac7cbdea33790bf2a6ec6fba374a9030bcfa715e55
CANDIDATE_V29_GEN__C0030__16B0033E46BC4B58_8x6b_s917_88f062d4c15e	V29_GEN__C0030__16B0033E46BC4B58	8x6b	917	88f062d4c15efbfc1e39f458395a15e5951175a7ecb079147c5e512f53bed5b0
CANDIDATE_V29_GEN__C0030__16B0033E46BC4B58_9e6y_s917_74664387120a	V29_GEN__C0030__16B0033E46BC4B58	9e6y	917	74664387120ae586382a3f2cb116af0972e4da367579d57cd5f39159533a3b23
CANDIDATE_V29_GEN__C0030__998E1A45284845F0_8x6b_s917_52f8aae35da2	V29_GEN__C0030__998E1A45284845F0	8x6b	917	52f8aae35da2868741957823a1d21bcf0d173412a12da380d03b258244ecbbaa
CANDIDATE_V29_GEN__C0030__998E1A45284845F0_9e6y_s917_87fe5b88234f	V29_GEN__C0030__998E1A45284845F0	9e6y	917	87fe5b88234f6295a5ba936879b8dac28ff64da94b4d77cf454fe984f8a9c5c4
CANDIDATE_V29_GEN__C0030__B40968E4B2C2AC0B_8x6b_s917_1191c191dc89	V29_GEN__C0030__B40968E4B2C2AC0B	8x6b	917	1191c191dc8901f5b5b1b459a5ca441195e2f55c937d1c8cc0d5515395b5480e
CANDIDATE_V29_GEN__C0030__B40968E4B2C2AC0B_9e6y_s917_a1aa90acf8a4	V29_GEN__C0030__B40968E4B2C2AC0B	9e6y	917	a1aa90acf8a425cf682cf19971ee997e8b7f20ef6abb3589bbaeb44fc3b2bf18
CANDIDATE_V29_GEN__C0030__5C4460D8613620D1_8x6b_s917_a9baa9f9b9e6	V29_GEN__C0030__5C4460D8613620D1	8x6b	917	a9baa9f9b9e6e50d6a5cf38e9d970731b64b6ecc81b084b25e70a33ebe29546a
CANDIDATE_V29_GEN__C0030__5C4460D8613620D1_9e6y_s917_9dbe72f9c6ac	V29_GEN__C0030__5C4460D8613620D1	9e6y	917	9dbe72f9c6ac5a6488616eca147c7412e11eb444f4f6e4b7662dc3c2278a9c11
CANDIDATE_V29_GEN__C0030__612988729D9D8F92_8x6b_s1931_8ccd4d7d5138	V29_GEN__C0030__612988729D9D8F92	8x6b	1931	8ccd4d7d5138f231980ae3553af693b0e2a75506e1393a642997838ec35a6440
CANDIDATE_V29_GEN__C0030__612988729D9D8F92_9e6y_s1931_6e6181383e9f	V29_GEN__C0030__612988729D9D8F92	9e6y	1931	6e6181383e9f099f38e2005bb421811d3b436aa2964a6ae2abfe78ff68b95007
CANDIDATE_V29_GEN__C0030__612988729D9D8F92_8x6b_s917_555175392504	V29_GEN__C0030__612988729D9D8F92	8x6b	917	555175392504987081f983929d351bf0bb18f6ef9fcb3b4328e251322626dcff
CANDIDATE_V29_GEN__C0030__612988729D9D8F92_9e6y_s917_2e295408fc03	V29_GEN__C0030__612988729D9D8F92	9e6y	917	2e295408fc0310d2f6ec5a3dfc8fe623718a11e8cd387863edc541fa0cc75159
CANDIDATE_V29_GEN__C0030__FC1D224FEA6A4671_8x6b_s917_949bf8ef86cd	V29_GEN__C0030__FC1D224FEA6A4671	8x6b	917	949bf8ef86cd0a79eace19579fc5fe82a9b8864f2319e57616da6be24b1cc2a2
CANDIDATE_V29_GEN__C0030__FC1D224FEA6A4671_9e6y_s917_3336b066e1bd	V29_GEN__C0030__FC1D224FEA6A4671	9e6y	917	3336b066e1bdf769b468f27df0154fdd7762f45fe25746f02e487d9a76f9ca82
CANDIDATE_V29_GEN__C0030__4429F0C93F52199E_8x6b_s917_eb0abdf7e2a3	V29_GEN__C0030__4429F0C93F52199E	8x6b	917	eb0abdf7e2a3359fa986069a21851f8f87f4ca91348957d2c59eeab57397d6fa
CANDIDATE_V29_GEN__C0030__4429F0C93F52199E_9e6y_s917_5c22d76fe7a2	V29_GEN__C0030__4429F0C93F52199E	9e6y	917	5c22d76fe7a2db2758497b57cde590e875036d260cb9e05e8d3fe03a6e940d3f
CANDIDATE_V29_GEN__C0030__D47A6D1039960BAE_8x6b_s917_e51bfff100ab	V29_GEN__C0030__D47A6D1039960BAE	8x6b	917	e51bfff100ab6020046bd675a43680851c3e0d38af9b93ec45487e5b20221e2d
CANDIDATE_V29_GEN__C0030__D47A6D1039960BAE_9e6y_s917_fc5769969d6a	V29_GEN__C0030__D47A6D1039960BAE	9e6y	917	fc5769969d6ae60d5c34485e0e63e458dc564b78a26815b124cc2372819ba433
CANDIDATE_V29_GEN__C0030__DD77E01F6DCF6CC0_8x6b_s917_77f7915802c8	V29_GEN__C0030__DD77E01F6DCF6CC0	8x6b	917	77f7915802c87411565b9d0723711bdf78958317dc5dcdb84c650b622552bffc
CANDIDATE_V29_GEN__C0030__DD77E01F6DCF6CC0_9e6y_s917_685a4bffbf3f	V29_GEN__C0030__DD77E01F6DCF6CC0	9e6y	917	685a4bffbf3f1453ea65a81646e9543dd129805e341b9a0f2e3e3831f204f992
CANDIDATE_V29_GEN__C0030__600F86579B8EC84E_8x6b_s3253_9371a148b5db	V29_GEN__C0030__600F86579B8EC84E	8x6b	3253	9371a148b5db3e4e6a86f391b760bf3b0542f87738cc1979ca67ddfe5e3f72c3
CANDIDATE_V29_GEN__C0030__600F86579B8EC84E_9e6y_s3253_d57dec48b2b1	V29_GEN__C0030__600F86579B8EC84E	9e6y	3253	d57dec48b2b1ed012d01123fb831f4daa4199513addd38f516281e662d66166e
CANDIDATE_V29_GEN__C0030__515546F515338594_8x6b_s917_597683c5db59	V29_GEN__C0030__515546F515338594	8x6b	917	597683c5db597f6f6608c19510bbd7c103e7cfaeb01f81cd2970cdec5c9eae44
CANDIDATE_V29_GEN__C0030__515546F515338594_9e6y_s917_3864db9095d5	V29_GEN__C0030__515546F515338594	9e6y	917	3864db9095d50ea14d485e785da762b9e17fd6849fb0527022b042dcc3ab9a2f
CANDIDATE_V29_GEN__C0030__ECDFE81A498E561B_8x6b_s917_20477702d33f	V29_GEN__C0030__ECDFE81A498E561B	8x6b	917	20477702d33f8d05d8bd00001b86c8195cf71a03290ca4fc9076814b2ee0fa08
CANDIDATE_V29_GEN__C0030__ECDFE81A498E561B_9e6y_s917_a07c0b8d8daf	V29_GEN__C0030__ECDFE81A498E561B	9e6y	917	a07c0b8d8dafeb94132ccba92695db0aa9a2ea8df46d670377284690407a31fe
CANDIDATE_V29_GEN__C0030__6C67E62CED426B67_8x6b_s1931_c15978e148a2	V29_GEN__C0030__6C67E62CED426B67	8x6b	1931	c15978e148a23b048182da783ca055100c2a9f9e926b08e1099021c81a8a55fc
CANDIDATE_V29_GEN__C0030__6C67E62CED426B67_9e6y_s1931_3d94fa1143ec	V29_GEN__C0030__6C67E62CED426B67	9e6y	1931	3d94fa1143ec6e3b1730ccfab309277b1d349b4b5d03034fa235399521b4ae33
CANDIDATE_V29_GEN__C0030__BA8413E026ECE6D3_8x6b_s917_24b01954a9c9	V29_GEN__C0030__BA8413E026ECE6D3	8x6b	917	24b01954a9c90726aa76f5e6e3947ae3c511b6c4aa8a62d0d48a27314555bab1
CANDIDATE_V29_GEN__C0030__BA8413E026ECE6D3_9e6y_s917_338e45cf779b	V29_GEN__C0030__BA8413E026ECE6D3	9e6y	917	338e45cf779bbd1061d9f8a4ecd0152fca9776342b4fbfce708fce093b4f14df
CANDIDATE_V29_GEN__C0030__C8C36769247EC962_8x6b_s917_9cb22435d593	V29_GEN__C0030__C8C36769247EC962	8x6b	917	9cb22435d593fd32a5dc10ff0a412946a52dd070d69a3cc93f11511cb1e15c77
CANDIDATE_V29_GEN__C0030__C8C36769247EC962_9e6y_s917_43b2e1217a2a	V29_GEN__C0030__C8C36769247EC962	9e6y	917	43b2e1217a2a84631207251028eaeca1f7d29897e10c25422c9749d73fab8ae3
CANDIDATE_V29_GEN__C0030__CF4A45D55EB5E649_8x6b_s917_865cd45721af	V29_GEN__C0030__CF4A45D55EB5E649	8x6b	917	865cd45721afa24e9ef8548998b46d9b1a117e5f25856ca8bd0a78945e01ac0a
CANDIDATE_V29_GEN__C0030__CF4A45D55EB5E649_9e6y_s917_49d363f64dfa	V29_GEN__C0030__CF4A45D55EB5E649	9e6y	917	49d363f64dfa6cb7bd6767416b9d3e265b77b6299d07b0a3d79f25515654e2d8
CANDIDATE_V29_GEN__C0030__B8DE5D3D1EA251C9_8x6b_s917_1f24337f869d	V29_GEN__C0030__B8DE5D3D1EA251C9	8x6b	917	1f24337f869d13e890cf8e2be4f6735b56b8466dd487c9d47326cb48d7064dec
CANDIDATE_V29_GEN__C0030__B8DE5D3D1EA251C9_9e6y_s917_8939b8ff445d	V29_GEN__C0030__B8DE5D3D1EA251C9	9e6y	917	8939b8ff445d326d86498a28fadfeb46c261cd9889ae3e7eb0fd2c40e52bd94c
CANDIDATE_V29_GEN__C0030__BC80875526660733_8x6b_s3253_573b600bfc98	V29_GEN__C0030__BC80875526660733	8x6b	3253	573b600bfc982d0a02d258df803632001a1792331cba6663d1e18fba12b09967
CANDIDATE_V29_GEN__C0030__BC80875526660733_9e6y_s3253_24e084b619db	V29_GEN__C0030__BC80875526660733	9e6y	3253	24e084b619db4cde9d8f98f14d64fac1f2498f5454562b7ec3d0599c4b052864
CANDIDATE_V29_GEN__C0030__BC80875526660733_8x6b_s917_5381a69bb88f	V29_GEN__C0030__BC80875526660733	8x6b	917	5381a69bb88f5be4e2680edcdc5d0e9f387c8e19ff7be671d8ee315765e533ae
CANDIDATE_V29_GEN__C0030__BC80875526660733_9e6y_s917_136ebb0a65bf	V29_GEN__C0030__BC80875526660733	9e6y	917	136ebb0a65bfbf819f9fd84326dc12c4300548cb17a2ad86bf06ec74c71056d1
CANDIDATE_V29_GEN__C0030__A0605FF3A451B1D0_8x6b_s917_78572400580f	V29_GEN__C0030__A0605FF3A451B1D0	8x6b	917	78572400580f7a814c5913999bf2fcd436b4bf6aead87de93b3c6d43caf23205
CANDIDATE_V29_GEN__C0030__A0605FF3A451B1D0_9e6y_s917_19259e3d9d38	V29_GEN__C0030__A0605FF3A451B1D0	9e6y	917	19259e3d9d3846a99a7078637dbd482b9eccab07d8509ed03a2a2b207a1b60cf
CANDIDATE_V29_GEN__C0030__2EF6EBC532CC732C_8x6b_s917_6179cbfa6bbd	V29_GEN__C0030__2EF6EBC532CC732C	8x6b	917	6179cbfa6bbde7119bd5612a233a9cf856896a264ffde2ae6ca101328d829cce
CANDIDATE_V29_GEN__C0030__2EF6EBC532CC732C_9e6y_s917_3d8f1a1c6d1f	V29_GEN__C0030__2EF6EBC532CC732C	9e6y	917	3d8f1a1c6d1f3ae11c09020696a0fa7a607a645eb62112e9fba9223117ed170d
CANDIDATE_V29_GEN__C0030__5CB3352ABF158E96_8x6b_s917_6033f3788d7e	V29_GEN__C0030__5CB3352ABF158E96	8x6b	917	6033f3788d7e0b35c51cefeb501e2007c7f797e2876c0a88110e6f0921d26b2d
CANDIDATE_V29_GEN__C0030__5CB3352ABF158E96_9e6y_s917_1f6c2186493e	V29_GEN__C0030__5CB3352ABF158E96	9e6y	917	1f6c2186493eeb3136824e88dc770278bb2bae08e05b9e0407b5c4b96f419c4a
CANDIDATE_V29_GEN__C0030__281B7781780DA535_8x6b_s3253_403e27271db7	V29_GEN__C0030__281B7781780DA535	8x6b	3253	403e27271db7df1c799bb22153d2dd648c4918fda08d961c697a646110311b62
CANDIDATE_V29_GEN__C0030__281B7781780DA535_9e6y_s3253_bcb680201f0e	V29_GEN__C0030__281B7781780DA535	9e6y	3253	bcb680201f0e9e97fda5b387b7770d8482664112e10a5a2975c3b0ea62b482d6
CANDIDATE_V29_GEN__C0030__B456C69F4C8CB566_8x6b_s1931_1a5632110af0	V29_GEN__C0030__B456C69F4C8CB566	8x6b	1931	1a5632110af06ee9754efa007b186551485469c133ed441d424914347dd86541
CANDIDATE_V29_GEN__C0030__B456C69F4C8CB566_9e6y_s1931_1f7b2a827a30	V29_GEN__C0030__B456C69F4C8CB566	9e6y	1931	1f7b2a827a303c904a852dad571ef210eaa9474e621c6806f8a4c10e626a37f9
CANDIDATE_V29_GEN__C0030__B456C69F4C8CB566_8x6b_s917_0edd2cebce4f	V29_GEN__C0030__B456C69F4C8CB566	8x6b	917	0edd2cebce4ff534913f42ec1252d94dacf4f5982a7bb72f29eb8b217e6c70e6
CANDIDATE_V29_GEN__C0030__B456C69F4C8CB566_9e6y_s917_bf8ee4054c47	V29_GEN__C0030__B456C69F4C8CB566	9e6y	917	bf8ee4054c47ef3c8e12024c13f630ab117cd35de4f76378440741ca6e55eeb6
