job_id	entity_id	conformation	seed	job_hash
CANDIDATE_V29_GEN__C0116__05E154783176CFEA_8x6b_s917_c9305b7692aa	V29_GEN__C0116__05E154783176CFEA	8x6b	917	c9305b7692aa70cebcae0a112d78fbf50be0499d677399ed771a61fd5439a731
CANDIDATE_V29_GEN__C0116__05E154783176CFEA_9e6y_s917_309d0003584d	V29_GEN__C0116__05E154783176CFEA	9e6y	917	309d0003584d78243cd8fa188b145a9142154800926c90301a9f0916ef71d023
CANDIDATE_V29_GEN__C0116__20025554F8F59386_8x6b_s917_a1e369247ca8	V29_GEN__C0116__20025554F8F59386	8x6b	917	a1e369247ca8333d9c41826beea5bf6f1499ff46eff1c1e6e7aa7ca1c4b04749
CANDIDATE_V29_GEN__C0116__20025554F8F59386_9e6y_s917_60e57fb282d7	V29_GEN__C0116__20025554F8F59386	9e6y	917	60e57fb282d705c45abbc09d0cde6b5b2b22b7a13b20b3ffad534cdb21f6474b
CANDIDATE_V29_GEN__C0116__6949076A041993DC_8x6b_s917_e711fe937a9b	V29_GEN__C0116__6949076A041993DC	8x6b	917	e711fe937a9b6656465c57fea81c3aba1caf5d81880d7bd25078b94f19e3c462
CANDIDATE_V29_GEN__C0116__6949076A041993DC_9e6y_s917_5ce443c463bc	V29_GEN__C0116__6949076A041993DC	9e6y	917	5ce443c463bc946488f9673d1dea7a4cb33467895450faad745797ab0170c01d
CANDIDATE_V29_GEN__C0116__DE76F5E1AA065C2D_8x6b_s917_5a65af57a7c3	V29_GEN__C0116__DE76F5E1AA065C2D	8x6b	917	5a65af57a7c3e0de5755d30da8d039f1a484e1a71e98851abc8a9be2f6ae385c
CANDIDATE_V29_GEN__C0116__DE76F5E1AA065C2D_9e6y_s917_7652384a4d58	V29_GEN__C0116__DE76F5E1AA065C2D	9e6y	917	7652384a4d58a082092abdb728f21e68db9c2469eca2e313c55a562d2d2fda70
CANDIDATE_V29_GEN__C0115__2E32F9E13CF45DA7_8x6b_s917_2be4101befab	V29_GEN__C0115__2E32F9E13CF45DA7	8x6b	917	2be4101befab19b0f992e2f36c8cac19a57da55051a3773db9679a2b0482d26c
CANDIDATE_V29_GEN__C0115__2E32F9E13CF45DA7_9e6y_s917_79a5bed05499	V29_GEN__C0115__2E32F9E13CF45DA7	9e6y	917	79a5bed0549949a1ab644f88feb654446d572dfccb79cce14c1e11500773c204
CANDIDATE_V29_GEN__C0115__FEE092BF1B75A92A_8x6b_s917_3db9f948e097	V29_GEN__C0115__FEE092BF1B75A92A	8x6b	917	3db9f948e09720f96adabca281a74d68c7f21325420b9c3601e05cd0150abc1b
CANDIDATE_V29_GEN__C0115__FEE092BF1B75A92A_9e6y_s917_8e5735251de5	V29_GEN__C0115__FEE092BF1B75A92A	9e6y	917	8e5735251de51f9cbea745cd05adeb3b933cd23dde0aea0009d8cdd6f4590e64
CANDIDATE_V29_GEN__C0115__F9A98F4A93F65C25_8x6b_s917_e28e5c07925a	V29_GEN__C0115__F9A98F4A93F65C25	8x6b	917	e28e5c07925a9161af79faf4a90b745d283b89f00f4df8a1418ad41d2266306e
CANDIDATE_V29_GEN__C0115__F9A98F4A93F65C25_9e6y_s917_31b260c153f8	V29_GEN__C0115__F9A98F4A93F65C25	9e6y	917	31b260c153f8d7a3b3891908771434701d9ba6c6819ded049356810b5f39cb26
CANDIDATE_V29_GEN__C0115__4BB2E263B4483F5A_8x6b_s917_c128eb29b868	V29_GEN__C0115__4BB2E263B4483F5A	8x6b	917	c128eb29b868049ed46edf15a3734647e2fead6dfbf829d2877777a0d856159b
CANDIDATE_V29_GEN__C0115__4BB2E263B4483F5A_9e6y_s917_202988d0b700	V29_GEN__C0115__4BB2E263B4483F5A	9e6y	917	202988d0b700f6cf29defcf24088c22cbe90cf43a182673b2e62f9c17fa3784f
CANDIDATE_V29_GEN__C0115__E3794A9388AC3EF1_8x6b_s1931_4ff0768e6f49	V29_GEN__C0115__E3794A9388AC3EF1	8x6b	1931	4ff0768e6f49d33ca698ab9297757e60f63e7d342e4793e4dffbc6050a5d8f88
CANDIDATE_V29_GEN__C0115__E3794A9388AC3EF1_9e6y_s1931_0e07573a6a29	V29_GEN__C0115__E3794A9388AC3EF1	9e6y	1931	0e07573a6a29873e6d99b18121b6aa44990ab08e7e845d423a2418e5ec44c015
CANDIDATE_V29_GEN__C0115__DB7F964A2C4924A9_8x6b_s917_a89dbb8f2612	V29_GEN__C0115__DB7F964A2C4924A9	8x6b	917	a89dbb8f2612141b276316e1fd95e0db7453570f11225b66abcfb367532f46be
CANDIDATE_V29_GEN__C0115__DB7F964A2C4924A9_9e6y_s917_9053444d85ce	V29_GEN__C0115__DB7F964A2C4924A9	9e6y	917	9053444d85ce7b1dcd3f83dad07ace850f51a2366b4eca6bad777f155e617efb
CANDIDATE_V29_GEN__C0115__A149EFF891A183AD_8x6b_s917_3f7782a63c11	V29_GEN__C0115__A149EFF891A183AD	8x6b	917	3f7782a63c11141099a94fe6ba495ed5b3b7e1a9131644663d4acfb3cab285ae
CANDIDATE_V29_GEN__C0115__A149EFF891A183AD_9e6y_s917_8e863aa1783b	V29_GEN__C0115__A149EFF891A183AD	9e6y	917	8e863aa1783b1b0e6232388221b7ff2efc5c0dc3adbb0443def29ee3d0ed6c83
CANDIDATE_V29_GEN__C0115__7F633838695BB291_8x6b_s917_7be56975e69d	V29_GEN__C0115__7F633838695BB291	8x6b	917	7be56975e69d84e8363b73dd3c5c42f5da750a829149dd98780c72f9f4cfabeb
CANDIDATE_V29_GEN__C0115__7F633838695BB291_9e6y_s917_34680a026dad	V29_GEN__C0115__7F633838695BB291	9e6y	917	34680a026dadb7a5b10db2ad3fcb03c79003435e7ec3a0236e6148f8dcfd1321
CANDIDATE_V29_GEN__C0115__7D56E41A7A5EF067_8x6b_s917_69408d090c71	V29_GEN__C0115__7D56E41A7A5EF067	8x6b	917	69408d090c71259395ed703fb098e2bdb5f41e18806b8fe1224979163d08163d
CANDIDATE_V29_GEN__C0115__7D56E41A7A5EF067_9e6y_s917_7eeb877dc0b2	V29_GEN__C0115__7D56E41A7A5EF067	9e6y	917	7eeb877dc0b2225e022ff047ea85f33a6810ee44f9ced7afb30615eb82e3b5e7
CANDIDATE_V29_GEN__C0115__ACED0746605E5C90_8x6b_s3253_5b3540ef07ad	V29_GEN__C0115__ACED0746605E5C90	8x6b	3253	5b3540ef07ad2d5f9d169ed3221ca6cd1f2d0d06b861417048fbf2d293e46125
CANDIDATE_V29_GEN__C0115__ACED0746605E5C90_9e6y_s3253_d626ca525753	V29_GEN__C0115__ACED0746605E5C90	9e6y	3253	d626ca525753afa74193c721ca8b651e3c15f14802c553d61686e2cd2b55aeaf
CANDIDATE_V29_GEN__C0115__ACED0746605E5C90_8x6b_s917_9403fe5c42ff	V29_GEN__C0115__ACED0746605E5C90	8x6b	917	9403fe5c42ff9eb88c804259887b624053d5480c08bf62949333da1c47afbaa4
CANDIDATE_V29_GEN__C0115__ACED0746605E5C90_9e6y_s917_c6b75de3e694	V29_GEN__C0115__ACED0746605E5C90	9e6y	917	c6b75de3e694e33a908aebdd1a4f1e5b0f357380dcc3365aadb1433377ebb205
CANDIDATE_V29_GEN__C0115__0B59886F2D5941A5_8x6b_s917_36e27a36adc9	V29_GEN__C0115__0B59886F2D5941A5	8x6b	917	36e27a36adc92bb6435afcee762c43b6936d36e960463b9c1dda3d61a1eb8c5e
CANDIDATE_V29_GEN__C0115__0B59886F2D5941A5_9e6y_s917_15a6287cbdea	V29_GEN__C0115__0B59886F2D5941A5	9e6y	917	15a6287cbdea099c80e3d12beb4b4356382b536c0fc2573cf1e5ddaa7ca83797
CANDIDATE_V29_GEN__C0115__889126B09697528C_8x6b_s917_33a888b35609	V29_GEN__C0115__889126B09697528C	8x6b	917	33a888b3560908e2a9316ed913ad1c6b0723bba53dcf838aa71d2a64e62049ef
CANDIDATE_V29_GEN__C0115__889126B09697528C_9e6y_s917_11782c9c8bb1	V29_GEN__C0115__889126B09697528C	9e6y	917	11782c9c8bb1b7413ab3b6acb0112264f03f29602b75d23cad83396a445d75c0
CANDIDATE_V29_GEN__C0115__FC7D12617B95343C_8x6b_s917_3e1672d557ea	V29_GEN__C0115__FC7D12617B95343C	8x6b	917	3e1672d557ea204c865bbb41c2978be9362c192b5bfc4380a49843401900f61f
CANDIDATE_V29_GEN__C0115__FC7D12617B95343C_9e6y_s917_7a80b04b7d5b	V29_GEN__C0115__FC7D12617B95343C	9e6y	917	7a80b04b7d5b5aee4dd4c79b82621e718d3f1e27350c2867ad16cae99ec63b57
CANDIDATE_V29_GEN__C0115__4541463898462BC8_8x6b_s917_76174f4e9051	V29_GEN__C0115__4541463898462BC8	8x6b	917	76174f4e9051f5a6c6eb778793d64b1b89434eec701764035899cf236840fdc1
CANDIDATE_V29_GEN__C0115__4541463898462BC8_9e6y_s917_1bc8a93ce316	V29_GEN__C0115__4541463898462BC8	9e6y	917	1bc8a93ce316067b1ca1c4b65030e70adb906a9d592be9ee7017b8643aa5da4a
CANDIDATE_V29_GEN__C0115__A791A49C804A1463_8x6b_s3253_11274c653da7	V29_GEN__C0115__A791A49C804A1463	8x6b	3253	11274c653da73528738fac9f535124a9d906e22bbb907472698f66df54c34ce7
CANDIDATE_V29_GEN__C0115__A791A49C804A1463_9e6y_s3253_9711b26dd963	V29_GEN__C0115__A791A49C804A1463	9e6y	3253	9711b26dd963d08d40588ff5329666732afcdb82230a038d4efa1b27b9c5d16b
CANDIDATE_V29_GEN__C0115__BCCB1CADFCAB76F0_8x6b_s917_222f3512d3ed	V29_GEN__C0115__BCCB1CADFCAB76F0	8x6b	917	222f3512d3ed2c424cf6b02eade966edd1cb66771deb538aa58cc335e4576680
CANDIDATE_V29_GEN__C0115__BCCB1CADFCAB76F0_9e6y_s917_1f9b6a5f3531	V29_GEN__C0115__BCCB1CADFCAB76F0	9e6y	917	1f9b6a5f35315ac451b596794a24e885bdff77925b004cfacd548031e0428400
CANDIDATE_V29_GEN__C0115__20D42B62B3857B8F_8x6b_s917_6c1c59fd3ef5	V29_GEN__C0115__20D42B62B3857B8F	8x6b	917	6c1c59fd3ef579719368ca8ec3cb340d87d8aa0f812d985f3f867463483cc905
CANDIDATE_V29_GEN__C0115__20D42B62B3857B8F_9e6y_s917_b7e6a1e5ba0c	V29_GEN__C0115__20D42B62B3857B8F	9e6y	917	b7e6a1e5ba0c774bef2998beeb2bff2b8b35259032205296b0834d034974154e
CANDIDATE_V29_GEN__C0115__6C505F6EC9B01625_8x6b_s917_1152002688e3	V29_GEN__C0115__6C505F6EC9B01625	8x6b	917	1152002688e33d51b3b95e44a2b2f004fa38d640ad472726a3b0ac593bb5ef93
CANDIDATE_V29_GEN__C0115__6C505F6EC9B01625_9e6y_s917_88c60c607aae	V29_GEN__C0115__6C505F6EC9B01625	9e6y	917	88c60c607aae00bef72da5fce1c219df2ba2e2d1550d474879aae7e2a5f5c7ab
CANDIDATE_V29_GEN__C0114__73CEB39334F39114_8x6b_s917_678b4d468182	V29_GEN__C0114__73CEB39334F39114	8x6b	917	678b4d4681824ee22611f1d296a32b49e640b49f87ace56819797513fa2a48b9
CANDIDATE_V29_GEN__C0114__73CEB39334F39114_9e6y_s917_1bbeaf80caad	V29_GEN__C0114__73CEB39334F39114	9e6y	917	1bbeaf80caad5556f173550f02f4b7dafa71753819e99f7e82cb7922a4fc93eb
CANDIDATE_V29_GEN__C0114__1616C3461176832B_8x6b_s917_bb34c74d2357	V29_GEN__C0114__1616C3461176832B	8x6b	917	bb34c74d23574ab3b2f7af608d510a2ef28c316309499432d4ff436645df5367
CANDIDATE_V29_GEN__C0114__1616C3461176832B_9e6y_s917_5a19933522ca	V29_GEN__C0114__1616C3461176832B	9e6y	917	5a19933522ca2d681f4a91e6da6ea86372fc1ad610e19e30a806502988c2f77d
CANDIDATE_V29_GEN__C0114__5AE2121C269853EB_8x6b_s1931_12c406a210b1	V29_GEN__C0114__5AE2121C269853EB	8x6b	1931	12c406a210b1a4c5b7efbf04dce145fe3d6e6247b0a9a0195f74829859ea1647
CANDIDATE_V29_GEN__C0114__5AE2121C269853EB_9e6y_s1931_cd33b0df5fe7	V29_GEN__C0114__5AE2121C269853EB	9e6y	1931	cd33b0df5fe71404a69b42f69a6342e06da3501c6309defd4511ccaaa01b4821
CANDIDATE_V29_GEN__C0114__5AE2121C269853EB_8x6b_s917_2ffa7e218d41	V29_GEN__C0114__5AE2121C269853EB	8x6b	917	2ffa7e218d419ae925c5655d7dc66539dbb6ac19d1dce117167424d9201a8c2f
CANDIDATE_V29_GEN__C0114__5AE2121C269853EB_9e6y_s917_84a9d647484b	V29_GEN__C0114__5AE2121C269853EB	9e6y	917	84a9d647484b39e43b000dd9b5257a71307a9a17dc0bec60e96582007317bb40
CANDIDATE_V29_GEN__C0114__6F5AB20443B980C0_8x6b_s917_d32926bbbe26	V29_GEN__C0114__6F5AB20443B980C0	8x6b	917	d32926bbbe26868e85e6ce6f118c4184390390ccbb56ed62331a0b1260859320
CANDIDATE_V29_GEN__C0114__6F5AB20443B980C0_9e6y_s917_ac8b997a9091	V29_GEN__C0114__6F5AB20443B980C0	9e6y	917	ac8b997a90910ab850c8ebe5a8c8f6db6a0d8053b88a209205f18dd5b8a0702d
CANDIDATE_V29_GEN__C0114__3D73BF0A3D3CF472_8x6b_s3253_a8b917003a2c	V29_GEN__C0114__3D73BF0A3D3CF472	8x6b	3253	a8b917003a2c265241f594220311fa9f5c0b3efebb07bdbd7ce951fd0f8a62d3
CANDIDATE_V29_GEN__C0114__3D73BF0A3D3CF472_9e6y_s3253_1eac5db2f311	V29_GEN__C0114__3D73BF0A3D3CF472	9e6y	3253	1eac5db2f311512e4b85b7ecfa469cc3468935981422e1e7ce65b9878bb58919
CANDIDATE_V29_GEN__C0114__8BD22EF5698111FE_8x6b_s917_15994be6a040	V29_GEN__C0114__8BD22EF5698111FE	8x6b	917	15994be6a0401fb3bcb4ba2b2fb947a4f6230ef0a8200cb0d547f617c2c3e77b
CANDIDATE_V29_GEN__C0114__8BD22EF5698111FE_9e6y_s917_7599de1cbc77	V29_GEN__C0114__8BD22EF5698111FE	9e6y	917	7599de1cbc772f756e2d5465b708e6a53dcc2c4d394f710db2a908606b18ae5e
CANDIDATE_V29_GEN__C0114__FC6E40CCB7139E94_8x6b_s917_fd11afa2365f	V29_GEN__C0114__FC6E40CCB7139E94	8x6b	917	fd11afa2365f6818e442a500cc38cabbb8416bf69783d103730b59e98cd59801
CANDIDATE_V29_GEN__C0114__FC6E40CCB7139E94_9e6y_s917_247e6d55840e	V29_GEN__C0114__FC6E40CCB7139E94	9e6y	917	247e6d55840e08c88b1540330ceced74d4cb6c66a1a9f73f5cc874bf1bbaef85
CANDIDATE_V29_GEN__C0114__9E58155AF6C2973B_8x6b_s917_949a07f7802b	V29_GEN__C0114__9E58155AF6C2973B	8x6b	917	949a07f7802b2fc734526812ff383c88eb7f8c29a8bea91813ff7f7a4a7d09ea
CANDIDATE_V29_GEN__C0114__9E58155AF6C2973B_9e6y_s917_44f9acdd4281	V29_GEN__C0114__9E58155AF6C2973B	9e6y	917	44f9acdd42812b4ca261ea0feb230bb5087e4d4af80c61c82792270dbe1eff17
CANDIDATE_V29_GEN__C0114__C2440E0AA6BCB3C7_8x6b_s917_307f9cd62c0d	V29_GEN__C0114__C2440E0AA6BCB3C7	8x6b	917	307f9cd62c0d488cf29af83089aec2a8e15a32fb8b43dc1209e8dc10f9aa8332
CANDIDATE_V29_GEN__C0114__C2440E0AA6BCB3C7_9e6y_s917_675c4a113807	V29_GEN__C0114__C2440E0AA6BCB3C7	9e6y	917	675c4a113807afdab7dac4024d4b74154bc50e487dafbff11a9098756a0f1226
CANDIDATE_V29_GEN__C0114__D1F59019D21A45A6_8x6b_s917_538f5d6d090e	V29_GEN__C0114__D1F59019D21A45A6	8x6b	917	538f5d6d090e062b904e09c00c21651c459ee138b7d1262e65e77868c6e9da9d
CANDIDATE_V29_GEN__C0114__D1F59019D21A45A6_9e6y_s917_9bb597772719	V29_GEN__C0114__D1F59019D21A45A6	9e6y	917	9bb59777271930d4c15463b4ec0124b56140fd3ef63b7b6b0c42890073fa141f
CANDIDATE_V29_GEN__C0114__4C153899C69B6721_8x6b_s917_0b5e1d2fb5d0	V29_GEN__C0114__4C153899C69B6721	8x6b	917	0b5e1d2fb5d0e809fc094a619a53757be4189e11b85f3926c214aab6a98fb740
CANDIDATE_V29_GEN__C0114__4C153899C69B6721_9e6y_s917_976febfcf362	V29_GEN__C0114__4C153899C69B6721	9e6y	917	976febfcf3626299529526b0d63c96f2cc7833c197bae5cd17b68ae5a4ba99b7
CANDIDATE_V29_GEN__C0114__0254E76C11BFF1BE_8x6b_s917_67eaf8e50dbb	V29_GEN__C0114__0254E76C11BFF1BE	8x6b	917	67eaf8e50dbb5d1726e8c1cd7499471307f894d789668850002d6f3a717df9f0
CANDIDATE_V29_GEN__C0114__0254E76C11BFF1BE_9e6y_s917_8c32a614c17b	V29_GEN__C0114__0254E76C11BFF1BE	9e6y	917	8c32a614c17b83a5cd8f1548e778fab1ff2131f8d7b039860b8dc2e3e8fe041e
CANDIDATE_V29_GEN__C0114__B833F1CED19B74A9_8x6b_s1931_80b1bd7aa888	V29_GEN__C0114__B833F1CED19B74A9	8x6b	1931	80b1bd7aa88820acd69ff5da325a2953fbff0f3a98ad27c0bfe07dfd49606abd
CANDIDATE_V29_GEN__C0114__B833F1CED19B74A9_9e6y_s1931_faaae1d3587d	V29_GEN__C0114__B833F1CED19B74A9	9e6y	1931	faaae1d3587d231948a64bf43d5e0fba588a775023ded34054d3a3d71bc35cf8
CANDIDATE_V29_GEN__C0114__B833F1CED19B74A9_8x6b_s917_71f130fedc9e	V29_GEN__C0114__B833F1CED19B74A9	8x6b	917	71f130fedc9ef0fb8eaba9ba59f858e31341ddc23422cd7f90ed771a22ed7614
CANDIDATE_V29_GEN__C0114__B833F1CED19B74A9_9e6y_s917_0c529f183953	V29_GEN__C0114__B833F1CED19B74A9	9e6y	917	0c529f18395372f65dbad0abda21986ed702595812e093e9a4903a33f2660233
CANDIDATE_V29_GEN__C0114__A9DFA53AC66C9CFE_8x6b_s1931_2a0108fc5805	V29_GEN__C0114__A9DFA53AC66C9CFE	8x6b	1931	2a0108fc5805ca5116ff23a3cd989efa83f6e63af0f66d09271d09998533a939
CANDIDATE_V29_GEN__C0114__A9DFA53AC66C9CFE_9e6y_s1931_3b329fbee5d5	V29_GEN__C0114__A9DFA53AC66C9CFE	9e6y	1931	3b329fbee5d52da6b23aeaaeac8c0938738392bfd61169c3b609ade3e53fea00
CANDIDATE_V29_GEN__C0114__2673671345DB12F5_8x6b_s917_54fd0e65db5d	V29_GEN__C0114__2673671345DB12F5	8x6b	917	54fd0e65db5dd9a48924bf01982542aee9aae8ea62173e254720eccc98a4568a
