pose_id	source_candidate_id	source_molecule_name	source_pose_rank	source_pose	source_pose_sha256	normalized_pose_relpath	normalized_pose_sha256	normalized_vhh_chain	normalized_target_chain	vhh_length	target_length	loop_string	seqs_per_pose	temperature	physical_gpu	worker_slot	status	cdr_label_status
FPMPNN_011_case02_pos_02_PVRIG-20__pose02	case02_pos_02_PVRIG-20	PVRIG-20	2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_02_PVRIG-20__pose02__cluster_2_model_1.pdb	70addd6d55a3b897806887aef443d5d82af4d87cd0d751ebb97b7e6d0615d624	poses_ht_labeled/FPMPNN_011_case02_pos_02_PVRIG-20__pose02.pdb	86b46661d1f2b504b8503f0157464bb381289faf6e05e9744294f3c1ffda3047	H	T	121	103	H1,H2,H3	1200	0.2	4	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_012_case02_pos_02_PVRIG-20__pose03	case02_pos_02_PVRIG-20	PVRIG-20	3	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_02_PVRIG-20__pose03__cluster_3_model_1.pdb	a3b8a0e9cc43499b2246d9a998ca84fa2a108d71da532c8df71ddde454a6f45b	poses_ht_labeled/FPMPNN_012_case02_pos_02_PVRIG-20__pose03.pdb	9cf78dd13cf13fff59f22222c7f45af9ca478e0d50a48c6edd5d6c451bc3a9a8	H	T	121	103	H1,H2,H3	1200	0.2	5	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_013_case02_pos_02_PVRIG-20__pose04	case02_pos_02_PVRIG-20	PVRIG-20	4	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_02_PVRIG-20__pose04__cluster_4_model_1.pdb	c843f87e68878459a754b6059b67506e8bcf8e9626066228d0967ac39858e6b3	poses_ht_labeled/FPMPNN_013_case02_pos_02_PVRIG-20__pose04.pdb	e54e687caefecda42897679dfb1b1189d2fda09e938a7057406ed75c2723d92d	H	T	121	103	H1,H2,H3	1200	0.2	6	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_014_case02_pos_02_PVRIG-20__pose05	case02_pos_02_PVRIG-20	PVRIG-20	5	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_02_PVRIG-20__pose05__cluster_4_model_2.pdb	1dc1bfe9e3205d649d67205b1b2f95bf7f8b8fe0f35d4275dc39a0aa561b0dd6	poses_ht_labeled/FPMPNN_014_case02_pos_02_PVRIG-20__pose05.pdb	668afe3e74d21823bbc412b80f7c0d1898a7f71f68b2045b17d4a7a7c14a937d	H	T	121	103	H1,H2,H3	1200	0.2	7	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_015_case02_pos_02_PVRIG-20__pose06	case02_pos_02_PVRIG-20	PVRIG-20	6	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_02_PVRIG-20__pose06__cluster_5_model_1.pdb	640d7fa1b6c95538e85f210bffd5be351baed36fe7949cfd238f46797204b479	poses_ht_labeled/FPMPNN_015_case02_pos_02_PVRIG-20__pose06.pdb	ce58f1c06abf21a27d3c14fadf02120744c5a77f692c4b743c0cef2027c67b89	H	T	121	103	H1,H2,H3	1200	0.2	1	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_016_case02_pos_02_PVRIG-20__pose07	case02_pos_02_PVRIG-20	PVRIG-20	7	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_02_PVRIG-20__pose07__cluster_6_model_1.pdb	326fb040355b1b04603ea4e89310eb6dd16c0a6603baa6462a70eb00f39d5f7e	poses_ht_labeled/FPMPNN_016_case02_pos_02_PVRIG-20__pose07.pdb	ecdc84e5404cabea0190d9bc4ee2f9134aa867a609ed588c9550d61cd54fe181	H	T	121	103	H1,H2,H3	1200	0.2	2	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_017_case02_pos_02_PVRIG-20__pose08	case02_pos_02_PVRIG-20	PVRIG-20	8	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_02_PVRIG-20__pose08__cluster_7_model_1.pdb	7e7888d3bcbf970245c2c54f2529313d1e86e25aa5ee22cb74097f833890c351	poses_ht_labeled/FPMPNN_017_case02_pos_02_PVRIG-20__pose08.pdb	ebb258ee68a7f1bc5b117f3ff0a7cf0da09fe69dc874bc54e808d3e79577930f	H	T	121	103	H1,H2,H3	1200	0.2	3	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_018_case02_pos_02_PVRIG-20__pose09	case02_pos_02_PVRIG-20	PVRIG-20	9	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_02_PVRIG-20__pose09__cluster_7_model_2.pdb	773f8ff07470b789bbfd5293d1805493eb50ab1027c7630f311434a78b6be297	poses_ht_labeled/FPMPNN_018_case02_pos_02_PVRIG-20__pose09.pdb	b007706cddc54eea0fc5b9895e2c41d9dcbe8ff8da287d6ddd9b0867deb13201	H	T	121	103	H1,H2,H3	1200	0.2	4	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_019_case02_pos_03_PVRIG-30__pose01	case02_pos_03_PVRIG-30	PVRIG-30	1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_03_PVRIG-30__pose01__cluster_1_model_1.pdb	6457d8fc457be9a73a046908f69e318ec552d50213f251c822c3434434e208d5	poses_ht_labeled/FPMPNN_019_case02_pos_03_PVRIG-30__pose01.pdb	0892160d562f9a8225442634cb1b89c69f80ff44f697b6d46ed683789338c9f7	H	T	121	103	H1,H2,H3	1200	0.2	5	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_020_case02_pos_03_PVRIG-30__pose02	case02_pos_03_PVRIG-30	PVRIG-30	2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_03_PVRIG-30__pose02__cluster_1_model_2.pdb	94f68d6f7f646c8bf8348a66495d1a4bacde5b4910179e117193be117677f98d	poses_ht_labeled/FPMPNN_020_case02_pos_03_PVRIG-30__pose02.pdb	32082bdd136408141aa48eaa544ee7e52ebaac7e61fb772a63884e9c55c75f47	H	T	121	103	H1,H2,H3	1200	0.2	6	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_021_case02_pos_03_PVRIG-30__pose03	case02_pos_03_PVRIG-30	PVRIG-30	3	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_03_PVRIG-30__pose03__cluster_2_model_1.pdb	9569d4b57f51b60ffb693ef6e3d68b98ae9ed5edb0b4fc761f6f25462af41565	poses_ht_labeled/FPMPNN_021_case02_pos_03_PVRIG-30__pose03.pdb	087deab41fe6a0fff5b0332cf4c3141303b4a9705e6bdcd0f69eda1cfa705400	H	T	121	103	H1,H2,H3	1200	0.2	7	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_022_case02_pos_03_PVRIG-30__pose04	case02_pos_03_PVRIG-30	PVRIG-30	4	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_03_PVRIG-30__pose04__cluster_3_model_1.pdb	f2b3ab4527716e6afc9be0fd410a31d8f50079456f9b1f15f6d28ad387ae6fa4	poses_ht_labeled/FPMPNN_022_case02_pos_03_PVRIG-30__pose04.pdb	aee6aa84ed448d785862d974368824b01bf8962087775d2501f62a5332b38f78	H	T	121	103	H1,H2,H3	1200	0.2	1	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_023_case02_pos_03_PVRIG-30__pose05	case02_pos_03_PVRIG-30	PVRIG-30	5	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_03_PVRIG-30__pose05__cluster_4_model_1.pdb	035e3db0d567ecd50a4f521f7907e4ad4bfd89d93c6f36bb737359aa8cee360a	poses_ht_labeled/FPMPNN_023_case02_pos_03_PVRIG-30__pose05.pdb	b972cbd2a241894d80053d5705afd83723832d94ccc445e1e62659a5251306bd	H	T	121	103	H1,H2,H3	1200	0.2	2	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_024_case02_pos_03_PVRIG-30__pose06	case02_pos_03_PVRIG-30	PVRIG-30	6	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_03_PVRIG-30__pose06__cluster_4_model_2.pdb	acbb75b34a5cfdbfa926b152efd4e86fa68749163c5d6f83ef6609ea5640c7e2	poses_ht_labeled/FPMPNN_024_case02_pos_03_PVRIG-30__pose06.pdb	f34c5508c844e29e195049d6e59d6b0820469bc0226c22e676758622ac6b26c4	H	T	121	103	H1,H2,H3	1200	0.2	3	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_025_case02_pos_03_PVRIG-30__pose07	case02_pos_03_PVRIG-30	PVRIG-30	7	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_03_PVRIG-30__pose07__cluster_5_model_1.pdb	cc8e09548f7007395fa8e32962c2150a5572e2aea80018fb13cffad5bf6aa2ff	poses_ht_labeled/FPMPNN_025_case02_pos_03_PVRIG-30__pose07.pdb	cb412ecdbdac1cfea8663710187014e5c4c5b5a209884cbfcc37ba9a3f1cdebb	H	T	121	103	H1,H2,H3	1200	0.2	4	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_026_case02_pos_03_PVRIG-30__pose08	case02_pos_03_PVRIG-30	PVRIG-30	8	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_03_PVRIG-30__pose08__cluster_5_model_2.pdb	8830c5df3e78d2c8246cf0062e3fbd51d22b9f55506f84c1b1b634e27a9b46e1	poses_ht_labeled/FPMPNN_026_case02_pos_03_PVRIG-30__pose08.pdb	f6ca9936ca85663c37ae39eba7a42baff17bc997c501b9a675917bc87e6fd5c5	H	T	121	103	H1,H2,H3	1200	0.2	5	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_027_case02_pos_03_PVRIG-30__pose09	case02_pos_03_PVRIG-30	PVRIG-30	9	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_03_PVRIG-30__pose09__cluster_6_model_1.pdb	d62d1fe4c30760acdb6c0ad93b495a68acbc7bec4a386b2d6c0c85e74d055223	poses_ht_labeled/FPMPNN_027_case02_pos_03_PVRIG-30__pose09.pdb	eabae1939aeb4deba8737cdaa9a600be884819f742624853c1b126595903741d	H	T	121	103	H1,H2,H3	1200	0.2	6	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_028_case02_pos_04_PVRIG-38__pose01	case02_pos_04_PVRIG-38	PVRIG-38	1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_04_PVRIG-38__pose01__cluster_1_model_1.pdb	21b215139f062a702f9d10820cd9c0fb1085b405d99dca756e8a87d665aa5bbb	poses_ht_labeled/FPMPNN_028_case02_pos_04_PVRIG-38__pose01.pdb	e05e335410a7ac95f4bfb6ef9d2f2b09428a4b8b75f47cdf315f040176d5467e	H	T	123	103	H1,H2,H3	1200	0.2	7	0	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_029_case02_pos_04_PVRIG-38__pose02	case02_pos_04_PVRIG-38	PVRIG-38	2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_04_PVRIG-38__pose02__cluster_2_model_1.pdb	cbac7e616aef659c7a77121a32c22c02efd0b35346bd4ea6d7343d1e0e77f036	poses_ht_labeled/FPMPNN_029_case02_pos_04_PVRIG-38__pose02.pdb	24882edeb62e0278a8279647a20bb83c0e9ad3422c410b4e24d00d49b287fc5f	H	T	123	103	H1,H2,H3	1200	0.2	1	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_030_case02_pos_04_PVRIG-38__pose03	case02_pos_04_PVRIG-38	PVRIG-38	3	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_04_PVRIG-38__pose03__cluster_2_model_2.pdb	02037f1eafad04626c060d120ad42dcf65fb35f1759d88af9e5d71fcc583c7f7	poses_ht_labeled/FPMPNN_030_case02_pos_04_PVRIG-38__pose03.pdb	3029c97d06fb9d4eea4c5101d629645eb2703502397efbc50f18f789e945765b	H	T	123	103	H1,H2,H3	1200	0.2	2	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_031_case02_pos_04_PVRIG-38__pose04	case02_pos_04_PVRIG-38	PVRIG-38	4	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_04_PVRIG-38__pose04__cluster_2_model_3.pdb	68f6a2334d0e509728d8d17b3bd215f521afaf84cb15f8fe63bd65688f7d810f	poses_ht_labeled/FPMPNN_031_case02_pos_04_PVRIG-38__pose04.pdb	b8ee2ff782d02eefa4b1785a55cc30285d918eedbfc3ef5878873aea3bad54fe	H	T	123	103	H1,H2,H3	1200	0.2	3	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_032_case02_pos_04_PVRIG-38__pose05	case02_pos_04_PVRIG-38	PVRIG-38	5	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_04_PVRIG-38__pose05__cluster_3_model_1.pdb	ecafb6ac841caec7dfe74d1a2bc93e038994071204ae2f9f00da5c3e47611db8	poses_ht_labeled/FPMPNN_032_case02_pos_04_PVRIG-38__pose05.pdb	d10e2796404ee90051b4d74935b88e53fff52e0970ddb7597090a03ef50adea9	H	T	123	103	H1,H2,H3	1200	0.2	4	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_033_case02_pos_04_PVRIG-38__pose06	case02_pos_04_PVRIG-38	PVRIG-38	6	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_04_PVRIG-38__pose06__cluster_4_model_1.pdb	4d3a8fbab83c149545df37d495fca28ffaa2feee8436da41c3df16c9108dfb49	poses_ht_labeled/FPMPNN_033_case02_pos_04_PVRIG-38__pose06.pdb	087c8fe2fb3203c83cffa3ac4965c59cdaaccfa94948a488857b7bf6169c0e74	H	T	123	103	H1,H2,H3	1200	0.2	5	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_034_case02_pos_04_PVRIG-38__pose07	case02_pos_04_PVRIG-38	PVRIG-38	7	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_04_PVRIG-38__pose07__cluster_5_model_1.pdb	6306f484f4f20124f246759b6e4e86cd380ab0498ba9ab3c5ecc781f96a71b68	poses_ht_labeled/FPMPNN_034_case02_pos_04_PVRIG-38__pose07.pdb	bb44575f1735d1d56259272992206caaade34816577d9385259625bcacb3e039	H	T	123	103	H1,H2,H3	1200	0.2	6	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_035_case02_pos_04_PVRIG-38__pose08	case02_pos_04_PVRIG-38	PVRIG-38	8	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_04_PVRIG-38__pose08__cluster_6_model_1.pdb	72fe860e4909a663176d7bb65d4b4fe7ca357bd7e4b0ed3990c26dd3a2a00972	poses_ht_labeled/FPMPNN_035_case02_pos_04_PVRIG-38__pose08.pdb	5571573629d77a83a21fc3e43c47b5e9d8fb8b8d138634f945eccc19c6f5e264	H	T	123	103	H1,H2,H3	1200	0.2	7	1	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_036_case02_pos_04_PVRIG-38__pose09	case02_pos_04_PVRIG-38	PVRIG-38	9	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_04_PVRIG-38__pose09__cluster_7_model_1.pdb	d75eff43589ebd5f44719305b4e57afe2049154a4713de1a0e888a39b5ef750e	poses_ht_labeled/FPMPNN_036_case02_pos_04_PVRIG-38__pose09.pdb	76db2ea73ef21faf377c6f0a3d63f0e008143d4322bc1f3964f3ba60a38c4d58	H	T	123	103	H1,H2,H3	1200	0.2	1	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_037_case02_pos_05_PVRIG-39__pose01	case02_pos_05_PVRIG-39	PVRIG-39	1	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_05_PVRIG-39__pose01__cluster_1_model_1.pdb	2d22994639854276cb1132dedcb21de1a734000b1144fc7545615136ed0edf08	poses_ht_labeled/FPMPNN_037_case02_pos_05_PVRIG-39__pose01.pdb	51af29bcc324b83734b4cc16bc57ffbfde436738323f90af17403a6776916148	H	T	120	103	H1,H2,H3	1200	0.2	2	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_038_case02_pos_05_PVRIG-39__pose02	case02_pos_05_PVRIG-39	PVRIG-39	2	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_05_PVRIG-39__pose02__cluster_1_model_2.pdb	d4e8b6d4c2ee24b5e989d14e688e128ed7a930ca58f86d0348f18dd0c229122c	poses_ht_labeled/FPMPNN_038_case02_pos_05_PVRIG-39__pose02.pdb	47c8210733664984e2a5793e4dd2f068d43d09ab6c6cd7f1889ebb200a035b67	H	T	120	103	H1,H2,H3	1200	0.2	3	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_039_case02_pos_05_PVRIG-39__pose03	case02_pos_05_PVRIG-39	PVRIG-39	3	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_05_PVRIG-39__pose03__cluster_1_model_3.pdb	b6ac61ae6892f54c14bcbb0a9c7da59e2530aacb97b666e399abac6c66848c2e	poses_ht_labeled/FPMPNN_039_case02_pos_05_PVRIG-39__pose03.pdb	faf3f42863e288b6bb6440283dda79d708342226b7497d625dda6a96262dcd9f	H	T	120	103	H1,H2,H3	1200	0.2	4	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_040_case02_pos_05_PVRIG-39__pose04	case02_pos_05_PVRIG-39	PVRIG-39	4	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_05_PVRIG-39__pose04__cluster_1_model_4.pdb	0bc31b115f5116894737fd740a6be78a8cc12aa8011ad2541cc3df1374a54470	poses_ht_labeled/FPMPNN_040_case02_pos_05_PVRIG-39__pose04.pdb	5c0f153db0f2f0b0b5a100dfc901963ef4615fb67a196608106eb6ad1f4da7c9	H	T	120	103	H1,H2,H3	1200	0.2	5	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
FPMPNN_041_case02_pos_05_PVRIG-39__pose05	case02_pos_05_PVRIG-39	PVRIG-39	5	/mnt/d/work/抗体/code/results/pvrig_positive11_structure_affinity_benchmark_20260719/input_poses/case02_pos_05_PVRIG-39__pose05__cluster_1_model_5.pdb	964c584431cc0eaae7bc7ef50c9d20973f98f8fab2fce0a798ab367ebfd84745	poses_ht_labeled/FPMPNN_041_case02_pos_05_PVRIG-39__pose05.pdb	89ab6507f709ae87875a2f5a44811d81e487eb4cdc0ad68a7cb76a463cc3632e	H	T	120	103	H1,H2,H3	1200	0.2	6	2	PENDING_SMOKE	EXACT_SEQUENCE_MATCH_3_OF_3
