schema_version	portfolio_role	candidate_id	sequence_sha256	parent_framework_cluster	target_patch_id	design_mode	sequence_prediction	structure_prediction	sequence_rank	structure_rank	sequence_rank_percentile	structure_rank_percentile	rank_delta_sequence_minus_structure	claim_boundary
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00211__A_CENTER__H1H3__B06__M00	34056b64040ef02a33d20a48030d9d0667b9e6be1463d29688661a616d2620d6	C0148	A_CENTER	H1H3	0.56830019182	0.568638971959	372	431	0.718726307809	0.673995451099	-59	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00211__A_CENTER__H1H3__B08__M00	9bb1ae3e05a32266543a80a4165b55685d9a28cf6d9573d6dfe5a8423e2385cc	C0148	A_CENTER	H1H3	0.570076214147	0.551623800261	351	741	0.734647460197	0.438968915845	-390	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00211__A_CENTER__H3__B05__M01	ff917172078a72b0956b9a8d482034994eca797a82e60303544349347e5a4130	C0148	A_CENTER	H3	0.574043308648	0.567945811526	297	450	0.775587566338	0.659590598939	-153	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00211__A_CENTER__H3__B06__M01	8b1de31c820ab00347d47e2ad237d2e102578ae7e4b342aa78275d35f1ebb1f6	C0148	A_CENTER	H3	0.54085120646	0.56515943227	940	537	0.288097043215	0.593631539045	403	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00211__B_LOWER__H1H3__B00__M00	be93ad0eddea2097cc4e12a6c5b92c0f970012043593ad41ad0642299ea04ec6	C0148	B_LOWER	H1H3	0.572704234541	0.563959784868	316	567	0.761182714177	0.570887035633	-251	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00211__B_LOWER__H1H3__B01__M00	6a3e5ea7ec2a345925e8c71fa29abebaf00c0d97e52e564d909033bb947ee679	C0148	B_LOWER	H1H3	0.55168727469	0.571756413901	715	332	0.458680818802	0.749052312358	383	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00211__B_LOWER__H3__B06__M00	86c8cc90a28f6e09d82098f9aece655070215775dfc799744119f0d77981c2ad	C0148	B_LOWER	H3	0.569842407615	0.567989247648	354	449	0.732373009856	0.660348749052	-95	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00211__B_LOWER__H3__B05__M01	e6ea1f8f8bf0109179ecac78b36dddff4d654850bb13d3a2a1de7bcee5a62042	C0148	B_LOWER	H3	0.543946870122	0.565023729842	880	543	0.333586050038	0.589082638362	337	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00211__C_CROSS__H1H3__B00__M01	4db81eff84b7f07f66c0ceb5842ec518cd9bc016cebb5fcbd8b93304c182c061	C0148	C_CROSS	H1H3	0.57347541903	0.56660341346	302	496	0.77179681577	0.624715693707	-194	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00211__C_CROSS__H1H3__B02__M02	0772d851fd6ac54eaed86e8783b9347240bb6ad88a5c25988ac5d982149b663f	C0148	C_CROSS	H1H3	0.52499203575	0.546276611435	1163	813	0.119029567854	0.384382107657	350	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00211__C_CROSS__H3__B06__M00	582b2ace06ea9e0b29f96106f67ece4b6158a50426967967c72f1b32b3e023aa	C0148	C_CROSS	H3	0.560035612685	0.571613091855	519	337	0.607278241092	0.745261561789	182	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	STRUCTURE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00211__C_CROSS__H3__B10__M00	4bcea9779716eabffb58940dacab5edc43643d05d0f0477e69615d0c90d742c2	C0148	C_CROSS	H3	0.55210455981	0.56896909072	698	419	0.471569370735	0.683093252464	279	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00231__A_CENTER__H1H3__B01__M01	6618bd6e2dcf8379c44ff0502bac6f616e0b265b2c0afd9f40a00cb7d67d595d	C0162	A_CENTER	H1H3	0.567864745317	0.555789755102	381	689	0.711902956785	0.478392721759	-308	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00231__A_CENTER__H1H3__B10__M02	72ddcf002393ff2d9cab00a009e0ccf847e9dad0eedc8e0aaaa2b37eb0274c82	C0162	A_CENTER	H1H3	0.561749837959	0.545151929548	473	826	0.642153146323	0.374526156179	-353	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00231__A_CENTER__H3__B06__M00	41e72e7c70bf5808db67c0ea4bea73e34908c09a3c6f1749032b44318011b96f	C0162	A_CENTER	H3	0.560896842117	0.558424067663	494	637	0.626231993935	0.517816527672	-143	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	SEQUENCE_FAVORED_DISAGREEMENT	V4H__PLDNANO_VHH_00231__A_CENTER__H3__B03__M02	a0cf32c7988a9417605651b75c0629f8edc4314b8217e957689e035038b0ad04	C0162	A_CENTER	H3	0.555704872315	0.52677400864	609	1056	0.539044730857	0.200151630023	-447	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
phase2_v4_h_research1320_sequence_structure_comparison_v1	CONSENSUS_HIGH	V4H__PLDNANO_VHH_00231__B_LOWER__H1H3__B11__M01	86b4a28d07a38bb9fbc5608b0c524628a61e96033aa828c3d83ecc93fb1821d3	C0162	B_LOWER	H1H3	0.56844284619	0.559421306668	371	621	0.719484457923	0.529946929492	-250	Label-free comparison of frozen OPEN_TRAIN sequence and monomer-structure surrogates for computational docking geometry R_dual_min; no V4-H docking result, pose, geometry label, binding, affinity, or experimental blocking truth.
