group_type	group_value	n	any_consensus_a_count	stable_consensus_a_count	strict_good_count	stable_strict_good_count	any_9e6y_a_count	best_haddock_le_m80_count	best_haddock_le_m90_count	any_consensus_a_rate	stable_consensus_a_rate	strict_good_rate	stable_strict_good_rate	any_9e6y_a_rate	best_haddock_le_m80_rate	best_haddock_le_m90_rate	any_consensus_a_wilson95_low	any_consensus_a_wilson95_high	strict_good_wilson95_low	strict_good_wilson95_high	any_consensus_a_lift	strict_good_lift	consensus_a_pose_count	9e6y_a_pose_count	median_best_haddock	mean_best_haddock
arm	P5_qkg_S	29	0	0	0	0	0	5	1	0.0	0.0	0.0	0.0	0.0	0.1724137931034483	0.034482758620689655	0.0	0.11697359446555587	0.0	0.11697359446555587	0.0	0.0	0	0	-73.1968	-73.39666551724137
arm	P5_qrg_S	29	0	0	0	0	0	7	0	0.0	0.0	0.0	0.0	0.0	0.2413793103448276	0.0	0.0	0.11697359446555587	0.0	0.11697359446555587	0.0	0.0	0	0	-71.5854	-72.31865172413792
arm	P6_ekg_S	27	0	0	0	0	0	7	1	0.0	0.0	0.0	0.0	0.0	0.25925925925925924	0.037037037037037035	6.938893903907228e-18	0.12455903714463581	6.938893903907228e-18	0.12455903714463581	0.0	0.0	0	0	-76.0428	-73.93724444444445
arm	P6_qkg_L	29	0	0	0	0	0	15	5	0.0	0.0	0.0	0.0	0.0	0.5172413793103449	0.1724137931034483	0.0	0.11697359446555587	0.0	0.11697359446555587	0.0	0.0	0	0	-80.9838	-80.64269655172413
arm	P6_qkg_S	27	0	0	0	0	0	10	4	0.0	0.0	0.0	0.0	0.0	0.37037037037037035	0.14814814814814814	6.938893903907228e-18	0.12455903714463581	6.938893903907228e-18	0.12455903714463581	0.0	0.0	0	0	-74.4636	-77.10685185185184
arm	P6_qrg_L	29	0	0	0	0	0	15	8	0.0	0.0	0.0	0.0	0.0	0.5172413793103449	0.27586206896551724	0.0	0.11697359446555587	0.0	0.11697359446555587	0.0	0.0	0	0	-81.6902	-81.90173793103449
arm	P6_qrg_S	27	0	0	0	0	0	9	3	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.1111111111111111	6.938893903907228e-18	0.12455903714463581	6.938893903907228e-18	0.12455903714463581	0.0	0.0	0	0	-73.9591	-75.95217777777778
backbone_group	P2_qkg_L_bb003	1	1	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.20654329147389294	1.0	0.20654329147389294	1.0	21.78723404255319	32.0	2	2	-95.9314	-95.9314
backbone_group	P2_qrg_L_bb003	4	3	0	3	0	3	4	1	0.75	0.0	0.75	0.0	0.75	1.0	0.25	0.3006360524426366	0.9544139373553637	0.3006360524426366	0.9544139373553637	16.340425531914892	24.0	3	3	-85.7624	-87.37935
backbone_group	P5_qrg_L_bb005	3	2	0	0	0	2	1	0	0.6666666666666666	0.0	0.0	0.0	0.6666666666666666	0.3333333333333333	0.0	0.2076549551264879	0.9385096847238394	0.0	0.5615060804490177	14.52482269503546	0.0	2	2	-78.8906	-80.14363333333334
backbone_group	P3_ekg_L_bb003	4	2	2	2	2	2	4	3	0.5	0.5	0.5	0.5	0.5	1.0	0.75	0.15003570882017148	0.8499642911798285	0.15003570882017148	0.8499642911798285	10.893617021276595	16.0	4	4	-95.93875	-95.26192499999999
backbone_group	P4_qkg_L_bb003	4	2	1	1	0	2	2	1	0.5	0.25	0.25	0.0	0.5	0.5	0.25	0.15003570882017148	0.8499642911798285	0.045586062644636216	0.6993639475573634	10.893617021276595	8.0	3	3	-80.93715	-80.00919999999999
backbone_group	P2_qrg_L_bb004	4	2	0	2	0	2	3	3	0.5	0.0	0.5	0.0	0.5	0.75	0.75	0.15003570882017148	0.8499642911798285	0.15003570882017148	0.8499642911798285	10.893617021276595	16.0	2	2	-92.79365000000001	-90.21415
backbone_group	P3_qrg_L_bb007	2	1	0	1	0	1	1	0	0.5	0.0	0.5	0.0	0.5	0.5	0.0	0.09452865480086614	0.9054713451991339	0.09452865480086614	0.9054713451991339	10.893617021276595	16.0	1	2	-83.99000000000001	-83.99000000000001
backbone_group	P3_qkg_L_bb006	4	2	0	1	0	2	2	0	0.5	0.0	0.25	0.0	0.5	0.5	0.0	0.15003570882017148	0.8499642911798285	0.045586062644636216	0.6993639475573634	10.893617021276595	8.0	2	2	-81.31115	-80.64012500000001
backbone_group	P1_qrg_L_bb006	3	1	0	1	0	1	2	1	0.3333333333333333	0.0	0.3333333333333333	0.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0614903152761605	0.7923450448735121	0.0614903152761605	0.7923450448735121	7.26241134751773	10.666666666666666	1	1	-81.8107	-84.2584
backbone_group	P2_ekg_L_bb003	3	1	0	1	0	1	2	2	0.3333333333333333	0.0	0.3333333333333333	0.0	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.0614903152761605	0.7923450448735121	0.0614903152761605	0.7923450448735121	7.26241134751773	10.666666666666666	1	1	-98.2278	-88.94486666666667
backbone_group	P2_qrg_L_bb007	3	1	0	1	0	1	2	1	0.3333333333333333	0.0	0.3333333333333333	0.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0614903152761605	0.7923450448735121	0.0614903152761605	0.7923450448735121	7.26241134751773	10.666666666666666	1	1	-87.1346	-83.4371
backbone_group	P3_ekg_L_bb002	3	1	0	1	0	1	3	3	0.3333333333333333	0.0	0.3333333333333333	0.0	0.3333333333333333	1.0	1.0	0.0614903152761605	0.7923450448735121	0.0614903152761605	0.7923450448735121	7.26241134751773	10.666666666666666	1	1	-98.8948	-96.4012
backbone_group	P3_ekg_L_bb005	3	1	0	1	0	1	2	1	0.3333333333333333	0.0	0.3333333333333333	0.0	0.3333333333333333	0.6666666666666666	0.3333333333333333	0.0614903152761605	0.7923450448735121	0.0614903152761605	0.7923450448735121	7.26241134751773	10.666666666666666	1	1	-81.4976	-77.95486666666666
backbone_group	P4_ekg_L_bb005	3	1	0	1	0	1	2	2	0.3333333333333333	0.0	0.3333333333333333	0.0	0.3333333333333333	0.6666666666666666	0.6666666666666666	0.0614903152761605	0.7923450448735121	0.0614903152761605	0.7923450448735121	7.26241134751773	10.666666666666666	1	1	-90.9319	-88.33056666666668
backbone_group	P4_ekg_L_bb007	3	1	0	0	0	1	0	0	0.3333333333333333	0.0	0.0	0.0	0.3333333333333333	0.0	0.0	0.0614903152761605	0.7923450448735121	0.0	0.5615060804490177	7.26241134751773	0.0	1	1	-78.1103	-77.88903333333333
backbone_group	P1_ekg_L_bb003	4	1	1	1	1	1	2	1	0.25	0.25	0.25	0.25	0.25	0.5	0.25	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	2	2	-82.40445	-83.540275
backbone_group	P2_qkg_L_bb006	4	1	1	1	1	1	3	0	0.25	0.25	0.25	0.25	0.25	0.75	0.0	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	4	4	-83.55664999999999	-82.90485
backbone_group	P3_qkg_L_bb003	4	1	1	1	1	1	2	1	0.25	0.25	0.25	0.25	0.25	0.5	0.25	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	2	2	-83.94125	-84.216825
backbone_group	P3_qrg_L_bb003	4	1	1	1	1	1	3	0	0.25	0.25	0.25	0.25	0.25	0.75	0.0	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	2	2	-84.60925	-84.286625
backbone_group	P4_ekg_L_bb003	4	1	1	1	1	1	2	0	0.25	0.25	0.25	0.25	0.25	0.5	0.0	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	2	2	-82.81985	-82.0754
backbone_group	P4_qrg_L_bb000	4	1	1	1	1	1	3	2	0.25	0.25	0.25	0.25	0.25	0.75	0.5	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	2	2	-90.94075000000001	-88.37135
backbone_group	P5_qrg_L_bb004	4	1	1	1	1	1	3	2	0.25	0.25	0.25	0.25	0.25	0.75	0.5	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	3	3	-86.2678	-86.93115
backbone_group	P2_ekg_S_bb005	4	1	1	0	0	1	1	1	0.25	0.25	0.0	0.0	0.25	0.25	0.25	0.045586062644636216	0.6993639475573634	0.0	0.48990002040399916	5.446808510638298	0.0	3	3	-77.18875	-79.968825
backbone_group	P2_ekg_L_bb001	4	1	0	1	0	1	1	0	0.25	0.0	0.25	0.0	0.25	0.25	0.0	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	1	1	-74.35865	-74.901375
backbone_group	P3_qkg_L_bb004	4	1	0	1	0	1	3	2	0.25	0.0	0.25	0.0	0.25	0.75	0.5	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	1	1	-88.99965	-89.543775
backbone_group	P3_qrg_L_bb001	4	1	0	1	0	1	2	1	0.25	0.0	0.25	0.0	0.25	0.5	0.25	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	1	1	-83.5929	-83.65055
backbone_group	P3_qrg_L_bb006	4	1	0	1	0	1	3	1	0.25	0.0	0.25	0.0	0.25	0.75	0.25	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	1	1	-85.80064999999999	-86.358825
backbone_group	P4_ekg_L_bb000	4	1	0	1	0	1	4	1	0.25	0.0	0.25	0.0	0.25	1.0	0.25	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	1	1	-84.09440000000001	-85.9485
backbone_group	P4_ekg_L_bb004	4	1	0	1	0	1	2	1	0.25	0.0	0.25	0.0	0.25	0.5	0.25	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	1	1	-80.36365	-80.7723
backbone_group	P4_qrg_L_bb003	4	1	0	1	0	1	2	0	0.25	0.0	0.25	0.0	0.25	0.5	0.0	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	1	1	-78.7166	-78.70785
backbone_group	P6_ekg_L_bb000	4	1	0	1	0	1	3	3	0.25	0.0	0.25	0.0	0.25	0.75	0.75	0.045586062644636216	0.6993639475573634	0.045586062644636216	0.6993639475573634	5.446808510638298	8.0	1	1	-95.48310000000001	-93.8974
backbone_group	P1_qkg_S_bb005	4	1	0	0	0	1	1	0	0.25	0.0	0.0	0.0	0.25	0.25	0.0	0.045586062644636216	0.6993639475573634	0.0	0.48990002040399916	5.446808510638298	0.0	1	1	-78.54905	-78.702275
backbone_group	P1_qrg_L_bb003	4	1	0	0	0	1	1	0	0.25	0.0	0.0	0.0	0.25	0.25	0.0	0.045586062644636216	0.6993639475573634	0.0	0.48990002040399916	5.446808510638298	0.0	1	1	-75.5623	-78.223525
backbone_group	P2_ekg_L_bb006	4	1	0	0	0	1	1	0	0.25	0.0	0.0	0.0	0.25	0.25	0.0	0.045586062644636216	0.6993639475573634	0.0	0.48990002040399916	5.446808510638298	0.0	1	1	-71.08515	-71.550325
backbone_group	P3_ekg_S_bb005	4	1	0	0	0	1	2	1	0.25	0.0	0.0	0.0	0.25	0.5	0.25	0.045586062644636216	0.6993639475573634	0.0	0.48990002040399916	5.446808510638298	0.0	1	1	-79.98005	-79.5782
backbone_group	P4_qkg_L_bb004	4	1	0	0	0	1	1	0	0.25	0.0	0.0	0.0	0.25	0.25	0.0	0.045586062644636216	0.6993639475573634	0.0	0.48990002040399916	5.446808510638298	0.0	1	1	-79.7524	-78.313075
backbone_group	P4_qrg_L_bb002	4	1	0	0	0	1	0	0	0.25	0.0	0.0	0.0	0.25	0.0	0.0	0.045586062644636216	0.6993639475573634	0.0	0.48990002040399916	5.446808510638298	0.0	1	1	-76.46960000000001	-76.27265
backbone_group	P5_ekg_L_bb001	4	1	0	0	0	1	1	0	0.25	0.0	0.0	0.0	0.25	0.25	0.0	0.045586062644636216	0.6993639475573634	0.0	0.48990002040399916	5.446808510638298	0.0	1	1	-72.67035	-74.183025
backbone_group	P5_ekg_L_bb003	4	1	0	0	0	1	1	0	0.25	0.0	0.0	0.0	0.25	0.25	0.0	0.045586062644636216	0.6993639475573634	0.0	0.48990002040399916	5.446808510638298	0.0	1	1	-76.9534	-76.676075
backbone_group	P5_qkg_L_bb006	4	1	0	0	0	1	1	0	0.25	0.0	0.0	0.0	0.25	0.25	0.0	0.045586062644636216	0.6993639475573634	0.0	0.48990002040399916	5.446808510638298	0.0	1	1	-78.5759	-79.365625
backbone_group	P1_ekg_L_bb000	4	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-71.4248	-70.604175
backbone_group	P1_ekg_L_bb001	4	0	0	0	0	0	2	0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-72.83215000000001	-72.9285
backbone_group	P1_ekg_L_bb002	4	0	0	0	0	0	3	0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	0.48990002040399916	0.0	0.48990002040399916	0.0	0.0	0	0	-82.33025	-81.587975
