job_id	entity_id	conformation	seed	job_hash
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00882__A_CENTER__H1H3__B04__M01_9e6y_s917_0052284af768	V29_RF__RFV1__PLDNANO_VHH_00882__A_CENTER__H1H3__B04__M01	9e6y	917	0052284af768ccd7f5b8c26a1956f02a02b590fd0b04248b6e31cb0a1827a78b
CANDIDATE_V29_GEN__C0144__4C3DF40B1B93F906_8x6b_s1931_00554756f77b	V29_GEN__C0144__4C3DF40B1B93F906	8x6b	1931	00554756f77bacd3c044dc1139be020d4cfa7c312509cd7f1a02557e1a05a2b7
CANDIDATE_V29_GEN__C0360__65CB7DABE80DC1A0_8x6b_s917_0059ed9632c1	V29_GEN__C0360__65CB7DABE80DC1A0	8x6b	917	0059ed9632c19c508ba9d84bac441ee025ee9a332cf04c1c0a7fd3bc8a13d735
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00322__B_LOWER__H3__B00__M02_8x6b_s917_005c32f0173b	V29_RF__RFV1__PLDNANO_VHH_00322__B_LOWER__H3__B00__M02	8x6b	917	005c32f0173b2f0c986c5e97d2757150512fc1ec95f130a8e1eaee7a08ff2835
CANDIDATE_V29_GEN__C0106__4D3C14D2817A23AB_8x6b_s917_005e33dd582c	V29_GEN__C0106__4D3C14D2817A23AB	8x6b	917	005e33dd582c9c73f045aa45a6a747f2c0a391c6809f843af4dbd3a55b4f3e6e
CANDIDATE_V29_GEN__C0150__836F11C18EB4A0DB_8x6b_s917_00656bd03985	V29_GEN__C0150__836F11C18EB4A0DB	8x6b	917	00656bd0398591af970d48a9297c776cbe8f44ebfb710a9c5b113935b1d0513c
CANDIDATE_V29_GEN__C0075__79F586320CB1D8B7_9e6y_s917_006e32b42f4e	V29_GEN__C0075__79F586320CB1D8B7	9e6y	917	006e32b42f4e4f6b86a745dfa94d2c83631f0a3ca88d1f185350c31fa05cc7ce
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B10__M01_9e6y_s1931_0074b97f23a0	V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B10__M01	9e6y	1931	0074b97f23a0146eadacc86a7e6dfc41100c1c9aca83dd1f76cf80a6ce9b4280
CANDIDATE_V29_GEN__C0354__16E86DA7F12B79B9_9e6y_s917_0076fbd3d6b2	V29_GEN__C0354__16E86DA7F12B79B9	9e6y	917	0076fbd3d6b2f33b17a7b566fc41386a7db6214efeefb2b696cdafbc520995cb
CANDIDATE_V29_GEN__C0324__F74D5492DE87679B_8x6b_s3253_007d4391eea7	V29_GEN__C0324__F74D5492DE87679B	8x6b	3253	007d4391eea720a8338ca64d4960dbece2c688d9240eb661a4a3da6342c20771
CANDIDATE_V29_GEN__C0090__08506D8C4641B928_8x6b_s917_007fb010e179	V29_GEN__C0090__08506D8C4641B928	8x6b	917	007fb010e179427f56b5c162bf3f53162065c21e1d3ad69ba5adeb28215f81e3
CANDIDATE_V29_GEN__C0030__9467EA892CF0F7AC_9e6y_s917_00851ea1b6f7	V29_GEN__C0030__9467EA892CF0F7AC	9e6y	917	00851ea1b6f7504a529d11ef4c42312b36b7ed143deaf8d104b41306c6c1c787
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00921__C_CROSS__H1H3__B09__M02_8x6b_s1931_008aacc5a3f2	V29_RF__RFV1__PLDNANO_VHH_00921__C_CROSS__H1H3__B09__M02	8x6b	1931	008aacc5a3f2cb241ae49a7c44b4613431246d144cb2f129d31dc07db1f09811
CANDIDATE_V29_GEN__C0146__966D5E94154AE5E5_8x6b_s917_0094d318914a	V29_GEN__C0146__966D5E94154AE5E5	8x6b	917	0094d318914a3ac11a2ff1e9c94800a7548fbd729abd807c8c1a5a0c41e5dea2
CANDIDATE_V29_GEN__C0527__B81135C080714227_8x6b_s1931_0099ec69c185	V29_GEN__C0527__B81135C080714227	8x6b	1931	0099ec69c185b5e4933891af6099a50dd7d56afd9560b76fe0bc367cf2b66183
CANDIDATE_V29_GEN__C0348__180BD104384AE1CA_8x6b_s917_009bd517f59b	V29_GEN__C0348__180BD104384AE1CA	8x6b	917	009bd517f59b8c5633ef7677b78267b77139e27b704832866a9c9b1a85a68f2f
CANDIDATE_V29_GEN__C0360__6AE4F5DA90240E1A_8x6b_s917_009fc0f5da6f	V29_GEN__C0360__6AE4F5DA90240E1A	8x6b	917	009fc0f5da6fcc00d77fe7db88c0724055086d440f24dc891d3d6fbb85c8be1a
CANDIDATE_V29_GEN__C0107__F2007A2BE87EEEBA_9e6y_s1931_00a2e1a76666	V29_GEN__C0107__F2007A2BE87EEEBA	9e6y	1931	00a2e1a766660434ae2a62e5cc5402a803dbc440cd850304733ba54498d3069a
CANDIDATE_V29_GEN__C0509__A13CAC51135C14BB_8x6b_s917_00a4dcd02f82	V29_GEN__C0509__A13CAC51135C14BB	8x6b	917	00a4dcd02f8243f54bd3c35fde3cfc0436c844cc596e723ff6e3352df400a7ba
CANDIDATE_V29_GEN__C0125__55753AD2AE0782DE_8x6b_s1931_00a98a511e2c	V29_GEN__C0125__55753AD2AE0782DE	8x6b	1931	00a98a511e2c7eac3d376ebb761308b6343ef3a26a85e9e02d24b1bfc76c0dd2
CANDIDATE_V29_GEN__C0360__CF683832034EF358_9e6y_s917_00aa649dfdcc	V29_GEN__C0360__CF683832034EF358	9e6y	917	00aa649dfdcc21bad3699cf7ef6e40cfdd4b8857b3aee52afa5ac1f77518e9f2
CANDIDATE_V29_GEN__C0079__0F6F1B5A8E4D2B8B_9e6y_s1931_00af13011efd	V29_GEN__C0079__0F6F1B5A8E4D2B8B	9e6y	1931	00af13011efdac2e7fa8040a8ff50c1235fc9b053170eaa4b42c28207e878946
CANDIDATE_V29_GEN__C0324__1E0488C3D6B51624_9e6y_s917_00b7e0700676	V29_GEN__C0324__1E0488C3D6B51624	9e6y	917	00b7e0700676577dade1d5334aea82bc180555ecfe93120744fa5d711c1debf5
CANDIDATE_V29_GEN__C0183__812AB1B88495C3E7_8x6b_s917_00bbfa9f2b1e	V29_GEN__C0183__812AB1B88495C3E7	8x6b	917	00bbfa9f2b1e80efdc07ea758a54c8a05b64cea8995b87f80a393858e9c5c0c7
CANDIDATE_V29_GEN__C0283__4190AAD9071BF936_9e6y_s917_00bd50da75e7	V29_GEN__C0283__4190AAD9071BF936	9e6y	917	00bd50da75e7c391d73b18bcee817a8b7b5747ec5bd5287736b1c92b073bd1c2
CANDIDATE_V29_GEN__C0113__B2BA144CC0B4C1B4_8x6b_s917_00bdbb97b46e	V29_GEN__C0113__B2BA144CC0B4C1B4	8x6b	917	00bdbb97b46e0358794e860942f6f8136395733d6834fa6328df535a4184d404
CANDIDATE_V29_GEN__C0283__A11E7B9DCD37B4E8_8x6b_s1931_00cb92fc0a5d	V29_GEN__C0283__A11E7B9DCD37B4E8	8x6b	1931	00cb92fc0a5d2f2d17bfe6c02de761aba8e005ec1c2155580c6bed50685bb897
CANDIDATE_V29_GEN__C0248__660EC9AFFE9E7353_8x6b_s917_00ce8ebcd9ec	V29_GEN__C0248__660EC9AFFE9E7353	8x6b	917	00ce8ebcd9ecdd8d0a9efb73ccd492ef492592c8fb4fa7b3461bea5747cb8068
CANDIDATE_V29_GEN__C0090__01C748C9988AE8D2_9e6y_s917_00d1e315c21e	V29_GEN__C0090__01C748C9988AE8D2	9e6y	917	00d1e315c21e96cc5a04830daaeb174341ac0a982d182a83be2e7278e8cfc2a6
CANDIDATE_V29_GEN__C0054__CCD0F98A22AB89E7_9e6y_s917_00d73986bb08	V29_GEN__C0054__CCD0F98A22AB89E7	9e6y	917	00d73986bb08ad890aad732e917af8d10f646cbb05865024dbdbbecb87f5096f
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00010__B_LOWER__H3__B00__M00_9e6y_s917_00ddac9dcf6a	V29_RF__RFV1__PLDNANO_VHH_00010__B_LOWER__H3__B00__M00	9e6y	917	00ddac9dcf6a7d8742763f39a8bb13c6f0e2502dbad1320723aa974426385f79
CANDIDATE_V29_GEN__C0210__3BA9E6827458210B_8x6b_s917_00e071bfcec3	V29_GEN__C0210__3BA9E6827458210B	8x6b	917	00e071bfcec37be73d7f30c39eec0fe7b15f8c3de37d3a1a73e1e3522dd906b2
CANDIDATE_V29_GEN__C0176__525240FFC4120118_8x6b_s917_00e43fbad940	V29_GEN__C0176__525240FFC4120118	8x6b	917	00e43fbad940c41f41ca3b2316046780e47ee0b61fc971699af74958ce1eb862
CANDIDATE_V29_GEN__C0052__74B1C688C387DA2D_9e6y_s1931_00e67058d368	V29_GEN__C0052__74B1C688C387DA2D	9e6y	1931	00e67058d36880889a78cdce4003cd72b83115195c6439022611de265bd4b49e
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B06__M01_9e6y_s917_00ea5b9feddd	V29_RF__RFV1__PLDNANO_VHH_00481__A_CENTER__H3__B06__M01	9e6y	917	00ea5b9feddd7eb736ebb4352d68f6cacf74b55d034d75b55297a63c596709e9
CANDIDATE_V29_GEN__C0251__8BDC2F2078910B52_8x6b_s917_00ebf4bfc29b	V29_GEN__C0251__8BDC2F2078910B52	8x6b	917	00ebf4bfc29bfb58c99f8150cac6cc7ab939276461f0a3d6fba072e020a0848f
CANDIDATE_V29_GEN__C0360__2230F08901E1A6F0_8x6b_s917_00f210a7e1d2	V29_GEN__C0360__2230F08901E1A6F0	8x6b	917	00f210a7e1d29256b5d49b1f115bb41e8f3c96613d025218cead5e9eb9cc37b9
CANDIDATE_V29_GEN__C0065__C5D4E0ACEEA1EA82_9e6y_s917_00f60caebaac	V29_GEN__C0065__C5D4E0ACEEA1EA82	9e6y	917	00f60caebaacc0546b8cc494c0cebd531184d43c17a2cdc47e4e9a7964853ed7
CANDIDATE_V29_GEN__C0304__EC0BF7A19B726691_8x6b_s1931_00ff594bd740	V29_GEN__C0304__EC0BF7A19B726691	8x6b	1931	00ff594bd740e43866394126ae2e4b312d9ff22d694a37232b06c60be9b8e355
CANDIDATE_V29_GEN__C0115__05B685A09259EC80_8x6b_s917_00ffa47a87f0	V29_GEN__C0115__05B685A09259EC80	8x6b	917	00ffa47a87f0ad6e3447fbece29be7d9c46c2632149bb7c275f254c1778a6c42
CANDIDATE_V29_GEN__C0102__E4BD4FF9DBF87854_9e6y_s917_010271591040	V29_GEN__C0102__E4BD4FF9DBF87854	9e6y	917	010271591040a15f1a7bee6da9f49bb7177d7293ff3cb18796597cdbf67229b6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00866__C_CROSS__H3__B07__M02_8x6b_s917_010aec4e4d5b	V29_RF__RFV1__PLDNANO_VHH_00866__C_CROSS__H3__B07__M02	8x6b	917	010aec4e4d5b754ae49871e8afe80fb00551b36cb0f37be85f58c2f1ed4de6f7
CANDIDATE_V29_GEN__C0144__1B0D7F2D1EA701CC_9e6y_s917_010fb2f76e4d	V29_GEN__C0144__1B0D7F2D1EA701CC	9e6y	917	010fb2f76e4d31b73d8483728e42d73386546b66b7c4653a01a79810c70c50b7
CANDIDATE_V29_GEN__C0048__5BC11A5640C3F27E_8x6b_s917_011678121547	V29_GEN__C0048__5BC11A5640C3F27E	8x6b	917	011678121547080c0b7d7fa993f0bf1c4ab0c37aa6e7228a0a56ae18436ab3d9
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__C_CROSS__H3__B09__M01_9e6y_s917_011d6fb69b21	V29_RF__RFV1__PLDNANO_VHH_00895__C_CROSS__H3__B09__M01	9e6y	917	011d6fb69b2166d258b488c0c11dfb037b0a66d3bdb6d96d709ac93dfff48b43
CANDIDATE_V29_GEN__C0533__9432FFCA82932391_8x6b_s917_01277f1724d5	V29_GEN__C0533__9432FFCA82932391	8x6b	917	01277f1724d594b832fec46230324a13a3db1ac5cfcd985123f9928c42cc31d7
CANDIDATE_V29_GEN__C0054__5023706439F3C7C6_9e6y_s1931_013136e35a09	V29_GEN__C0054__5023706439F3C7C6	9e6y	1931	013136e35a09c93e594bd3f44e1990f76cd75138c1e234d45aabdd868ce0124d
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H1H3__B09__M02_8x6b_s917_013d965d2e8c	V29_RF__RFV1__PLDNANO_VHH_00197__C_CROSS__H1H3__B09__M02	8x6b	917	013d965d2e8c601ee31fd7e360232ac0edffa66f0e0c64d48c21a9746ae6c49f
CANDIDATE_V29_GEN__C0360__7EE887BE599B5555_9e6y_s917_0146671355a7	V29_GEN__C0360__7EE887BE599B5555	9e6y	917	0146671355a787fe8b6a8e1a1027a7db30a7c7e065b482335274f4c359983f1d
CANDIDATE_V29_GEN__C0076__8A61E1515E4784F2_8x6b_s917_0148f5d82f0e	V29_GEN__C0076__8A61E1515E4784F2	8x6b	917	0148f5d82f0e23b41135377e0da3182dd9422e472c8074b724bb2161faeeb995
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00312__B_LOWER__H3__B02__M01_9e6y_s917_014dbcab6976	V29_RF__RFV1__PLDNANO_VHH_00312__B_LOWER__H3__B02__M01	9e6y	917	014dbcab6976bf9e790bf08d3e79b8e5960afe2449b802b8db69e108b4ba5d94
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00197__B_LOWER__H3__B10__M02_9e6y_s917_015a82bac529	V29_RF__RFV1__PLDNANO_VHH_00197__B_LOWER__H3__B10__M02	9e6y	917	015a82bac5296c527b10f67642aa9aa37934037f843f788cd9ba5bac90cf7e10
CANDIDATE_V29_GEN__C0150__1FD4944CA9C12AFC_8x6b_s917_015db53340e6	V29_GEN__C0150__1FD4944CA9C12AFC	8x6b	917	015db53340e6a1c2466ab58f036a5b78d92b862a4af138b29b95018bd9970946
CANDIDATE_V29_GEN__C0150__03FFA6BAA48AB783_9e6y_s917_0162d74fe604	V29_GEN__C0150__03FFA6BAA48AB783	9e6y	917	0162d74fe6045670340e6b369947e55d4e0f584cf443f77cfb6e1d020e5fb609
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00449__B_LOWER__H1H3__B00__M02_8x6b_s917_016d8c65b538	V29_RF__RFV1__PLDNANO_VHH_00449__B_LOWER__H1H3__B00__M02	8x6b	917	016d8c65b5381d9b864bbdf0c511e2c433f5f6db43edfa76d3e85a0878f0deb7
CANDIDATE_V29_GEN__C0138__C84EDCEFE5C1C507_8x6b_s917_016dbf06536c	V29_GEN__C0138__C84EDCEFE5C1C507	8x6b	917	016dbf06536c8b909bdcdf4b59f26d22b67f34aa90b58a0b2191262e2d15c403
CANDIDATE_V29_GEN__C0144__DC77F8AA6403C5EF_9e6y_s917_017126e38d0e	V29_GEN__C0144__DC77F8AA6403C5EF	9e6y	917	017126e38d0eb031e99bd0603a645468bbb537661a4bd260936ac63459037d88
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00921__C_CROSS__H1H3__B10__M02_9e6y_s917_0172fa253236	V29_RF__RFV1__PLDNANO_VHH_00921__C_CROSS__H1H3__B10__M02	9e6y	917	0172fa2532360dffa780c814d9c64ff7b700768b2e31f3aaf687be7b4dabd8ca
CANDIDATE_V29_GEN__C0219__57821C9CE1E808C0_8x6b_s3253_017b3d2131b7	V29_GEN__C0219__57821C9CE1E808C0	8x6b	3253	017b3d2131b709b6836c866a5c103edd72beae62ccafe4ba5cdd7d0be74dce22
CANDIDATE_V29_GEN__C0176__1E9BB105CC304953_9e6y_s917_017f9c1fc6bd	V29_GEN__C0176__1E9BB105CC304953	9e6y	917	017f9c1fc6bd2b29c083c65c913672873bfa5887249275cd5afd34ea15ea49d4
CANDIDATE_V29_GEN__C0074__2F0D1473F7FD731C_9e6y_s1931_0185f7a8a756	V29_GEN__C0074__2F0D1473F7FD731C	9e6y	1931	0185f7a8a7566cad51d3aa465c81712f1164f0473acf26c84d9c75823f1e49b3
CANDIDATE_V29_GEN__C0048__16057B6C720CA18B_8x6b_s917_01871c8d09b9	V29_GEN__C0048__16057B6C720CA18B	8x6b	917	01871c8d09b978d3fe2647a14dc260fd9df344594ea615b379570433b2c54d27
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00464__A_CENTER__H1H3__B09__M01_9e6y_s917_018a262c364a	V29_RF__RFV1__PLDNANO_VHH_00464__A_CENTER__H1H3__B09__M01	9e6y	917	018a262c364a2d05c6cec97b11ed41c81b25de6d21617b88f41e890d6e067427
CANDIDATE_V29_GEN__C0139__2689D0949C2FB5BB_9e6y_s917_0192394ab92f	V29_GEN__C0139__2689D0949C2FB5BB	9e6y	917	0192394ab92fe103e28ca82cde4cae387913329c630020160542926de9ee4a8c
CANDIDATE_V29_GEN__C0079__141435FF0225BF3B_9e6y_s917_019719a521d5	V29_GEN__C0079__141435FF0225BF3B	9e6y	917	019719a521d5c4df40a0a924bd775a01b5bebf4628f369d9bacbc6b623c10646
CANDIDATE_V29_GEN__C0074__89F6D5BBDBC56FB3_9e6y_s917_019b2f24bc32	V29_GEN__C0074__89F6D5BBDBC56FB3	9e6y	917	019b2f24bc3257e7ed971dc7d399b8899a113f9b29b2f3a486ffba18e7891101
CANDIDATE_V29_GEN__C0030__017B3086C00B59E8_8x6b_s917_019cb2cf6908	V29_GEN__C0030__017B3086C00B59E8	8x6b	917	019cb2cf69088ecc3e126a5e45efa789b2ec1260b03f8556130bd145abff8e00
CANDIDATE_V29_GEN__C0146__C43CBE8CBD4ADF5E_8x6b_s917_01a1788e3ed6	V29_GEN__C0146__C43CBE8CBD4ADF5E	8x6b	917	01a1788e3ed6eeecc327908843cded506d85f7730c2251e14c00f276f3926071
CANDIDATE_V29_GEN__C0251__1DC7CB2FBE8ACD7B_8x6b_s917_01a4881c8a6c	V29_GEN__C0251__1DC7CB2FBE8ACD7B	8x6b	917	01a4881c8a6c00f4caf1aa7896f31080f3427247fdbaf8992b891178ad638fa1
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00456__A_CENTER__H3__B08__M00_9e6y_s917_01a8e7336698	V29_RF__RFV1__PLDNANO_VHH_00456__A_CENTER__H3__B08__M00	9e6y	917	01a8e7336698b396f2ca333a1e1b67b138b77859d572f2d607734baf5be0b780
CANDIDATE_V29_GEN__C0145__92974A990CCF7516_8x6b_s917_01a9c7459590	V29_GEN__C0145__92974A990CCF7516	8x6b	917	01a9c745959041ca7811a1e578d4071c5e8332ce610b89f8be792bb65d05da72
CANDIDATE_V29_GEN__C0147__EB1C3D2D22E58420_9e6y_s917_01b018fa06aa	V29_GEN__C0147__EB1C3D2D22E58420	9e6y	917	01b018fa06aa10717e2c740c2403f1051c933f90a8fa922526307287c76a81b8
CANDIDATE_V29_GEN__C0147__39DD819BF5C539D9_8x6b_s917_01b113d5401c	V29_GEN__C0147__39DD819BF5C539D9	8x6b	917	01b113d5401c716a914d004bca09f12d13ce8df1ef9f39ccb28bf4a15185ba7f
CANDIDATE_V29_GEN__C0348__3DD11BC09BB7A26F_9e6y_s1931_01b87b3a4d11	V29_GEN__C0348__3DD11BC09BB7A26F	9e6y	1931	01b87b3a4d11b963658c40bff4465ff69d397869843d28e3d5065085375d0d5c
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__C_CROSS__H1H3__B01__M02_9e6y_s1931_01bd649446e0	V29_RF__RFV1__PLDNANO_VHH_00895__C_CROSS__H1H3__B01__M02	9e6y	1931	01bd649446e05f39b9915b5e8052a78a14521341d60346e822022c49bf886b36
CANDIDATE_V29_GEN__C0533__23BC8C8E4A261E72_8x6b_s917_01c3276027c2	V29_GEN__C0533__23BC8C8E4A261E72	8x6b	917	01c3276027c298fbc7a5a0de5d8a667cc34176e9403416022bb8200c50d4e151
CANDIDATE_V29_GEN__C0007__29E6969DE15458D2_9e6y_s917_01c85a7641a7	V29_GEN__C0007__29E6969DE15458D2	9e6y	917	01c85a7641a70bf439f6ecd507c75715771151db4ed4c2d091c4a89733c0f70f
CANDIDATE_V29_GEN__C0054__4A926160AF44FE3A_8x6b_s917_01caee9dbaba	V29_GEN__C0054__4A926160AF44FE3A	8x6b	917	01caee9dbaba5e92e1d33f5d9bb0507124faa65ee757607f4a38b7c8673253ac
CANDIDATE_V29_GEN__C0075__CD4D8C4337D9B592_9e6y_s1931_01d035db0f84	V29_GEN__C0075__CD4D8C4337D9B592	9e6y	1931	01d035db0f8497431795c95eff23c8cfbebded5fe9db7dc74f79876396152e46
CANDIDATE_V29_GEN__C0048__6B86F486315C3D7A_8x6b_s917_01d0a9ae898b	V29_GEN__C0048__6B86F486315C3D7A	8x6b	917	01d0a9ae898bf4cc4bf6ca7917c89eb1b4ef33f615a306e568896271051a7b65
CANDIDATE_V29_GEN__C0527__DE6C46DE24AB0453_9e6y_s1931_01d4d579efbb	V29_GEN__C0527__DE6C46DE24AB0453	9e6y	1931	01d4d579efbbf5aa14261a7fa512563393e456f5cfd41acfcf2756915473bbcf
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00384__C_CROSS__H3__B00__M00_8x6b_s917_01d92e8e73cc	V29_RF__RFV1__PLDNANO_VHH_00384__C_CROSS__H3__B00__M00	8x6b	917	01d92e8e73cc0316cd82a3e1dc941ffe135f5313c785e111b36348f87727c232
CANDIDATE_V29_GEN__C0054__EB5FFE050D74AE48_9e6y_s917_01dde85043e1	V29_GEN__C0054__EB5FFE050D74AE48	9e6y	917	01dde85043e1685a351d8015ce566c5066803d8854bfc22905c1758361213ef5
CANDIDATE_V29_GEN__C0116__56A77ECA9B162FEC_9e6y_s917_01e0879d90c4	V29_GEN__C0116__56A77ECA9B162FEC	9e6y	917	01e0879d90c497ec692ddd0d37bdc24cea0cfd5528bf51d67ecd828e334979e9
CANDIDATE_V29_GEN__C0409__F04F3C841F274238_8x6b_s917_01e5d2c1010f	V29_GEN__C0409__F04F3C841F274238	8x6b	917	01e5d2c1010f8c9ba3dc55b297dc1b19c6bb60f82c186450ed38b1eef520099c
CANDIDATE_V29_GEN__C0502__E0E38C824C0BB6C5_9e6y_s917_01e9de5fe025	V29_GEN__C0502__E0E38C824C0BB6C5	9e6y	917	01e9de5fe025c23747adfff830b2923dcebdd7fa66c57723a301210582dd3e01
CANDIDATE_V29_GEN__C0299__E79CBFC1E923C3C4_8x6b_s917_01eb91254176	V29_GEN__C0299__E79CBFC1E923C3C4	8x6b	917	01eb9125417663e203977d1f95dcda63b80c1e40bd211f1b3b62f958ba95813d
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00921__C_CROSS__H1H3__B10__M01_9e6y_s917_01edcceb2b0f	V29_RF__RFV1__PLDNANO_VHH_00921__C_CROSS__H1H3__B10__M01	9e6y	917	01edcceb2b0fd68d3740ee39738a416727fc42a05846cb0c5bfa1e4711bda997
CANDIDATE_V29_GEN__C0195__B10307832591D454_8x6b_s917_01eec1721f55	V29_GEN__C0195__B10307832591D454	8x6b	917	01eec1721f552bde81cf56687aa692f05bb765d7598060c0ded52ff01f57cbd6
CANDIDATE_V29_GEN__C0125__D59F1CA4000C0A1C_9e6y_s917_01f2b4bbdbaf	V29_GEN__C0125__D59F1CA4000C0A1C	9e6y	917	01f2b4bbdbaff4b3afeaf8ef622f93ed11f91c80482764bbbc677e75c9e9e610
CANDIDATE_V29_GEN__C0107__4BD5621DC27FCB50_8x6b_s1931_01faa623d3a2	V29_GEN__C0107__4BD5621DC27FCB50	8x6b	1931	01faa623d3a27b962976d57c78eb31d1b9df8fb60def3010d6d978c7d50abac2
CANDIDATE_V29_GEN__C0138__3D66FD06EB5B2097_8x6b_s917_0203c7e540ff	V29_GEN__C0138__3D66FD06EB5B2097	8x6b	917	0203c7e540ffc1604fbf328e8f46ef61c6c5306aa78c18c0be304c7e92deb7b6
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B02__M01_8x6b_s917_02144d305a67	V29_RF__RFV1__PLDNANO_VHH_00895__B_LOWER__H3__B02__M01	8x6b	917	02144d305a67847116a39eedea326000adf5d073b50d370bcbc1ec4ea46dab2f
CANDIDATE_V29_GEN__C0030__017B3086C00B59E8_9e6y_s917_021b8e573480	V29_GEN__C0030__017B3086C00B59E8	9e6y	917	021b8e5734808c8164bbeedfeffc3ab5ae5431dc59f56c0269e9590df9ccab6c
CANDIDATE_V29_GEN__C0418__B03848630E1FF738_8x6b_s917_021c69d0fa98	V29_GEN__C0418__B03848630E1FF738	8x6b	917	021c69d0fa9888614b14665e49554a1bd24e8f590a6fcb8ff799ddd69740b220
CANDIDATE_V29_GEN__C0139__61B14811F64FF378_9e6y_s917_02201a1fa375	V29_GEN__C0139__61B14811F64FF378	9e6y	917	02201a1fa375528fbb6a0e28bf89037a13d2282817873132eca0f462dafccf28
CANDIDATE_V29_RF__RFV1__PLDNANO_VHH_00456__A_CENTER__H1H3__B06__M01_9e6y_s917_0224e83b1186	V29_RF__RFV1__PLDNANO_VHH_00456__A_CENTER__H1H3__B06__M01	9e6y	917	0224e83b118631a4731cc66f9b7982fc7180ff97a5e5db443c8d47eb571ceb95
CANDIDATE_V29_GEN__C0147__BC94FA41B791CB41_9e6y_s917_022855cb218b	V29_GEN__C0147__BC94FA41B791CB41	9e6y	917	022855cb218bd5d8ab11a028ad8126224c762b0a4f29c2c1a35fc9bcfaaf8cf4
