job_id	priority	entity_type	entity_id	control_class	expected_behavior	conformation	seed	sequence_sha256	cdr1_range	cdr2_range	cdr3_range	cdr_residues	monomer_source	monomer_source_kind	monomer_source_chain	receptor_pdb	receptor_chain	ligand_chain	vhh_chain	numbering	cfg_hash	restraint_hash	protocol_core_sha256	protocol_hash	job_hash	job_hash_basis
CANDIDATE_RFV1__PLDNANO_VHH_00220__A_CENTER__H1H3__B03__M00_9e6y_s1931_b933b4322fc5	11	candidate	RFV1__PLDNANO_VHH_00220__A_CENTER__H1H3__B03__M00		CANDIDATE_UNKNOWN	9e6y	1931	21f3fcf48ea3f6697b5242af93c2ade265a2a4d877f733715d57840c997d3ac4	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__A_CENTER__H1H3__B03__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	b933b4322fc51ffd3e4862fa6236d969bffcd056f5e7b3865cff89e2466a64b6	"{""cfg_hash"":""9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__A_CENTER__H1H3__B03__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__A_CENTER__H1H3__B03__M00_9e6y_s3253_7e9d92185541	12	candidate	RFV1__PLDNANO_VHH_00220__A_CENTER__H1H3__B03__M00		CANDIDATE_UNKNOWN	9e6y	3253	21f3fcf48ea3f6697b5242af93c2ade265a2a4d877f733715d57840c997d3ac4	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__A_CENTER__H1H3__B03__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	7e9d921855414fe186d47bf5e69a01a43c3871b628e3e185b4c8e9468a8f7b67	"{""cfg_hash"":""6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__A_CENTER__H1H3__B03__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01_8x6b_s917_bb08f3d2f0ce	13	candidate	RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01		CANDIDATE_UNKNOWN	8x6b	917	576cbf0a44d26b7f11bba00fea115259f1ac3648fbab696aba7e4095d5d8bdce	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	bb08f3d2f0ceb8de6438b48d96d5cb13075041d048d087ff623788f041c853b0	"{""cfg_hash"":""5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01_8x6b_s1931_651e3791d560	14	candidate	RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01		CANDIDATE_UNKNOWN	8x6b	1931	576cbf0a44d26b7f11bba00fea115259f1ac3648fbab696aba7e4095d5d8bdce	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	651e3791d560720f13fd813c302245c8962582b4dbbd1ed96425637878f39faa	"{""cfg_hash"":""f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01_8x6b_s3253_8a0dd623cc2a	15	candidate	RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01		CANDIDATE_UNKNOWN	8x6b	3253	576cbf0a44d26b7f11bba00fea115259f1ac3648fbab696aba7e4095d5d8bdce	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	8a0dd623cc2a0f1c6cc1c96514d2bac80a485579af1d91ab4a26cef0096a286f	"{""cfg_hash"":""bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01_9e6y_s917_da0b1245edb8	16	candidate	RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01		CANDIDATE_UNKNOWN	9e6y	917	576cbf0a44d26b7f11bba00fea115259f1ac3648fbab696aba7e4095d5d8bdce	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	da0b1245edb8725c2f48fa5a18a2b9c148611037403299373f0d03d07899d480	"{""cfg_hash"":""e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01_9e6y_s1931_d7c1729af81c	17	candidate	RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01		CANDIDATE_UNKNOWN	9e6y	1931	576cbf0a44d26b7f11bba00fea115259f1ac3648fbab696aba7e4095d5d8bdce	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	d7c1729af81c8675b88a73bc487b6c450ba0011a487d5a17b76a822fe4671357	"{""cfg_hash"":""9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01_9e6y_s3253_fd8786a23091	18	candidate	RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01		CANDIDATE_UNKNOWN	9e6y	3253	576cbf0a44d26b7f11bba00fea115259f1ac3648fbab696aba7e4095d5d8bdce	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	fd8786a23091407aeb735c6b9162268e1bc6862e247bb84697a27cac3780c762	"{""cfg_hash"":""6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M01"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02_8x6b_s917_21a7dd9e4c94	19	candidate	RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02		CANDIDATE_UNKNOWN	8x6b	917	531cd20fd1077618bec603402872cc57bb8b1c51d53601fb61766ea99e89d040	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	21a7dd9e4c9495bac6bea7263353885efe238cf615e259c86c690b3e710b4870	"{""cfg_hash"":""5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02_8x6b_s1931_3eaf906a0c9e	20	candidate	RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02		CANDIDATE_UNKNOWN	8x6b	1931	531cd20fd1077618bec603402872cc57bb8b1c51d53601fb61766ea99e89d040	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	3eaf906a0c9e75c0cf7a3255433f71063d1450e0a17958697ae9af178d2665ee	"{""cfg_hash"":""f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02_8x6b_s3253_9105f62dd733	21	candidate	RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02		CANDIDATE_UNKNOWN	8x6b	3253	531cd20fd1077618bec603402872cc57bb8b1c51d53601fb61766ea99e89d040	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	9105f62dd7334732c1870706af0afead3f9cbfa295ef754a51441a39f4679ccf	"{""cfg_hash"":""bc93b78bec9e13a5f4974dfe90a28f135e51a97c97ad794d41fb7f23ed607a95"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02_9e6y_s917_53f7ae7b55c8	22	candidate	RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02		CANDIDATE_UNKNOWN	9e6y	917	531cd20fd1077618bec603402872cc57bb8b1c51d53601fb61766ea99e89d040	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	53f7ae7b55c86fef2bedfb245f59334256387e4f2d5d85140dc69534cfeb1c61	"{""cfg_hash"":""e55a2806f39ac9d074ed73de0a40b3d48990601808ba56d902be447a5fbc133b"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02_9e6y_s1931_5c563b9b0c1c	23	candidate	RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02		CANDIDATE_UNKNOWN	9e6y	1931	531cd20fd1077618bec603402872cc57bb8b1c51d53601fb61766ea99e89d040	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	5c563b9b0c1c83dec93990ee9bb6372b8710c9e38c196cb9cf29283aa0d16bcd	"{""cfg_hash"":""9d234e8f6408c0ace2766a85192d39946ca726c7175e821bb6905b83ad45d4a2"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02_9e6y_s3253_31e21f335338	24	candidate	RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02		CANDIDATE_UNKNOWN	9e6y	3253	531cd20fd1077618bec603402872cc57bb8b1c51d53601fb61766ea99e89d040	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/9e6y_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	31e21f3353380f3d3545657f6c1e58ef1ee29d545e3bdf59b03ae0b1c547abb2	"{""cfg_hash"":""6d0543c564648a895e23c13dae120adc3e1bf7fa0a46c033cb3f63e24cd576cf"",""conformation"":""9e6y"",""entity_id"":""RFV1__PLDNANO_VHH_00220__A_CENTER__H3__B08__M02"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":3253}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00_8x6b_s917_ea40925d1ac7	25	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00		CANDIDATE_UNKNOWN	8x6b	917	e153ff9495d773f048a2bcfdc30cf478ad551fea631379c59467318b8f644ae7	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	ea40925d1ac75a4d10dc64c79b5ca64c4276608a0b8a1576d77c084698d017f8	"{""cfg_hash"":""5f359d1e6eb0931fc463099948eace398f20cc3f585d29694ba82110028ba97c"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":917}"
CANDIDATE_RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00_8x6b_s1931_cc142a8f4390	26	candidate	RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00		CANDIDATE_UNKNOWN	8x6b	1931	e153ff9495d773f048a2bcfdc30cf478ad551fea631379c59467318b8f644ae7	26-33	51-58	99-118	26,27,28,29,30,31,32,33,51,52,53,54,55,56,57,58,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118	inputs/candidate_monomers/RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00.pdb	frozen_node1_nbb2_acquisition	A	inputs/normalized/8x6b_pvrig_receptor.pdb	T	L	A	UniProt_Q6DKI7	f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad	9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7	cc142a8f43906be5f937410aa6b2b65eee4617cba31989efd08c1d61c7f4467d	"{""cfg_hash"":""f5fd4ea70d93077b74af5368823a692c87cbba836cc2afe14d4f7319aab7bbad"",""conformation"":""8x6b"",""entity_id"":""RFV1__PLDNANO_VHH_00220__B_LOWER__H1H3__B06__M00"",""entity_type"":""candidate"",""protocol_core_sha256"":""91d75291ff832c1e94cbc0bf6f1cdd75de6a8bb74611230cdcd1716466f37cb7"",""restraint_hash"":""9086f8960765eeb35363f63d1bc0e848bcaf8aa6a936c006b3cc1482949e7213"",""seed"":1931}"
