candidate_id,input_row_index,model_key,model_family,model_name,model_version,status,raw_score,raw_prediction,raw_score_name,raw_site_scores_json,raw_site_positions_json,raw_components_json,checkpoint_path,checkpoint_status,checkpoint_size_bytes,checkpoint_mtime,source_model_root,source_script,adapter_version,evidence_boundary,error
zym_test_665332,13,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.1416414976,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_65534,14,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.08296445012,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_3361596,15,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.06782259792,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_3394,16,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.09638381749,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_17428,17,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.1106349602,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_6492,18,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.1420937479,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_3809,19,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.08451333642,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_6516,20,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.04405013472,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_1007056,21,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.07170917094,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_3239184,22,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.0515918918,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_21966,23,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.1099814847,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_22235,24,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.1713466495,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_2065,25,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.04201409221,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_359954,26,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.09556802362,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_3420679,27,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.07929132879,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_21646,28,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.2273922116,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_2510237,29,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.03539592028,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_1078,30,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.3305423558,1,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_381993,31,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.3841829002,1,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_7686,32,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.1609337479,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_7954,33,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.06436823308,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_19456,34,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.05434814841,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_21705,35,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.14291282,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_3443599,36,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.1973883212,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_2596311,37,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.0765433237,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_5496,38,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.02073779702,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_13827,39,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.06556303054,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_1570,40,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.2288091928,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_7332,41,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.0981849134,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_13444,42,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.1394304782,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_11923,43,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.0803520754,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_381083,44,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.2392774522,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_16483,45,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.2237086743,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_66550,46,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.07723063231,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_108006,47,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.1764931381,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_9297,48,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.1618512273,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
zym_test_437,49,nanobind_seq,NanoBind,NanoBind-seq,local_checkout_esm2_t6_8M_UR50D,ok,0.1608298123,0,probability,,,,/mnt/d/work/抗体/code/downloaded_models/NanoBind/output/checkpoint/NanoBind_seq(esm2_t6_8M_UR50D)_SabdabData_finetune1_TF0_good.model,present,38904282,2026-07-06T17:08:19+0800,/mnt/d/work/抗体/code/downloaded_models/NanoBind,/mnt/d/work/抗体/code/downloaded_models/NanoBind/predict_seq.py,external_priors_v1,external_nanobody_antigen_prior_not_blocker_score,
