system_id	candidate_id	md_selection_channel	source_job_id	md_seed	gpu	production_ns	analysis_window_ns	md_role	cdr3_rmsf_nm_mean	pvrl2_occlusion_retention_status	vhh_rmsd_nm_mean	vhh_rmsd_nm_median	vhh_rmsd_nm_stdev	complex_rmsd_nm_mean	complex_rmsd_nm_median	complex_rmsd_nm_stdev	min_interface_distance_nm_mean	min_interface_distance_nm_median	min_interface_distance_nm_stdev	interface_contacts_045nm_mean	interface_contacts_045nm_median	interface_contacts_045nm_stdev	interface_contacts_045nm_nonzero_occupancy	hotspot_contacts_045nm_mean	hotspot_contacts_045nm_median	hotspot_contacts_045nm_stdev	hotspot_contacts_045nm_nonzero_occupancy	interface_hbonds_mean	interface_hbonds_median	interface_hbonds_stdev	interface_hbonds_nonzero_occupancy
P1MCPUFP__CPUFP500K_0100__00383	P1MCPUFP__CPUFP500K_0100__00383	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0100__00383_8x6b_s1931_53562365f0ab	1931	2	2	1.0-2.0	DESCRIPTIVE_ONLY	0.04764736842105263	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.33763766336633666	0.3266683	0.05733306538598135	0.19509802772277227	0.1913886	0.02162662169487622	0.185392300990099	0.1845482	0.01490683866380169	693.7623762376238	699.0	95.65264598254669	1.0	675.8316831683169	689.0	100.8940302139354	1.0	2.396039603960396	2.0	1.2434319157575922	0.9405940594059405
P1MCPUFP__CPUFP500K_0100__00383	P1MCPUFP__CPUFP500K_0100__00383	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0100__00383_8x6b_s1931_53562365f0ab	3253	4	2	1.0-2.0	DESCRIPTIVE_ONLY	0.05551578947368421	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.3564879396039604	0.3188233	0.12523113745590836	0.1694622702970297	0.169302	0.01831907728899864	0.17824995049504952	0.1788713	0.010695665016744892	654.5346534653465	622.0	115.70862726218697	1.0	628.5940594059406	594.0	117.54174975304039	1.0	3.9603960396039604	4.0	1.1933876572926227	1.0
P1MCPUFP__CPUFP500K_0399__00131	P1MCPUFP__CPUFP500K_0399__00131	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0399__00131_8x6b_s1931_6650d74422eb	917	0	2	1.0-2.0	DESCRIPTIVE_ONLY	0.03823684210526316	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.6539209524752475	0.6549361	0.1439125629096139	0.22143536138613862	0.2224386	0.024637310725787502	0.18071494752475248	0.1801251	0.01256266549452959	554.7524752475248	560.0	61.70071584234099	1.0	529.5346534653465	535.0	61.32587268456502	1.0	2.9405940594059405	3.0	1.041911630184261	0.9801980198019802
P1MCPUFP__CPUFP500K_0399__00131	P1MCPUFP__CPUFP500K_0399__00131	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0399__00131_8x6b_s1931_6650d74422eb	1931	1	2	1.0-2.0	DESCRIPTIVE_ONLY	0.05159473684210526	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.6195305653465346	0.6328956	0.12348997468248776	0.21276029900990098	0.2144742	0.0269472085394942	0.1682332495049505	0.1676932	0.006890699675946116	685.2277227722773	681.0	66.63434745798047	1.0	604.2871287128713	600.0	61.30419794610412	1.0	3.98019801980198	4.0	1.3714211608372238	1.0
P1MCPUFP__CPUFP500K_0399__00131	P1MCPUFP__CPUFP500K_0399__00131	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0399__00131_8x6b_s1931_6650d74422eb	3253	2	2	1.0-2.0	DESCRIPTIVE_ONLY	0.05488947368421053	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.3624876445544554	0.3365035	0.09386871363473928	0.19269023069306931	0.1852573	0.028883930833427884	0.1817974396039604	0.1802609	0.009449014779184304	641.1089108910891	651.0	98.2973767555964	1.0	634.0693069306931	637.0	97.42438117860696	1.0	2.613861386138614	2.0	1.1770940643091112	0.9900990099009901
P1MCPUFP__CPUFP500K_0388__00663	P1MCPUFP__CPUFP500K_0388__00663	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0388__00663_8x6b_s3047_470d85edbd50	917	4	2	1.0-2.0	DESCRIPTIVE_ONLY	0.06250526315789473	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.7186968712871287	0.6996757	0.11537051928760463	0.24357659405940593	0.2406503	0.02974234782645556	0.1648335693069307	0.1644689	0.008538255705286643	511.83168316831683	511.0	60.909292940189964	1.0	511.7227722772277	511.0	60.862142358879375	1.0	2.99009900990099	3.0	0.7243303428978963	1.0
P1MCPUFP__CPUFP500K_0388__00663	P1MCPUFP__CPUFP500K_0388__00663	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0388__00663_8x6b_s3047_470d85edbd50	1931	0	2	1.0-2.0	DESCRIPTIVE_ONLY	0.0496	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.4670806405940594	0.4541171	0.07362886783552107	0.23032678316831684	0.228839	0.015281741597653047	0.1674752495049505	0.1660271	0.007657924870337098	768.2574257425742	773.0	58.417862022451565	1.0	759.4257425742575	762.0	60.237047666509156	1.0	5.346534653465347	5.0	1.1029720745848413	1.0
P1MCPUFP__CPUFP500K_0388__00663	P1MCPUFP__CPUFP500K_0388__00663	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0388__00663_8x6b_s3047_470d85edbd50	3253	1	2	1.0-2.0	DESCRIPTIVE_ONLY	0.04689473684210526	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.8461695534653465	0.8640618	0.154764469524264	0.32802563762376236	0.3312162	0.0276773961707106	0.16552484059405942	0.1650124	0.00865283145528102	515.059405940594	523.0	71.05454908858226	1.0	504.5940594059406	512.0	71.57343085470545	1.0	3.3168316831683167	4.0	1.1339119447303292	1.0
P1MCPUFP__CPUFP500K_0100__00188	P1MCPUFP__CPUFP500K_0100__00188	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0100__00188_8x6b_s917_5474bbadfe7f	917	2	2	1.0-2.0	DESCRIPTIVE_ONLY	0.05338947368421053	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.4078240455445545	0.4013584	0.09210823975556917	0.16377240198019802	0.1643466	0.015225263761561079	0.17305095346534655	0.1730059	0.006457538347958862	1082.069306930693	1077.0	88.51271178223163	1.0	963.049504950495	957.0	85.15162669883586	1.0	8.128712871287128	8.0	1.5521519162190436	1.0
P1MCPUFP__CPUFP500K_0100__00188	P1MCPUFP__CPUFP500K_0100__00188	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0100__00188_8x6b_s917_5474bbadfe7f	1931	4	2	1.0-2.0	DESCRIPTIVE_ONLY	0.07106315789473684	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.6185499792079208	0.5821685	0.1583020066183887	0.23970547326732672	0.2318855	0.0257331221454462	0.1947461	0.1949205	0.015471734939918312	583.8019801980198	607.0	149.7486355779743	1.0	581.7425742574258	605.0	147.97535608747418	1.0	1.1287128712871286	1.0	1.0308447591936927	0.6831683168316832
P1MCPUFP__CPUFP500K_0100__00188	P1MCPUFP__CPUFP500K_0100__00188	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0100__00188_8x6b_s917_5474bbadfe7f	3253	0	2	1.0-2.0	DESCRIPTIVE_ONLY	0.04462105263157895	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.35882114356435646	0.3559787	0.06918301739699816	0.16545364851485148	0.1672425	0.014959034826661447	0.17848295940594058	0.1777211	0.009568196808685439	799.5148514851485	798.0	74.49401781569092	1.0	795.9108910891089	796.0	73.70856433035176	1.0	4.0594059405940595	4.0	1.3702769986517385	0.9900990099009901
P1MCPUFP__CPUFP500K_0404__00029	P1MCPUFP__CPUFP500K_0404__00029	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_8x6b_s917_544f4c3d4f0b	917	1	2	1.0-2.0	DESCRIPTIVE_ONLY	0.07327368421052632	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.8432415871287129	0.8632653	0.15828936782378716	0.2615990287128713	0.2674134	0.03699722543957854	0.18465708217821783	0.1849838	0.009830510705913927	895.4356435643564	893.0	91.38791390957691	1.0	806.2079207920792	804.0	87.196411592948	1.0	3.742574257425743	4.0	1.0497851297971696	1.0
P1MCPUFP__CPUFP500K_0404__00029	P1MCPUFP__CPUFP500K_0404__00029	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_8x6b_s917_544f4c3d4f0b	1931	2	2	1.0-2.0	DESCRIPTIVE_ONLY	0.05051578947368421	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.6088005465346534	0.6168015	0.13921413409768077	0.25529331881188116	0.270165	0.04086966514557016	0.20142134455445546	0.2014794	0.010352937159684267	702.980198019802	712.0	74.88089290822502	1.0	699.9207920792079	706.0	74.41809680478181	1.0	0.45544554455445546	0.0	0.6375192091883266	0.38613861386138615
P1MCPUFP__CPUFP500K_0404__00029	P1MCPUFP__CPUFP500K_0404__00029	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0404__00029_8x6b_s917_544f4c3d4f0b	3253	4	2	1.0-2.0	DESCRIPTIVE_ONLY	0.060026315789473685	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.4177833415841584	0.406098	0.08522492101331741	0.22351061089108912	0.2189651	0.020790853400887807	0.16913970693069308	0.1679077	0.009458275856972327	761.2277227722773	759.0	80.90636088372716	1.0	635.6039603960396	629.0	73.49467269815094	1.0	6.02970297029703	6.0	1.1811677855054843	1.0
P1MCPUFP__CPUFP500K_0188__00094	P1MCPUFP__CPUFP500K_0188__00094	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0188__00094_8x6b_s3047_b2396d2e729c	917	0	2	1.0-2.0	DESCRIPTIVE_ONLY	0.05485263157894737	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.8285378603960396	0.8428323	0.13565413661577774	0.23779154257425741	0.2391421	0.028027332712350306	0.1745656306930693	0.1741437	0.008603376010645071	690.980198019802	692.0	86.07663868143005	1.0	689.7821782178218	689.0	85.77100573596148	1.0	5.425742574257426	5.0	1.5308480446184674	1.0
P1MCPUFP__CPUFP500K_0188__00094	P1MCPUFP__CPUFP500K_0188__00094	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0188__00094_8x6b_s3047_b2396d2e729c	1931	1	2	1.0-2.0	DESCRIPTIVE_ONLY	0.04824210526315789	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.5382970108910891	0.5339761	0.08527676414510335	0.20084912376237624	0.1985979	0.020046843811152477	0.19214029306930694	0.1910892	0.0164625408939207	612.0792079207921	618.0	71.72067423166	1.0	595.7524752475248	600.0	69.73094060767835	1.0	1.693069306930693	2.0	0.9517318685701319	0.9207920792079208
P1MCPUFP__CPUFP500K_0188__00094	P1MCPUFP__CPUFP500K_0188__00094	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0188__00094_8x6b_s3047_b2396d2e729c	3253	2	2	1.0-2.0	DESCRIPTIVE_ONLY	0.05532105263157895	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.896361101980198	0.8929579	0.124620360530169	0.3150716386138614	0.3172982	0.03293642613403234	0.16986054554455446	0.1704289	0.007920089560331262	768.8316831683169	771.0	102.76523946219072	1.0	710.1386138613861	718.0	86.02716928682683	1.0	5.524752475247524	6.0	1.3686305897526712	1.0
P1MCPUFP__CPUFP500K_0188__00715	P1MCPUFP__CPUFP500K_0188__00715	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0188__00715_8x6b_s42_37a373c15ff2	917	4	2	1.0-2.0	DESCRIPTIVE_ONLY	0.053610526315789477	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.5928320594059406	0.4636188	0.2671325436505557	0.2554721118811881	0.2189107	0.06253827002276806	0.18874914257425743	0.1843314	0.015568669307331912	654.2772277227723	653.0	58.62147729488972	1.0	641.980198019802	646.0	57.414246032544405	1.0	2.297029702970297	2.0	1.3682724126274481	0.9405940594059405
P1MCPUFP__CPUFP500K_0188__00715	P1MCPUFP__CPUFP500K_0188__00715	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0188__00715_8x6b_s42_37a373c15ff2	1931	0	2	1.0-2.0	DESCRIPTIVE_ONLY	0.07558947368421053	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.5848229782178218	0.5911468	0.11225930824490006	0.24821015148514852	0.2496035	0.03164142996712816	0.1907610099009901	0.1898421	0.013649521575139512	693.5940594059406	691.0	68.91868910015337	1.0	612.990099009901	613.0	68.00211048697876	1.0	2.4356435643564356	2.0	1.4786657190173838	0.9405940594059405
P1MCPUFP__CPUFP500K_0188__00715	P1MCPUFP__CPUFP500K_0188__00715	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0188__00715_8x6b_s42_37a373c15ff2	3253	1	2	1.0-2.0	DESCRIPTIVE_ONLY	0.049084210526315786	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.6785085693069307	0.7210813	0.17143106131514954	0.2823765891089109	0.2905279	0.044514482401635594	0.17800535445544555	0.1774288	0.01113128080772828	837.1683168316831	849.0	95.92757884110001	1.0	815.7227722772277	828.0	91.3107108562131	1.0	3.514851485148515	4.0	0.9811476547990094	1.0
P1MCPUFP__CPUFP500K_0288__00659	P1MCPUFP__CPUFP500K_0288__00659	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0288__00659_8x6b_s3047_329c9d6b5be6	917	2	2	1.0-2.0	DESCRIPTIVE_ONLY	0.04789473684210526	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.8390341207920792	0.820576	0.14174553005478074	0.3508312465346535	0.3529758	0.029849024155356275	0.20728535742574258	0.2071735	0.013652872397667801	541.5247524752475	545.0	89.17105533796966	1.0	539.4257425742575	543.0	89.04102364514526	1.0	0.43564356435643564	0.0	0.620058150964403	0.37623762376237624
P1MCPUFP__CPUFP500K_0288__00659	P1MCPUFP__CPUFP500K_0288__00659	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0288__00659_8x6b_s3047_329c9d6b5be6	1931	4	2	1.0-2.0	DESCRIPTIVE_ONLY	0.0412	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.942549797029703	0.9525659	0.12632895225546145	0.35281575544554455	0.3566361	0.027710373522951297	0.18933818316831683	0.1888732	0.015077704601546577	745.8118811881188	734.0	83.0307962515361	1.0	745.6435643564356	734.0	82.97519421262054	1.0	1.4158415841584158	1.0	1.0461369458908745	0.7722772277227723
P1MCPUFP__CPUFP500K_0288__00659	P1MCPUFP__CPUFP500K_0288__00659	CORE_EXPLOITATION	CANDIDATE_P1MCPUFP__CPUFP500K_0288__00659_8x6b_s3047_329c9d6b5be6	3253	0	2	1.0-2.0	DESCRIPTIVE_ONLY	0.03934736842105263	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.6421298425742574	0.6401858	0.10739773589264352	0.25413321386138615	0.2552511	0.021941782833924298	0.19347143564356437	0.1913349	0.011258963214130571	774.4653465346535	778.0	93.15159202164524	1.0	768.049504950495	770.0	92.16809613580764	1.0	1.3465346534653466	1.0	0.7634684217289902	0.9207920792079208
P1MCPUFP__CPUFP500K_0134__00289	P1MCPUFP__CPUFP500K_0134__00289	PARENT_CDR3_DIVERSITY	CANDIDATE_P1MCPUFP__CPUFP500K_0134__00289_8x6b_s917_e52c9f8bfccd	917	1	2	1.0-2.0	DESCRIPTIVE_ONLY	0.0390125	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.4724636891089109	0.4619831	0.07466738104539757	0.1788064386138614	0.1768114	0.017143143558095156	0.17148064752475248	0.1690059	0.01036048206732893	924.5049504950495	925.0	80.0136898883685	1.0	880.6138613861386	879.0	79.1383010870911	1.0	2.5346534653465347	2.0	0.949876036056353	1.0
P1MCPUFP__CPUFP500K_0134__00289	P1MCPUFP__CPUFP500K_0134__00289	PARENT_CDR3_DIVERSITY	CANDIDATE_P1MCPUFP__CPUFP500K_0134__00289_8x6b_s917_e52c9f8bfccd	1931	2	2	1.0-2.0	DESCRIPTIVE_ONLY	0.05844375	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.5944475504950495	0.6164734	0.11204847255194372	0.23309430891089108	0.2362922	0.027131539180134764	0.16978888613861387	0.1691983	0.011186083657380132	911.960396039604	919.0	79.34096376107503	1.0	863.5940594059406	873.0	77.55868786744166	1.0	3.5643564356435644	4.0	1.0475415971244804	1.0
P1MCPUFP__CPUFP500K_0134__00289	P1MCPUFP__CPUFP500K_0134__00289	PARENT_CDR3_DIVERSITY	CANDIDATE_P1MCPUFP__CPUFP500K_0134__00289_8x6b_s917_e52c9f8bfccd	3253	4	2	1.0-2.0	DESCRIPTIVE_ONLY	0.0522625	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.4834911059405941	0.5063461	0.15724419702113573	0.20117204554455445	0.2109578	0.038096465788372794	0.17213845247524753	0.1702382	0.012075266128470418	828.6138613861386	827.0	66.89713846342494	1.0	784.4059405940594	783.0	63.86684449771635	1.0	1.6336633663366336	1.0	0.8410598250136753	0.9801980198019802
P1MCPUFP__CPUFP500K_0313__00128	P1MCPUFP__CPUFP500K_0313__00128	PARENT_CDR3_DIVERSITY	CANDIDATE_P1MCPUFP__CPUFP500K_0313__00128_8x6b_s1931_f0f7f932b8ac	917	0	2	1.0-2.0	DESCRIPTIVE_ONLY	0.05649333333333333	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.6399612485148515	0.6212887	0.1249655969501243	0.2308626405940594	0.2237737	0.03280338733206467	0.17002956039603961	0.1692721	0.00906218046643049	703.4257425742575	688.0	94.06005523486161	1.0	694.8613861386139	681.0	91.56635095809808	1.0	4.079207920792079	4.0	1.7782134115361306	1.0
P1MCPUFP__CPUFP500K_0313__00128	P1MCPUFP__CPUFP500K_0313__00128	PARENT_CDR3_DIVERSITY	CANDIDATE_P1MCPUFP__CPUFP500K_0313__00128_8x6b_s1931_f0f7f932b8ac	1931	1	2	1.0-2.0	DESCRIPTIVE_ONLY	0.05572666666666667	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.4081190702970297	0.3772894	0.11397101922002105	0.19372033564356436	0.193479	0.0171987258255112	0.17806726633663367	0.1772	0.011586957635419462	739.1485148514852	730.0	86.59092241296999	1.0	709.2376237623762	701.0	87.11164436774514	1.0	5.514851485148514	6.0	1.8054585078278298	1.0
P1MCPUFP__CPUFP500K_0313__00128	P1MCPUFP__CPUFP500K_0313__00128	PARENT_CDR3_DIVERSITY	CANDIDATE_P1MCPUFP__CPUFP500K_0313__00128_8x6b_s1931_f0f7f932b8ac	3253	2	2	1.0-2.0	DESCRIPTIVE_ONLY	0.048326666666666664	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	0.913683402970297	0.9364328	0.1906048089721448	0.31548794455445545	0.3237681	0.041247876766988247	0.17500072277227724	0.1703497	0.016978340564482174	485.41584158415844	490.0	82.47595116954662	1.0	477.7920792079208	487.0	79.13934531486227	1.0	2.594059405940594	2.0	1.1704126193104853	0.9900990099009901
P1MCPUFP__CPUFP500K_0432__00378	P1MCPUFP__CPUFP500K_0432__00378	PARENT_CDR3_DIVERSITY	CANDIDATE_P1MCPUFP__CPUFP500K_0432__00378_8x6b_s1931_5a5581b91d22	917	4	2	1.0-2.0	DESCRIPTIVE_ONLY	0.06909375	NOT_DIRECTLY_OBSERVABLE_IN_BINARY_MD	1.2072393376237625	1.1779664	0.1440925215015616	0.3450275316831683	0.3429504	0.031471414110368835	0.17517921683168317	0.1741953	0.011404788547208949	674.3267326732673	682.0	71.94815362548684	1.0	665.4158415841584	668.0	70.26460136149466	1.0	2.772277227722772	3.0	1.0037670444781663	1.0
