package_version,assay_sample_id,candidate_id,prospective_group_id,group_type,candidate_role,sequence_sha256,target_sequence_sha256,qc_status,binding_status,blocking_status,functional_status,truth_status,eligible_e6_candidate_axes,missing_or_exclusion_reasons,model_use_status
pvrig_v2_5_prospective_assay_execution_v1,PV25-8938C0A749C4,mut_18_PVRIG-39_cdr3_cons_F99Y,pvrig_family_39,paired_mutation_effect,conservative_mutant,0ea1ebdd5f9a5c3e5927d7986e70549d4cf9840079ed7ca5dc837ce1cc698438,b3d2735abe671004474d0196f9d010bbdf22ea2cec9ccb6d71b28f9bdb328075,PENDING_EXPRESSION_QC,NOT_INTERPRETABLE_WITHOUT_QC_PASS,NOT_ELIGIBLE_WITHOUT_VERIFIED_BINDING,NOT_ELIGIBLE_WITHOUT_VERIFIED_BLOCKING,PENDING_EXPRESSION_QC,0,expression_qc_pending,REVIEW_AND_NEW_VERSION_SPLIT_REQUIRED
pvrig_v2_5_prospective_assay_execution_v1,PV25-2BBDF6129351,mut_19_PVRIG-39_cdr3_arom_F99A,pvrig_family_39,paired_mutation_effect,paratope_disruptive_mutant,c39dc7d8ce6af2368e4fb1528a8525e77fde27448c2c84fa001e08e65655f6de,b3d2735abe671004474d0196f9d010bbdf22ea2cec9ccb6d71b28f9bdb328075,PENDING_EXPRESSION_QC,NOT_INTERPRETABLE_WITHOUT_QC_PASS,NOT_ELIGIBLE_WITHOUT_VERIFIED_BINDING,NOT_ELIGIBLE_WITHOUT_VERIFIED_BLOCKING,PENDING_EXPRESSION_QC,0,expression_qc_pending,REVIEW_AND_NEW_VERSION_SPLIT_REQUIRED
pvrig_v2_5_prospective_assay_execution_v1,PV25-9F1C72694644,case02_pos_01_PVRIG-151_HR151,pvrig_family_151,paired_mutation_effect,known_positive_reference,4e01a499c9625e7acec711f477dcdb9008279cf95763572ece323ba45581d220,b3d2735abe671004474d0196f9d010bbdf22ea2cec9ccb6d71b28f9bdb328075,PENDING_EXPRESSION_QC,NOT_INTERPRETABLE_WITHOUT_QC_PASS,NOT_ELIGIBLE_WITHOUT_VERIFIED_BINDING,NOT_ELIGIBLE_WITHOUT_VERIFIED_BLOCKING,PENDING_EXPRESSION_QC,0,expression_qc_pending,REVIEW_AND_NEW_VERSION_SPLIT_REQUIRED
pvrig_v2_5_prospective_assay_execution_v1,PV25-F64FB2334278,prospective_HR151_cdr3_cons_Y116F,pvrig_family_151,paired_mutation_effect,conservative_mutant,799feaaf9f1c669876339f3a766ffcdd7c40738bf6d36ffad0979138914694ca,b3d2735abe671004474d0196f9d010bbdf22ea2cec9ccb6d71b28f9bdb328075,PENDING_EXPRESSION_QC,NOT_INTERPRETABLE_WITHOUT_QC_PASS,NOT_ELIGIBLE_WITHOUT_VERIFIED_BINDING,NOT_ELIGIBLE_WITHOUT_VERIFIED_BLOCKING,PENDING_EXPRESSION_QC,0,expression_qc_pending,REVIEW_AND_NEW_VERSION_SPLIT_REQUIRED
pvrig_v2_5_prospective_assay_execution_v1,PV25-F02C5D45E58B,prospective_HR151_cdr3_arom_Y116A,pvrig_family_151,paired_mutation_effect,paratope_disruptive_mutant,09df34d971eecdee33b3c6be271101d38c364b67523dc4a4bbd67ccb7c14e3e4,b3d2735abe671004474d0196f9d010bbdf22ea2cec9ccb6d71b28f9bdb328075,PENDING_EXPRESSION_QC,NOT_INTERPRETABLE_WITHOUT_QC_PASS,NOT_ELIGIBLE_WITHOUT_VERIFIED_BINDING,NOT_ELIGIBLE_WITHOUT_VERIFIED_BLOCKING,PENDING_EXPRESSION_QC,0,expression_qc_pending,REVIEW_AND_NEW_VERSION_SPLIT_REQUIRED
pvrig_v2_5_prospective_assay_execution_v1,PV25-EF3F71502C71,zym_test_359954,pvrig_binder_nonblocker_screen_A,binder_nonblocker_enrichment,de_novo_binding_and_competition_screen,4ec2ce280cb73d47eb6bc460a4a784f055f40776acce5c6e362c13f5ae936ecd,b3d2735abe671004474d0196f9d010bbdf22ea2cec9ccb6d71b28f9bdb328075,PENDING_EXPRESSION_QC,NOT_INTERPRETABLE_WITHOUT_QC_PASS,NOT_ELIGIBLE_WITHOUT_VERIFIED_BINDING,NOT_ELIGIBLE_WITHOUT_VERIFIED_BLOCKING,PENDING_EXPRESSION_QC,0,expression_qc_pending,REVIEW_AND_NEW_VERSION_SPLIT_REQUIRED
pvrig_v2_5_prospective_assay_execution_v1,PV25-B7BCA72D92CC,zym_test_5495,pvrig_binder_nonblocker_screen_A,binder_nonblocker_enrichment,de_novo_binding_and_competition_screen,af56e1f430cd23bfe6c767cae60e98c83d165aa0deed72f764924fb64dd409d6,b3d2735abe671004474d0196f9d010bbdf22ea2cec9ccb6d71b28f9bdb328075,PENDING_EXPRESSION_QC,NOT_INTERPRETABLE_WITHOUT_QC_PASS,NOT_ELIGIBLE_WITHOUT_VERIFIED_BINDING,NOT_ELIGIBLE_WITHOUT_VERIFIED_BLOCKING,PENDING_EXPRESSION_QC,0,expression_qc_pending,REVIEW_AND_NEW_VERSION_SPLIT_REQUIRED
pvrig_v2_5_prospective_assay_execution_v1,PV25-81A9A17E9E11,zym_test_21966,pvrig_binder_nonblocker_screen_A,binder_nonblocker_enrichment,de_novo_binding_and_competition_screen,edfff0764308060abdfea037868754fa8f15ca1ba1438bc6fd26f969f4b0b007,b3d2735abe671004474d0196f9d010bbdf22ea2cec9ccb6d71b28f9bdb328075,PENDING_EXPRESSION_QC,NOT_INTERPRETABLE_WITHOUT_QC_PASS,NOT_ELIGIBLE_WITHOUT_VERIFIED_BINDING,NOT_ELIGIBLE_WITHOUT_VERIFIED_BLOCKING,PENDING_EXPRESSION_QC,0,expression_qc_pending,REVIEW_AND_NEW_VERSION_SPLIT_REQUIRED
pvrig_v2_5_prospective_assay_execution_v1,PV25-8E96BF37FD37,zym_test_3633872,pvrig_binder_nonblocker_screen_B,binder_nonblocker_enrichment,de_novo_binding_and_competition_screen,0d019d7ee203854ba04c80356f1e8ca2ed35e14ff609b7ba5ab63e0f3214c57a,b3d2735abe671004474d0196f9d010bbdf22ea2cec9ccb6d71b28f9bdb328075,PENDING_EXPRESSION_QC,NOT_INTERPRETABLE_WITHOUT_QC_PASS,NOT_ELIGIBLE_WITHOUT_VERIFIED_BINDING,NOT_ELIGIBLE_WITHOUT_VERIFIED_BLOCKING,PENDING_EXPRESSION_QC,0,expression_qc_pending,REVIEW_AND_NEW_VERSION_SPLIT_REQUIRED
pvrig_v2_5_prospective_assay_execution_v1,PV25-0B63D218E0F3,zym_test_8787,pvrig_binder_nonblocker_screen_B,binder_nonblocker_enrichment,de_novo_binding_and_competition_screen,a58fdec054e565dd8dcd95dee5f1c4508a26feeca4e5a126db66ebe2a77aa8a6,b3d2735abe671004474d0196f9d010bbdf22ea2cec9ccb6d71b28f9bdb328075,PENDING_EXPRESSION_QC,NOT_INTERPRETABLE_WITHOUT_QC_PASS,NOT_ELIGIBLE_WITHOUT_VERIFIED_BINDING,NOT_ELIGIBLE_WITHOUT_VERIFIED_BLOCKING,PENDING_EXPRESSION_QC,0,expression_qc_pending,REVIEW_AND_NEW_VERSION_SPLIT_REQUIRED
pvrig_v2_5_prospective_assay_execution_v1,PV25-25F7D6778F87,zym_test_108006,pvrig_binder_nonblocker_screen_B,binder_nonblocker_enrichment,de_novo_binding_and_competition_screen,76413dbdc48ab17b144ab10be41e5ebc07b20faeab5865f6b893aea2d5ddf0bb,b3d2735abe671004474d0196f9d010bbdf22ea2cec9ccb6d71b28f9bdb328075,PENDING_EXPRESSION_QC,NOT_INTERPRETABLE_WITHOUT_QC_PASS,NOT_ELIGIBLE_WITHOUT_VERIFIED_BINDING,NOT_ELIGIBLE_WITHOUT_VERIFIED_BLOCKING,PENDING_EXPRESSION_QC,0,expression_qc_pending,REVIEW_AND_NEW_VERSION_SPLIT_REQUIRED
pvrig_v2_5_prospective_assay_execution_v1,PV25-9215C414C637,mut_04_PVRIG-20_cdr3_center_ala_scan,pvrig_verified_nonbinder_confirmation,verified_nonbinder_confirmation,negative_verification_candidate_not_current_negative,bee6330a40a63d973e04aa60020b6da8a7b190ad16a3e3059528fe83499454f0,b3d2735abe671004474d0196f9d010bbdf22ea2cec9ccb6d71b28f9bdb328075,PENDING_EXPRESSION_QC,NOT_INTERPRETABLE_WITHOUT_QC_PASS,NOT_ELIGIBLE_WITHOUT_VERIFIED_BINDING,NOT_ELIGIBLE_WITHOUT_VERIFIED_BLOCKING,PENDING_EXPRESSION_QC,0,expression_qc_pending,REVIEW_AND_NEW_VERSION_SPLIT_REQUIRED
pvrig_v2_5_prospective_assay_execution_v1,PV25-D4008458DBA9,mut_10_PVRIG-30_cdr3_center_ala_scan,pvrig_verified_nonbinder_confirmation,verified_nonbinder_confirmation,negative_verification_candidate_not_current_negative,776cdaad0ea3b79b9fd7f9d32614849b2cf7b0916b715f37816d5bda9487ec97,b3d2735abe671004474d0196f9d010bbdf22ea2cec9ccb6d71b28f9bdb328075,PENDING_EXPRESSION_QC,NOT_INTERPRETABLE_WITHOUT_QC_PASS,NOT_ELIGIBLE_WITHOUT_VERIFIED_BINDING,NOT_ELIGIBLE_WITHOUT_VERIFIED_BLOCKING,PENDING_EXPRESSION_QC,0,expression_qc_pending,REVIEW_AND_NEW_VERSION_SPLIT_REQUIRED
pvrig_v2_5_prospective_assay_execution_v1,PV25-47791B58B2D2,mut_15_PVRIG-38_cdr3_center_ala_scan,pvrig_verified_nonbinder_confirmation,verified_nonbinder_confirmation,negative_verification_candidate_not_current_negative,50974adf3805444b38285f234af7db5f69871d6a9f0a7f41fb2bd68965d77681,b3d2735abe671004474d0196f9d010bbdf22ea2cec9ccb6d71b28f9bdb328075,PENDING_EXPRESSION_QC,NOT_INTERPRETABLE_WITHOUT_QC_PASS,NOT_ELIGIBLE_WITHOUT_VERIFIED_BINDING,NOT_ELIGIBLE_WITHOUT_VERIFIED_BLOCKING,PENDING_EXPRESSION_QC,0,expression_qc_pending,REVIEW_AND_NEW_VERSION_SPLIT_REQUIRED
