candidate_id	nbb2_status	monomer_pdb	geometry_report	sequence_validation_report	sequence_exact_match	monomer_qc_score	monomer_clash_score	ca_count	adjacent_ca_distance_min	adjacent_ca_distance_median	adjacent_ca_distance_max	adjacent_ca_distance_gt_6A	likely_sane_backbone
PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn02/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn02_sequence_validation.json	True	1.0		120	3.770195087790552	3.8374421168273014	3.9111218339499474	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn03	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn03/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn03_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn03_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn03_sequence_validation.json	True	1.0		120	3.725451516259472	3.838838365964371	3.929519817993033	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn00/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn00_sequence_validation.json	True	1.0		122	3.7759159153773534	3.83838624945432	3.8935456848481955	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn01/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn01_sequence_validation.json	True	1.0		122	3.7714926753210043	3.8402507730615723	3.9065496285085133	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn02/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn02_sequence_validation.json	True	1.0		122	3.766058151436326	3.8376770317472	3.9096354049962256	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn03	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn03/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn03_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn03_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn03_sequence_validation.json	True	1.0		122	3.7463029776033863	3.84190798952812	3.9193083573508227	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn00/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn00_sequence_validation.json	True	1.0		120	3.7482118403313334	3.839374167751822	3.903628440310374	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn01/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn01_sequence_validation.json	True	1.0		120	3.7768359773757716	3.8441021058239344	3.938192859675615	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn02/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn02_sequence_validation.json	True	1.0		120	3.725263212177093	3.835901588935775	3.9302348530335944	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn03	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn03/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn03_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn03_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn03_sequence_validation.json	True	1.0		120	3.762376908285505	3.83689939925456	3.900848625619815	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn00/PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn00_sequence_validation.json	True	1.0		124	3.613445032098869	3.8377611963226688	3.8936574066037184	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn01/PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn01_sequence_validation.json	True	1.0		124	3.648201337645717	3.836120957425612	3.8949292676504412	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn02/PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb005_mpn02_sequence_validation.json	True	1.0		124	3.7572237090703022	3.8359912669347924	3.910149869250538	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn00/PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn00_sequence_validation.json	True	1.0		122	3.7499667998530337	3.83446032708646	3.889789454456372	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn01/PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn01_sequence_validation.json	True	1.0		122	3.7090738736239808	3.839900259121322	3.8924899486061615	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn02/PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb006_mpn02_sequence_validation.json	True	1.0		122	3.7717437611799673	3.840244783864695	3.9020356225949557	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn00/PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn00_sequence_validation.json	True	1.0		123	3.585458129723453	3.838996483457623	3.8897384230819427	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn01/PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn01_sequence_validation.json	True	1.0		123	3.741753599584024	3.838133661038917	3.9114208415868514	0	True
PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn02/PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_L_bb007_mpn02_sequence_validation.json	True	1.0		123	3.778998544588236	3.845814608116205	3.899888331734641	0	True
PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn00/PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn00_sequence_validation.json	True	1.0		114	3.7579881585763415	3.8387320823417723	3.899730375295195	0	True
PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn01/PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn01_sequence_validation.json	True	1.0		114	3.782887124935134	3.8441733831865594	3.889059783546661	0	True
PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn03	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn03/PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn03_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn03_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb000_mpn03_sequence_validation.json	True	1.0		114	3.7661281178419834	3.837046259820175	3.892383074672892	0	True
PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn00/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn00_sequence_validation.json	True	1.0		116	3.752397633513804	3.840515069622824	3.8965011228023534	0	True
PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn01/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn01_sequence_validation.json	True	1.0		116	3.7637074806631823	3.8391663157513762	3.910484496836677	0	True
PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn02	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn02/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn02_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn02_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn02_sequence_validation.json	True	1.0		116	3.591777554359401	3.8345995879622166	3.8833606579868403	0	True
PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn03	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn03/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn03_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn03_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb001_mpn03_sequence_validation.json	True	1.0		116	3.748542249995323	3.8371611902551086	3.883569234608804	0	True
PVRIG_RFAb_v2_P1_ekg_S_bb002_mpn00	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_S_bb002_mpn00/PVRIG_RFAb_v2_P1_ekg_S_bb002_mpn00_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb002_mpn00_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb002_mpn00_sequence_validation.json	True	1.0		114	3.745798713225258	3.83959450984085	3.898669516642825	0	True
PVRIG_RFAb_v2_P1_ekg_S_bb002_mpn01	success	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/monomer/PVRIG_RFAb_v2_P1_ekg_S_bb002_mpn01/PVRIG_RFAb_v2_P1_ekg_S_bb002_mpn01_vhh_chainA.pdb	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb002_mpn01_monomer_geometry_qc.json	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/reports/PVRIG_RFAb_v2_P1_ekg_S_bb002_mpn01_sequence_validation.json	True	1.0		114	3.7478385771001395	3.841610860042959	3.8998626898905053	0	True
