pair_id,nanobody_id,antigen_id,probability,prediction
22,P1MCPUFP__CPUFP500K_0040__00021,pvrig_8x6b_chainB,0.8034220933914185,1
23,P1MCPUFP__CPUFP500K_0038__00022,pvrig_8x6b_chainB,0.6950936317443848,1
24,P1MCPUFP__CPUFP500K_0037__00023,pvrig_8x6b_chainB,0.8219829201698303,1
25,P1MCPUFP__CPUFP500K_0028__00031,pvrig_8x6b_chainB,0.14120300114154816,0
26,P1MCPUFP__CPUFP500K_0030__00036,pvrig_8x6b_chainB,0.4067678451538086,1
27,P1MCPUFP__CPUFP500K_0029__00026,pvrig_8x6b_chainB,0.3529229760169983,1
28,P1MCPUFP__CPUFP500K_0020__00027,pvrig_8x6b_chainB,0.5479733943939209,1
29,P1MCPUFP__CPUFP500K_0019__00028,pvrig_8x6b_chainB,0.6209458112716675,1
30,P1MCPUFP__CPUFP500K_0021__00029,pvrig_8x6b_chainB,0.1598517894744873,0
31,P1MCPUFP__CPUFP500K_0012__00036,pvrig_8x6b_chainB,0.20342376828193665,0
32,P1MCPUFP__CPUFP500K_0010__00031,pvrig_8x6b_chainB,0.34580743312835693,1
33,P1MCPUFP__CPUFP500K_0013__00032,pvrig_8x6b_chainB,0.1400570124387741,0
34,P1MCPUFP__CPUFP500K_0008__00077,pvrig_8x6b_chainB,0.3437804877758026,1
35,P1MCPUFP__CPUFP500K_0002__00546,pvrig_8x6b_chainB,0.2192622274160385,0
36,P1MCPUFP__CPUFP500K_0001__00037,pvrig_8x6b_chainB,0.23666754364967346,0
37,P1MCPUFP__CPUFP500K_0092__00695,pvrig_8x6b_chainB,0.016873912885785103,0
38,P1MCPUFP__CPUFP500K_0091__00072,pvrig_8x6b_chainB,0.19884677231311798,0
39,P1MCPUFP__CPUFP500K_0193__00225,pvrig_8x6b_chainB,0.20995037257671356,0
40,P1MCPUFP__CPUFP500K_0084__00043,pvrig_8x6b_chainB,0.4487875699996948,1
41,P1MCPUFP__CPUFP500K_0082__00121,pvrig_8x6b_chainB,0.16075606644153595,0
42,P1MCPUFP__CPUFP500K_0085__00046,pvrig_8x6b_chainB,0.4934253394603729,1
43,P1MCPUFP__CPUFP500K_0076__00041,pvrig_8x6b_chainB,0.36663204431533813,1
44,P1MCPUFP__CPUFP500K_0074__00042,pvrig_8x6b_chainB,0.44723084568977356,1
45,P1MCPUFP__CPUFP500K_0073__00044,pvrig_8x6b_chainB,0.523475706577301,1
46,P1MCPUFP__CPUFP500K_0064__00044,pvrig_8x6b_chainB,0.27073535323143005,0
47,P1MCPUFP__CPUFP500K_0066__00045,pvrig_8x6b_chainB,0.39787599444389343,1
48,P1MCPUFP__CPUFP500K_0065__00046,pvrig_8x6b_chainB,0.3995579779148102,1
49,P1MCPUFP__CPUFP500K_0056__00047,pvrig_8x6b_chainB,0.22883550822734833,0
50,P1MCPUFP__CPUFP500K_0055__00048,pvrig_8x6b_chainB,0.1263859122991562,0
51,P1MCPUFP__CPUFP500K_0057__00049,pvrig_8x6b_chainB,0.10977791249752045,0
52,P1MCPUFP__CPUFP500K_0048__00050,pvrig_8x6b_chainB,0.6860798001289368,1
53,P1MCPUFP__CPUFP500K_0046__00055,pvrig_8x6b_chainB,0.3486455976963043,1
54,P1MCPUFP__CPUFP500K_0049__00212,pvrig_8x6b_chainB,0.6500465869903564,1
55,P1MCPUFP__CPUFP500K_0040__00054,pvrig_8x6b_chainB,0.7443850636482239,1
56,P1MCPUFP__CPUFP500K_0038__00054,pvrig_8x6b_chainB,0.7710487842559814,1
57,P1MCPUFP__CPUFP500K_0037__00055,pvrig_8x6b_chainB,0.851039707660675,1
58,P1MCPUFP__CPUFP500K_0028__00071,pvrig_8x6b_chainB,0.3810831606388092,1
59,P1MCPUFP__CPUFP500K_0030__00075,pvrig_8x6b_chainB,0.5836535096168518,1
60,P1MCPUFP__CPUFP500K_0029__00058,pvrig_8x6b_chainB,0.3990722894668579,1
61,P1MCPUFP__CPUFP500K_0020__00059,pvrig_8x6b_chainB,0.3585610091686249,1
62,P1MCPUFP__CPUFP500K_0019__00060,pvrig_8x6b_chainB,0.5567601919174194,1
63,P1MCPUFP__CPUFP500K_0021__00061,pvrig_8x6b_chainB,0.32170698046684265,1
64,P1MCPUFP__CPUFP500K_0012__00074,pvrig_8x6b_chainB,0.21216751635074615,0
65,P1MCPUFP__CPUFP500K_0010__00063,pvrig_8x6b_chainB,0.4362412691116333,1
66,P1MCPUFP__CPUFP500K_0013__00064,pvrig_8x6b_chainB,0.4800288677215576,1
67,P1MCPUFP__CPUFP500K_0008__00190,pvrig_8x6b_chainB,0.27726423740386963,0
68,P1MCPUFP__CPUFP500K_0002__00919,pvrig_8x6b_chainB,0.5182119607925415,1
69,P1MCPUFP__CPUFP500K_0001__00070,pvrig_8x6b_chainB,0.10794457793235779,0
70,P1MCPUFP__CPUFP500K_0096__00595,pvrig_8x6b_chainB,0.17164777219295502,0
71,P1MCPUFP__CPUFP500K_0091__00124,pvrig_8x6b_chainB,0.13374897837638855,0
72,P1MCPUFP__CPUFP500K_0193__00647,pvrig_8x6b_chainB,0.277059942483902,0
73,P1MCPUFP__CPUFP500K_0084__00079,pvrig_8x6b_chainB,0.2939644753932953,0
74,P1MCPUFP__CPUFP500K_0082__00224,pvrig_8x6b_chainB,0.25459983944892883,0
75,P1MCPUFP__CPUFP500K_0085__00083,pvrig_8x6b_chainB,0.5020737051963806,1
76,P1MCPUFP__CPUFP500K_0076__00073,pvrig_8x6b_chainB,0.7457129955291748,1
77,P1MCPUFP__CPUFP500K_0074__00075,pvrig_8x6b_chainB,0.5690664052963257,1
78,P1MCPUFP__CPUFP500K_0073__00076,pvrig_8x6b_chainB,0.4025243818759918,1
79,P1MCPUFP__CPUFP500K_0064__00076,pvrig_8x6b_chainB,0.23564855754375458,0
80,P1MCPUFP__CPUFP500K_0066__00077,pvrig_8x6b_chainB,0.4221683442592621,1
81,P1MCPUFP__CPUFP500K_0065__00078,pvrig_8x6b_chainB,0.20780964195728302,0
82,P1MCPUFP__CPUFP500K_0056__00079,pvrig_8x6b_chainB,0.14007651805877686,0
83,P1MCPUFP__CPUFP500K_0055__00081,pvrig_8x6b_chainB,0.06298056989908218,0
84,P1MCPUFP__CPUFP500K_0057__00081,pvrig_8x6b_chainB,0.14290697872638702,0
85,P1MCPUFP__CPUFP500K_0048__00083,pvrig_8x6b_chainB,0.6242948770523071,1
86,P1MCPUFP__CPUFP500K_0046__00091,pvrig_8x6b_chainB,0.511869490146637,1
87,P1MCPUFP__CPUFP500K_0049__00338,pvrig_8x6b_chainB,0.5490545630455017,1
88,P1MCPUFP__CPUFP500K_0040__00086,pvrig_8x6b_chainB,0.8502619862556458,1
89,P1MCPUFP__CPUFP500K_0038__00086,pvrig_8x6b_chainB,0.7849053144454956,1
90,P1MCPUFP__CPUFP500K_0037__00087,pvrig_8x6b_chainB,0.8778204917907715,1
91,P1MCPUFP__CPUFP500K_0028__00109,pvrig_8x6b_chainB,0.13560956716537476,0
92,P1MCPUFP__CPUFP500K_0030__00114,pvrig_8x6b_chainB,0.7210981249809265,1
93,P1MCPUFP__CPUFP500K_0029__00090,pvrig_8x6b_chainB,0.5048640966415405,1
94,P1MCPUFP__CPUFP500K_0020__00091,pvrig_8x6b_chainB,0.2857029139995575,0
95,P1MCPUFP__CPUFP500K_0019__00092,pvrig_8x6b_chainB,0.5258707404136658,1
96,P1MCPUFP__CPUFP500K_0021__00094,pvrig_8x6b_chainB,0.42454591393470764,1
97,P1MCPUFP__CPUFP500K_0012__00112,pvrig_8x6b_chainB,0.1706160604953766,0
98,P1MCPUFP__CPUFP500K_0010__00095,pvrig_8x6b_chainB,0.40913310647010803,1
99,P1MCPUFP__CPUFP500K_0013__00097,pvrig_8x6b_chainB,0.21614818274974823,0
100,P1MCPUFP__CPUFP500K_0008__00288,pvrig_8x6b_chainB,0.28915414214134216,0
101,P1MCPUFP__CPUFP500K_0003__00193,pvrig_8x6b_chainB,0.2128235101699829,0
102,P1MCPUFP__CPUFP500K_0001__00106,pvrig_8x6b_chainB,0.3302403688430786,1
103,P1MCPUFP__CPUFP500K_0192__00161,pvrig_8x6b_chainB,0.1555158793926239,0
104,P1MCPUFP__CPUFP500K_0091__00195,pvrig_8x6b_chainB,0.33860287070274353,1
105,P1MCPUFP__CPUFP500K_0197__00336,pvrig_8x6b_chainB,0.05100470408797264,0
106,P1MCPUFP__CPUFP500K_0084__00118,pvrig_8x6b_chainB,0.3536541163921356,1
107,P1MCPUFP__CPUFP500K_0082__00325,pvrig_8x6b_chainB,0.20818127691745758,0
108,P1MCPUFP__CPUFP500K_0085__00119,pvrig_8x6b_chainB,0.46574363112449646,1
109,P1MCPUFP__CPUFP500K_0076__00105,pvrig_8x6b_chainB,0.22082006931304932,0
110,P1MCPUFP__CPUFP500K_0074__00108,pvrig_8x6b_chainB,0.6731027960777283,1
111,P1MCPUFP__CPUFP500K_0073__00108,pvrig_8x6b_chainB,0.5449734330177307,1
112,P1MCPUFP__CPUFP500K_0064__00108,pvrig_8x6b_chainB,0.2625581920146942,0
113,P1MCPUFP__CPUFP500K_0066__00109,pvrig_8x6b_chainB,0.547852098941803,1
114,P1MCPUFP__CPUFP500K_0065__00110,pvrig_8x6b_chainB,0.32740727066993713,1
115,P1MCPUFP__CPUFP500K_0056__00111,pvrig_8x6b_chainB,0.08741646260023117,0
116,P1MCPUFP__CPUFP500K_0055__00113,pvrig_8x6b_chainB,0.3204638361930847,1
117,P1MCPUFP__CPUFP500K_0057__00113,pvrig_8x6b_chainB,0.06490669399499893,0
118,P1MCPUFP__CPUFP500K_0048__00115,pvrig_8x6b_chainB,0.5652415752410889,1
119,P1MCPUFP__CPUFP500K_0046__00128,pvrig_8x6b_chainB,0.404700368642807,1
120,P1MCPUFP__CPUFP500K_0049__00461,pvrig_8x6b_chainB,0.4028346538543701,1
121,P1MCPUFP__CPUFP500K_0040__00118,pvrig_8x6b_chainB,0.9010765552520752,1
122,P1MCPUFP__CPUFP500K_0038__00118,pvrig_8x6b_chainB,0.730373203754425,1
123,P1MCPUFP__CPUFP500K_0037__00119,pvrig_8x6b_chainB,0.8319207429885864,1
124,P1MCPUFP__CPUFP500K_0028__00150,pvrig_8x6b_chainB,0.2608710527420044,0
125,P1MCPUFP__CPUFP500K_0030__00154,pvrig_8x6b_chainB,0.5953173041343689,1
126,P1MCPUFP__CPUFP500K_0029__00123,pvrig_8x6b_chainB,0.5044919848442078,1
127,P1MCPUFP__CPUFP500K_0020__00123,pvrig_8x6b_chainB,0.5588005781173706,1
128,P1MCPUFP__CPUFP500K_0019__00124,pvrig_8x6b_chainB,0.5715221166610718,1
129,P1MCPUFP__CPUFP500K_0021__00126,pvrig_8x6b_chainB,0.24436794221401215,0
130,P1MCPUFP__CPUFP500K_0012__00152,pvrig_8x6b_chainB,0.5776264071464539,1
131,P1MCPUFP__CPUFP500K_0010__00127,pvrig_8x6b_chainB,0.4202546775341034,1
132,P1MCPUFP__CPUFP500K_0013__00129,pvrig_8x6b_chainB,0.19264543056488037,0
133,P1MCPUFP__CPUFP500K_0008__00381,pvrig_8x6b_chainB,0.11642514914274216,0
134,P1MCPUFP__CPUFP500K_0003__00366,pvrig_8x6b_chainB,0.23565877974033356,0
135,P1MCPUFP__CPUFP500K_0001__00146,pvrig_8x6b_chainB,0.18824352324008942,0
136,P1MCPUFP__CPUFP500K_0192__00344,pvrig_8x6b_chainB,0.29427486658096313,0
137,P1MCPUFP__CPUFP500K_0091__00267,pvrig_8x6b_chainB,0.18363867700099945,0
138,P1MCPUFP__CPUFP500K_0289__00006,pvrig_8x6b_chainB,0.1888638436794281,0
139,P1MCPUFP__CPUFP500K_0084__00154,pvrig_8x6b_chainB,0.22038105130195618,0
140,P1MCPUFP__CPUFP500K_0082__00479,pvrig_8x6b_chainB,0.15275950729846954,0
141,P1MCPUFP__CPUFP500K_0085__00152,pvrig_8x6b_chainB,0.5998478531837463,1
142,P1MCPUFP__CPUFP500K_0076__00137,pvrig_8x6b_chainB,0.36016249656677246,1
143,P1MCPUFP__CPUFP500K_0074__00141,pvrig_8x6b_chainB,0.5007038116455078,1
144,P1MCPUFP__CPUFP500K_0073__00140,pvrig_8x6b_chainB,0.46482163667678833,1
145,P1MCPUFP__CPUFP500K_0064__00140,pvrig_8x6b_chainB,0.5225003957748413,1
146,P1MCPUFP__CPUFP500K_0066__00141,pvrig_8x6b_chainB,0.49731624126434326,1
147,P1MCPUFP__CPUFP500K_0065__00142,pvrig_8x6b_chainB,0.5055345892906189,1
148,P1MCPUFP__CPUFP500K_0056__00143,pvrig_8x6b_chainB,0.16986645758152008,0
149,P1MCPUFP__CPUFP500K_0055__00145,pvrig_8x6b_chainB,0.1483103632926941,0
150,P1MCPUFP__CPUFP500K_0057__00146,pvrig_8x6b_chainB,0.09403782337903976,0
151,P1MCPUFP__CPUFP500K_0048__00147,pvrig_8x6b_chainB,0.48667073249816895,1
152,P1MCPUFP__CPUFP500K_0046__00162,pvrig_8x6b_chainB,0.43200209736824036,1
153,P1MCPUFP__CPUFP500K_0049__00580,pvrig_8x6b_chainB,0.5598036050796509,1
154,P1MCPUFP__CPUFP500K_0040__00150,pvrig_8x6b_chainB,0.9054617881774902,1
155,P1MCPUFP__CPUFP500K_0038__00151,pvrig_8x6b_chainB,0.8290826678276062,1
156,P1MCPUFP__CPUFP500K_0037__00152,pvrig_8x6b_chainB,0.8644194602966309,1
157,P1MCPUFP__CPUFP500K_0028__00188,pvrig_8x6b_chainB,0.21676449477672577,0
158,P1MCPUFP__CPUFP500K_0030__00203,pvrig_8x6b_chainB,0.5590613484382629,1
159,P1MCPUFP__CPUFP500K_0029__00155,pvrig_8x6b_chainB,0.4170861542224884,1
160,P1MCPUFP__CPUFP500K_0020__00155,pvrig_8x6b_chainB,0.45891839265823364,1
161,P1MCPUFP__CPUFP500K_0019__00156,pvrig_8x6b_chainB,0.5376829504966736,1
162,P1MCPUFP__CPUFP500K_0021__00158,pvrig_8x6b_chainB,0.27432823181152344,0
163,P1MCPUFP__CPUFP500K_0012__00187,pvrig_8x6b_chainB,0.2987915575504303,0
164,P1MCPUFP__CPUFP500K_0010__00159,pvrig_8x6b_chainB,0.37128135561943054,1
165,P1MCPUFP__CPUFP500K_0013__00161,pvrig_8x6b_chainB,0.5051116347312927,1
166,P1MCPUFP__CPUFP500K_0008__00469,pvrig_8x6b_chainB,0.4440557658672333,1
167,P1MCPUFP__CPUFP500K_0003__00508,pvrig_8x6b_chainB,0.1472862958908081,0
168,P1MCPUFP__CPUFP500K_0001__00182,pvrig_8x6b_chainB,0.1470414400100708,0
169,P1MCPUFP__CPUFP500K_0192__00532,pvrig_8x6b_chainB,0.11305941641330719,0
170,P1MCPUFP__CPUFP500K_0091__00327,pvrig_8x6b_chainB,0.1522076427936554,0
171,P1MCPUFP__CPUFP500K_0289__00066,pvrig_8x6b_chainB,0.3328290283679962,1
172,P1MCPUFP__CPUFP500K_0084__00195,pvrig_8x6b_chainB,0.31460854411125183,1
173,P1MCPUFP__CPUFP500K_0082__00594,pvrig_8x6b_chainB,0.08780848234891891,0
174,P1MCPUFP__CPUFP500K_0085__00187,pvrig_8x6b_chainB,0.37753286957740784,1
175,P1MCPUFP__CPUFP500K_0076__00169,pvrig_8x6b_chainB,0.30756452679634094,1
176,P1MCPUFP__CPUFP500K_0074__00174,pvrig_8x6b_chainB,0.618709921836853,1
177,P1MCPUFP__CPUFP500K_0073__00174,pvrig_8x6b_chainB,0.5872908234596252,1
178,P1MCPUFP__CPUFP500K_0064__00172,pvrig_8x6b_chainB,0.1483665108680725,0
179,P1MCPUFP__CPUFP500K_0066__00174,pvrig_8x6b_chainB,0.3412582278251648,1
180,P1MCPUFP__CPUFP500K_0065__00174,pvrig_8x6b_chainB,0.30517569184303284,1
181,P1MCPUFP__CPUFP500K_0056__00175,pvrig_8x6b_chainB,0.13725470006465912,0
182,P1MCPUFP__CPUFP500K_0055__00178,pvrig_8x6b_chainB,0.06555158644914627,0
183,P1MCPUFP__CPUFP500K_0057__00178,pvrig_8x6b_chainB,0.054889652878046036,0
184,P1MCPUFP__CPUFP500K_0048__00179,pvrig_8x6b_chainB,0.6735826134681702,1
185,P1MCPUFP__CPUFP500K_0046__00196,pvrig_8x6b_chainB,0.4758465886116028,1
186,P1MCPUFP__CPUFP500K_0049__00696,pvrig_8x6b_chainB,0.6218737959861755,1
187,P1MCPUFP__CPUFP500K_0040__00182,pvrig_8x6b_chainB,0.7615079879760742,1
188,P1MCPUFP__CPUFP500K_0038__00183,pvrig_8x6b_chainB,0.826198399066925,1
189,P1MCPUFP__CPUFP500K_0037__00185,pvrig_8x6b_chainB,0.6994144916534424,1
190,P1MCPUFP__CPUFP500K_0028__00230,pvrig_8x6b_chainB,0.4571460485458374,1
191,P1MCPUFP__CPUFP500K_0030__00241,pvrig_8x6b_chainB,0.5787737369537354,1
192,P1MCPUFP__CPUFP500K_0029__00187,pvrig_8x6b_chainB,0.32184991240501404,1
193,P1MCPUFP__CPUFP500K_0020__00187,pvrig_8x6b_chainB,0.4268876016139984,1
194,P1MCPUFP__CPUFP500K_0019__00188,pvrig_8x6b_chainB,0.6566746234893799,1
195,P1MCPUFP__CPUFP500K_0021__00190,pvrig_8x6b_chainB,0.6513388156890869,1
196,P1MCPUFP__CPUFP500K_0012__00225,pvrig_8x6b_chainB,0.44861072301864624,1
197,P1MCPUFP__CPUFP500K_0010__00192,pvrig_8x6b_chainB,0.40165045857429504,1
198,P1MCPUFP__CPUFP500K_0013__00194,pvrig_8x6b_chainB,0.25782665610313416,0
199,P1MCPUFP__CPUFP500K_0008__00589,pvrig_8x6b_chainB,0.12317271530628204,0
200,P1MCPUFP__CPUFP500K_0003__00703,pvrig_8x6b_chainB,0.35923945903778076,1
201,P1MCPUFP__CPUFP500K_0001__00216,pvrig_8x6b_chainB,0.15136349201202393,0
202,P1MCPUFP__CPUFP500K_0192__00728,pvrig_8x6b_chainB,0.0521431639790535,0
203,P1MCPUFP__CPUFP500K_0091__00387,pvrig_8x6b_chainB,0.10064859688282013,0
204,P1MCPUFP__CPUFP500K_0289__00126,pvrig_8x6b_chainB,0.4481273591518402,1
205,P1MCPUFP__CPUFP500K_0084__00234,pvrig_8x6b_chainB,0.30292439460754395,1
206,P1MCPUFP__CPUFP500K_0082__00712,pvrig_8x6b_chainB,0.09088987857103348,0
207,P1MCPUFP__CPUFP500K_0085__00221,pvrig_8x6b_chainB,0.4689052999019623,1
208,P1MCPUFP__CPUFP500K_0076__00201,pvrig_8x6b_chainB,0.6588800549507141,1
209,P1MCPUFP__CPUFP500K_0074__00207,pvrig_8x6b_chainB,0.5288854241371155,1
210,P1MCPUFP__CPUFP500K_0073__00206,pvrig_8x6b_chainB,0.47490930557250977,1
211,P1MCPUFP__CPUFP500K_0064__00204,pvrig_8x6b_chainB,0.2802724540233612,0
212,P1MCPUFP__CPUFP500K_0066__00206,pvrig_8x6b_chainB,0.5610759854316711,1
213,P1MCPUFP__CPUFP500K_0065__00207,pvrig_8x6b_chainB,0.46956920623779297,1
214,P1MCPUFP__CPUFP500K_0056__00207,pvrig_8x6b_chainB,0.10731462389230728,0
215,P1MCPUFP__CPUFP500K_0055__00210,pvrig_8x6b_chainB,0.05734065920114517,0
216,P1MCPUFP__CPUFP500K_0057__00211,pvrig_8x6b_chainB,0.1127254068851471,0
217,P1MCPUFP__CPUFP500K_0048__00211,pvrig_8x6b_chainB,0.5329535007476807,1
218,P1MCPUFP__CPUFP500K_0046__00228,pvrig_8x6b_chainB,0.3179038166999817,1
219,P1MCPUFP__CPUFP500K_0049__00834,pvrig_8x6b_chainB,0.41948631405830383,1
220,P1MCPUFP__CPUFP500K_0040__00215,pvrig_8x6b_chainB,0.7706595659255981,1
221,P1MCPUFP__CPUFP500K_0038__00216,pvrig_8x6b_chainB,0.7998786568641663,1
222,P1MCPUFP__CPUFP500K_0037__00218,pvrig_8x6b_chainB,0.8191133737564087,1
223,P1MCPUFP__CPUFP500K_0028__00270,pvrig_8x6b_chainB,0.33415529131889343,1
224,P1MCPUFP__CPUFP500K_0030__00283,pvrig_8x6b_chainB,0.6912593841552734,1
225,P1MCPUFP__CPUFP500K_0029__00219,pvrig_8x6b_chainB,0.3245226740837097,1
226,P1MCPUFP__CPUFP500K_0020__00219,pvrig_8x6b_chainB,0.4929752051830292,1
227,P1MCPUFP__CPUFP500K_0019__00220,pvrig_8x6b_chainB,0.5698184370994568,1
228,P1MCPUFP__CPUFP500K_0021__00222,pvrig_8x6b_chainB,0.3153410255908966,1
229,P1MCPUFP__CPUFP500K_0012__00262,pvrig_8x6b_chainB,0.08625392615795135,0
230,P1MCPUFP__CPUFP500K_0010__00225,pvrig_8x6b_chainB,0.42858901619911194,1
231,P1MCPUFP__CPUFP500K_0013__00227,pvrig_8x6b_chainB,0.29570937156677246,0
232,P1MCPUFP__CPUFP500K_0008__00661,pvrig_8x6b_chainB,0.4412505030632019,1
233,P1MCPUFP__CPUFP500K_0003__00867,pvrig_8x6b_chainB,0.15539906919002533,0
234,P1MCPUFP__CPUFP500K_0001__00252,pvrig_8x6b_chainB,0.3843764364719391,1
235,P1MCPUFP__CPUFP500K_0192__00937,pvrig_8x6b_chainB,0.14071360230445862,0
236,P1MCPUFP__CPUFP500K_0091__00452,pvrig_8x6b_chainB,0.12202781438827515,0
237,P1MCPUFP__CPUFP500K_0289__00185,pvrig_8x6b_chainB,0.1509193629026413,0
238,P1MCPUFP__CPUFP500K_0084__00272,pvrig_8x6b_chainB,0.29885756969451904,0
239,P1MCPUFP__CPUFP500K_0082__00796,pvrig_8x6b_chainB,0.08702917397022247,0
240,P1MCPUFP__CPUFP500K_0085__00255,pvrig_8x6b_chainB,0.2609788775444031,0
241,P1MCPUFP__CPUFP500K_0076__00233,pvrig_8x6b_chainB,0.7185800075531006,1
242,P1MCPUFP__CPUFP500K_0074__00240,pvrig_8x6b_chainB,0.6501515507698059,1
243,P1MCPUFP__CPUFP500K_0073__00238,pvrig_8x6b_chainB,0.49673157930374146,1
244,P1MCPUFP__CPUFP500K_0064__00236,pvrig_8x6b_chainB,0.18686281144618988,0
245,P1MCPUFP__CPUFP500K_0066__00238,pvrig_8x6b_chainB,0.2460707724094391,0
246,P1MCPUFP__CPUFP500K_0065__00239,pvrig_8x6b_chainB,0.44865095615386963,1
247,P1MCPUFP__CPUFP500K_0056__00239,pvrig_8x6b_chainB,0.04679037630558014,0
248,P1MCPUFP__CPUFP500K_0055__00242,pvrig_8x6b_chainB,0.06678742915391922,0
249,P1MCPUFP__CPUFP500K_0057__00243,pvrig_8x6b_chainB,0.10171595960855484,0
250,P1MCPUFP__CPUFP500K_0048__00243,pvrig_8x6b_chainB,0.23446659743785858,0
251,P1MCPUFP__CPUFP500K_0046__00261,pvrig_8x6b_chainB,0.5850281119346619,1
252,P1MCPUFP__CPUFP500K_0053__00011,pvrig_8x6b_chainB,0.3945309519767761,1
253,P1MCPUFP__CPUFP500K_0040__00247,pvrig_8x6b_chainB,0.8896704912185669,1
254,P1MCPUFP__CPUFP500K_0038__00248,pvrig_8x6b_chainB,0.5743939876556396,1
255,P1MCPUFP__CPUFP500K_0037__00250,pvrig_8x6b_chainB,0.7681065201759338,1
256,P1MCPUFP__CPUFP500K_0028__00318,pvrig_8x6b_chainB,0.09065932035446167,0
257,P1MCPUFP__CPUFP500K_0030__00327,pvrig_8x6b_chainB,0.6889840364456177,1
258,P1MCPUFP__CPUFP500K_0029__00251,pvrig_8x6b_chainB,0.30315935611724854,1
259,P1MCPUFP__CPUFP500K_0020__00251,pvrig_8x6b_chainB,0.5989669561386108,1
260,P1MCPUFP__CPUFP500K_0019__00252,pvrig_8x6b_chainB,0.5908475518226624,1
261,P1MCPUFP__CPUFP500K_0021__00254,pvrig_8x6b_chainB,0.25654152035713196,0
262,P1MCPUFP__CPUFP500K_0012__00300,pvrig_8x6b_chainB,0.16470885276794434,0
263,P1MCPUFP__CPUFP500K_0010__00258,pvrig_8x6b_chainB,0.4140828847885132,1
264,P1MCPUFP__CPUFP500K_0013__00259,pvrig_8x6b_chainB,0.2690184712409973,0
265,P1MCPUFP__CPUFP500K_0008__00745,pvrig_8x6b_chainB,0.33568212389945984,1
266,P1MCPUFP__CPUFP500K_0006__00031,pvrig_8x6b_chainB,0.04761260375380516,0
267,P1MCPUFP__CPUFP500K_0001__00286,pvrig_8x6b_chainB,0.30198320746421814,1
268,P1MCPUFP__CPUFP500K_0292__00170,pvrig_8x6b_chainB,0.11538220942020416,0
269,P1MCPUFP__CPUFP500K_0091__00509,pvrig_8x6b_chainB,0.29424259066581726,0
270,P1MCPUFP__CPUFP500K_0289__00254,pvrig_8x6b_chainB,0.1423332244157791,0
271,P1MCPUFP__CPUFP500K_0084__00313,pvrig_8x6b_chainB,0.5042925477027893,1
272,P1MCPUFP__CPUFP500K_0082__00875,pvrig_8x6b_chainB,0.18758581578731537,0
273,P1MCPUFP__CPUFP500K_0085__00293,pvrig_8x6b_chainB,0.3181014358997345,1
274,P1MCPUFP__CPUFP500K_0076__00265,pvrig_8x6b_chainB,0.5097878575325012,1
275,P1MCPUFP__CPUFP500K_0074__00273,pvrig_8x6b_chainB,0.604069173336029,1
276,P1MCPUFP__CPUFP500K_0073__00270,pvrig_8x6b_chainB,0.5180012583732605,1
277,P1MCPUFP__CPUFP500K_0064__00268,pvrig_8x6b_chainB,0.47321540117263794,1
278,P1MCPUFP__CPUFP500K_0066__00270,pvrig_8x6b_chainB,0.4705202281475067,1
279,P1MCPUFP__CPUFP500K_0065__00273,pvrig_8x6b_chainB,0.41416120529174805,1
