candidate_id	seed	gpu_id	source_table	status	rf2_status	rf2_reason	old_gate_status	formal_multiseed_gate_status	interaction_pae	pred_lddt	pae	target_aligned_antibody_rmsd	target_aligned_cdr_rmsd	framework_aligned_antibody_rmsd	framework_aligned_cdr_rmsd	rf2_output_pdb	rf2_failure_label_policy
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03	43	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.91	0.91	7.67	6.01	5.42	0.61	0.99	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_4/output/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03	44	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.62	0.91	7.54	5.68	5.14	0.62	1.02	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_4/output/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00	42	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	16.25	0.9	8.94	22.96	19.76	0.5	0.69	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_5/output/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00	43	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	16.05	0.9	8.85	13.25	10.34	0.48	0.52	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_5/output/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00	44	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	15.76	0.9	8.7	12.62	12.43	0.5	0.62	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_5/output/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01	42	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	17.27	0.91	9.41	36.23	22.23	0.52	0.71	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_7/output/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01	43	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	16.76	0.9	9.16	43.37	33.96	0.52	0.68	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_7/output/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01	44	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	17.19	0.9	9.37	45.69	33.83	0.51	0.67	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_7/output/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn02	42	1	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	11.92	0.9	6.71	15.61	13.53	0.55	0.75	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_1/output/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn02	43	1	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	11.89	0.9	6.68	15.1	13.09	0.53	0.72	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_1/output/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn02	44	1	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	11.45	0.9	6.47	15.78	13.31	0.54	0.74	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_1/output/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn03	42	2	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	17.31	0.9	9.42	42.25	24.91	0.53	0.76	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_2/output/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn03	43	2	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.22	0.9	7.86	35.91	27.51	0.5	0.63	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_2/output/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn03	44	2	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.29	0.9	7.9	35.82	28.23	0.58	0.89	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_2/output/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn00	42	3	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.41	0.92	7.38	6.98	6.28	0.95	1.88	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_3/output/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn00	43	3	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.28	0.92	7.32	6.92	5.33	0.95	1.88	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_3/output/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn00	44	3	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.23	0.92	7.3	6.4	5.05	0.95	1.87	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_3/output/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn01	42	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	11.7	0.9	6.57	9.5	8.24	0.82	1.55	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_4/output/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn01	43	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	11.21	0.91	6.32	9.83	8.06	0.81	1.56	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_4/output/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn01	44	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	12.18	0.9	6.82	8.74	8.02	0.78	1.45	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_4/output/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn02	42	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	14.05	0.91	7.72	8.63	9.4	0.86	1.69	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_5/output/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn02	43	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.57	0.91	7.48	7.85	6.99	0.86	1.71	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_5/output/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn02	44	5	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.45	0.91	7.41	7.65	7.79	0.85	1.67	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_5/output/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn03	42	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.93	0.9	7.75	7.51	7.01	0.84	1.62	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_7/output/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn03	43	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.89	0.9	7.74	7.68	6.82	0.83	1.63	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_7/output/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn03	44	7	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	13.82	0.9	7.71	6.9	5.85	0.83	1.58	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_7/output/PVRIG_RFAb_v2_P1_ekg_L_bb002_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn00	42	1	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	15.93	0.91	8.74	15.09	13.75	0.48	0.6	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_1/output/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn00	43	1	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	15.27	0.91	8.4	19.25	16.33	0.52	0.69	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_1/output/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn00	44	1	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	15.58	0.91	8.55	13.21	12.62	0.5	0.64	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_1/output/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn00_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn01	42	2	rf2_metrics	present	RF2_POSE_NOT_RECOVERED	target_aligned_antibody_rmsd>=2A	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	5.64	0.9	3.69	16.01	10.3	0.56	0.61	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_2/output/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn01	43	2	rf2_metrics	present	RF2_POSE_NOT_RECOVERED	target_aligned_antibody_rmsd>=2A	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	4.83	0.9	3.27	15.99	10.34	0.52	0.6	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_2/output/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn01	44	2	rf2_metrics	present	RF2_POSE_NOT_RECOVERED	target_aligned_antibody_rmsd>=2A	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	4.3	0.9	3.03	16.22	10.43	0.55	0.62	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_2/output/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn01_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn02	42	3	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	16.76	0.91	9.16	22.43	13.65	0.49	0.61	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_3/output/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn02	43	3	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	16.73	0.91	9.14	19.82	12.0	0.47	0.56	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_3/output/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn02	44	3	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	16.87	0.91	9.22	20.22	12.23	0.48	0.59	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_3/output/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn02_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn03	42	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	17.73	0.9	9.68	18.99	17.23	0.5	0.64	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_4/output/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn03	43	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	16.96	0.91	9.26	21.51	12.65	0.54	0.66	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_43/shards/gpu_4/output/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn03	44	4	rf2_metrics	present	RF2_LOW_INTERACTION_CONFIDENCE	interaction_pae>=10	NOT_APPLICABLE_ENRICHMENT_SEED	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	16.53	0.9	9.07	19.39	17.11	0.55	0.67	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_44/shards/gpu_4/output/PVRIG_RFAb_v2_P1_ekg_L_bb003_mpn03_best.pdb	qc_status_only
PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn00	42	5	rf2_metrics	present	RF2_POSE_NOT_RECOVERED	target_aligned_antibody_rmsd>=2A	OLD_GATE_FAIL_OR_MISSING_STRICT_SEED42	PENDING_SEED42_PRIMARY_BEFORE_ENRICHMENT	6.56	0.89	4.11	2.85	3.63	0.71	1.2	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/rf2/multiseed/seeds/seed_42/shards/gpu_5/output/PVRIG_RFAb_v2_P1_ekg_L_bb004_mpn00_best.pdb	qc_status_only
