candidate_id	model_path	model_sha256	selected_model	haddock_score	vdw_energy	electrostatic_energy	desolvation_energy	air_energy	buried_surface_area	remark_count	haddock_remark_parse_status
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_2_model_3.pdb.gz	fdfc4de74d83ed901ec137c4a71b9fbeabf95f96f28a2cf1bc22dcee5a9c064c	true	-63.8507	-43.5247	-86.6656	-7.51199	45.1912	1486.93	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_3_model_1.pdb.gz	447078a5acec4aa5dda43dcf631a1f1737a2512131e445311491782917064ee7	true	-65.595	-34.5105	-164.928	-4.68531	65.8645	1198.78	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_3_model_2.pdb.gz	4319350a44961485f45f0c7600f5249d1b8d27a156e13f07d06eff3e55facd07	true	-55.82	-32.3978	-140.003	-4.58946	91.6783	1222.82	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_4_model_1.pdb.gz	1d16bdaec81d5348d1a8feaf18eac28ad4350942cf42247f60c28cbbd26a4c68	true	-62.993	-33.9522	-142.729	-5.07314	45.7825	1243.05	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_4_model_2.pdb.gz	80ed442508793ddc24e9022dbd49a8f0aaa8cadf4b31cb92d0613148da24e2f5	true	-53.5096	-29.63	-103.113	-13.1013	98.444	1217.89	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	52a3105ef6c945af23db28da4c72035d3e5cc31a023b48f9fcf37675067d0614	true	-64.4525	-24.4803	-224.896	-5.0198	100.268	1191.76	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_2.pdb.gz	5c94edc97b61a64afe499f0d7a2b07d552c534676c3ad2debd0bbea605b17718	true	-63.9589	-17.794	-244.177	-1.84108	45.1158	1133.76	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_3.pdb.gz	3465e85035a46c21ffdaf7e5cfe20a80e95ef7bd3905ed08c09ae7e84a8b5a98	true	-59.9123	-16.3179	-212.488	-7.86666	67.6993	1419.48	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_4.pdb.gz	e7568ef17fc69debb27ebd7eae07ea1a66593f080cd6a345b7296b360f37405b	true	-58.5409	-15.1806	-262.674	1.87968	72.9476	1180.87	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_2_model_1.pdb.gz	4e8efdb9de0d78030ba5ecfcfd66af32f5d273600ce7823c056d608e8c14e742	true	-64.0803	-34.6368	-134.442	-6.80159	42.466	1348.9	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_3_model_1.pdb.gz	436c4bce0a8d3f5ef5d7b6c5c9cb0db4f135d255e750221dada0728a97d03bcc	true	-56.9274	-30.7294	-109.345	-15.4241	110.951	999.229	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_3_model_2.pdb.gz	95ccd84f7509a8cd8fbe6f027143b7ba6058207ec08e2dfb54e1c5f30637b887	true	-56.1291	-26.6818	-123.915	-14.6243	99.5996	1146.52	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_4_model_1.pdb.gz	cc678ce09afbd92c51e2b587587b88891d0d8d745943feb7505f289d57a6d721	true	-51.0301	-30.6273	-134.468	-4.67388	111.646	1225.65	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	04167ce0185527b180268aa82c50cb5c02e297b1c9c45809607e266cd3412317	true	-69.7502	-38.1762	-207.186	-6.20095	160.642	1516.93	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_2_model_1.pdb.gz	575997544ae964b8d7ac06aa848a1821e725b18cfe905a79ad886e4f0400ef41	true	-62.6803	-36.9705	-136.532	-13.0006	145.972	1272.28	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_3_model_1.pdb.gz	40f9e3c54b80cd7ad8007f9378c32d08136c1f3b67c49d0699f7f0b539065cfb	true	-61.9486	-36.8727	-158.657	-4.0105	106.66	1326.76	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_3_model_2.pdb.gz	553e45482866bb4b98d0c5cf5252d732cb21ef96f159be2a4c1fb0f8f35b39a2	true	-61.7621	-27.6163	-226.328	-3.28575	144.057	1225.75	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_3_model_3.pdb.gz	eee31ae2c6d1d0101ed6b40c9a6bb7f54dcf9e479cc9d3e51f83150099bd3985	true	-61.4628	-32.138	-180.474	-5.56512	123.352	1241.06	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_4_model_1.pdb.gz	a8472c26ce0269e0f2c8ebb6eb619d1aec344c07138e46f8b1d85c7da2b4fe92	true	-58.4294	-33.3855	-188.87	-3.10065	158.308	1338.49	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_5_model_1.pdb.gz	cc5d3b0135bfc390435f4187d1bff247c9161e60165e4dafd818227414aee5d4	true	-57.6494	-35.1585	-105.535	-8.82889	74.4503	1265.15	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_5_model_2.pdb.gz	8da22ef6a3e9c6867a7927ca815762bafb6653d1eebd5522759138c7c8057b95	true	-50.7181	-30.3402	-101.121	-8.51604	83.6237	1102.08	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03/run_PVRIG_RFAb_v2_P1_ekg_L_bb000_mpn03_pvrig_8x6b_full_interface/6_seletopclusts/cluster_5_model_3.pdb.gz	0bd8003f12f4e852636f8f1d8d573de585bcf0e1cb21e7778eb2e6d9353b00eb	true	-43.9565	-37.2281	-75.3775	-12.0061	203.531	1317.35	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	4e2408dca1bc8b450d7164bf8495b3aaa033dcac60991ef312540015e2916077	true	-84.8698	-55.3391	-133.8	-9.73444	69.6365	1578.74	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_2_model_1.pdb.gz	e38ef54ac27bc53e92abc91f87bdbe2e61c756ab6047206e0d987fcae7a22646	true	-79.1629	-34.3357	-266.113	-2.90354	112.989	1495.38	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_3_model_1.pdb.gz	30f6dc4af69fbec0f752cdfecb9e7217eeb661f1594bbacee0022000c1086d22	true	-77.1024	-41.4517	-167.481	-9.01174	68.5735	1365.9	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_4_model_1.pdb.gz	bb718e16df200df699a3da74508d1535b9ed778ee076b2c24bc8786c40733241	true	-63.2278	-37.367	-148.719	-8.38437	122.674	1218.63	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_4_model_2.pdb.gz	5289236fb13eb3c92935d4719ef6e439c6b1246fe040e7461f783c30605169fd	true	-61.9191	-25.8304	-209.42	-3.7442	95.3942	1153.52	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_4_model_3.pdb.gz	776e2cae4c4eb90bd85ef727449e8136c4f2500852fc8a7ade0c7c2659483222	true	-57.6842	-32.5016	-173.433	-7.78385	172.879	1160.91	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_4_model_4.pdb.gz	9b1ddd8978dd1d2d8ce977460c952cb383e9c797f74de5b14e00a4de0906bbbb	true	-57.0737	-33.5041	-144.717	-3.48821	88.6189	1324.22	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_5_model_1.pdb.gz	bf2f0a8ea8d41d930a7e4c34ff14433e59d4c915073fc72ed37612a8012b4001	true	-52.2943	-29.0262	-164.662	-2.8703	125.345	1240.53	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn00_pvrig_8x6b_full_interface/6_seletopclusts/cluster_6_model_1.pdb.gz	74f069bcaf124b46009a6686f9856dd68a43b4a4bcfa5af306810130559eefee	true	-44.2023	-27.2889	-118.207	-9.73483	164.628	1047.13	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	6581364d15b0028dbd49fb64dfc4c8da6597149cb6f6546a43486f10cb30ef6a	true	-61.1799	-36.3842	-168.536	-5.30793	142.193	1410	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_2_model_1.pdb.gz	aa3de2a091607d01b800cf767853de3d10065a401d74a372a6c331b6c08f7002	true	-51.9934	-29.6767	-174.114	2.235	102.711	1323.2	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_3_model_1.pdb.gz	35bcac4af332847f042751a3fb1d3c2ceb3456dc63ef293ff2f9d0b6412a054a	true	-50.2276	-31.047	-157.887	-0.604639	130.014	1143.64	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_3_model_2.pdb.gz	5a1cbd09499ea77068212683736a78241fa4c3a0f45ee47722157179858d1035	true	-48.4431	-36.6278	-120.603	-3.58096	158.863	1116.22	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_3_model_3.pdb.gz	e6f1e4c162042ac6d8b93b48896449d7b9404ec7f743cd9ee9fc3b7bb849cb3d	true	-46.5324	-26.5102	-135.471	-3.49378	105.657	1111.8	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn01_pvrig_8x6b_full_interface/6_seletopclusts/cluster_3_model_4.pdb.gz	aac558d806d05c7a12b4f83c926ebaf1823cae63651d055a09d2fcdf8dbd4b7d	true	-43.3252	-29.1505	-130.271	-2.05673	139.362	1129.6	43	parsed
PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn02	/data/qlyu/projects/pvrig_rfantibody_docking1024_v2_20260712/docking/haddock/PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn02/run_PVRIG_RFAb_v2_P1_ekg_L_bb001_mpn02_pvrig_8x6b_full_interface/6_seletopclusts/cluster_1_model_1.pdb.gz	8d2fca3ad4d2465c249d740b3481564789f90b061fa105230b86d144adeae9ea	true	-80.2031	-50.1127	-139.461	-9.05559	68.574	1544.71	43	parsed
